N	2gram	Bakhtin_sl_1	Myshleni
1	внутренней речи	3	67
2	в этом	12	29
3	точки зрения	16	28
4	речи в	4	27
5	и в	41	26
6	не только	16	24
7	таким образом	9	23
8	с точки	8	21
9	и речи	2	19
10	в том	3	18
11	и не	16	18
12	для того	2	18
13	том что	2	17
14	потому что	2	16
15	как и	4	15
16	этом случае	2	14
17	того что	3	14
18	так же	2	14
19	так как	3	14
20	как мы	8	14
21	и его	14	12
22	в которой	4	11
23	но и	16	11
24	речи но	2	11
25	в слове	7	11
26	не может	14	11
27	словом и	3	10
28	что они	2	10
29	слова и	13	10
30	по своему	2	9
31	тому что	2	9
32	в самом	5	9
33	в сущности	13	9
34	в себе	3	9
35	же как	2	8
36	то же	14	8
37	сказать что	2	8
38	свое выражение	2	8
39	между словом	2	8
40	той же	2	8
41	только в	6	8
42	к тому	3	7
43	прежде всего	8	7
44	может быть	14	7
45	и к	5	7
46	мы не	2	7
47	и то	2	7
48	в смысле	4	6
49	и тем	2	6
50	именно в	3	6
51	как бы	12	6
52	возникает из	2	6
53	между собой	2	6
54	в ее	2	6
55	было бы	3	6
56	во всех	17	6
57	все эти	9	6
58	все же	7	6
59	а не	15	6
60	выражение в	3	6
61	в сознании	2	6
62	слова в	8	5
63	с этой	3	5
64	можно сказать	2	5
65	до конца	12	5
66	одной стороны	4	5
67	и следовательно	7	5
68	в целом	2	5
69	данном случае	3	5
70	с одной	4	5
71	речь и	3	5
72	и с	4	5
73	в качестве	3	5
74	она не	3	5
75	в процессе	4	5
76	слова как	6	5
77	если мы	2	5
78	и для	4	5
79	в данном	3	5
80	не могут	3	4
81	никогда не	3	4
82	с другой	5	4
83	и от	4	4
84	так что	2	4
85	в котором	2	4
86	и наконец	4	4
87	друг друга	3	4
88	и во	3	4
89	в его	13	4
90	о том	3	4
91	но в	8	4
92	связи с	2	4
93	еще не	4	4
94	одной из	3	4
95	не есть	2	4
96	как в	8	4
97	нами в	2	4
98	в той	10	4
99	не в	7	4
100	речь в	2	4
101	связана с	2	3
102	друг другу	2	3
103	все это	5	3
104	это не	6	3
105	из этих	3	3
106	том и	2	3
107	одно и	2	3
108	исторического развития	2	3
109	для него	3	3
110	в ней	4	3
111	в основе	5	3
112	между ними	2	3
113	не является	2	3
114	как к	2	3
115	и по	2	3
116	он не	3	3
117	мы уже	2	3
118	в первом	3	3
119	с ним	7	3
120	первом случае	2	3
121	в то	14	3
122	но не	2	3
123	до сих	2	3
124	и о	2	3
125	в основном	3	3
126	и потому	4	3
127	в своей	7	3
128	сих пор	2	3
129	так и	11	3
130	только на	2	3
131	как раз	2	3
132	на самом	2	3
133	и слово	2	3
134	к нему	5	3
135	мы видим	2	3
136	с другими	5	3
137	перед нами	4	2
138	известном смысле	2	2
139	в этих	2	2
140	его и	3	2
141	друг с	2	2
142	точку зрения	3	2
143	столь же	2	2
144	одного из	2	2
145	что все	2	2
146	то время	2	2
147	от всякой	3	2
148	входит в	4	2
149	для нас	2	2
150	мы и	2	2
151	свою очередь	2	2
152	в большинстве	10	2
153	в свою	3	2
154	на его	8	2
155	и той	2	2
156	или в	8	2
157	одним из	4	2
158	один из	4	2
159	в нем	30	2
160	с ее	4	2
161	отношение к	7	2
162	это отношение	2	2
163	в их	4	2
164	где они	2	2
165	одновременно и	2	2
166	и других	3	2
167	форм и	3	2
168	образом в	3	2
169	время как	2	2
170	лишь в	4	2
171	как такового	3	2
172	должно быть	2	2
173	слово не	2	2
174	а в	6	2
175	также и	3	2
176	но он	2	2
177	могут не	2	2
178	его в	3	2
179	с которыми	2	2
180	большинстве случаев	6	2
181	поэзии и	4	2
182	в известном	2	2
183	с этим	3	2
184	к этому	2	2
185	вовсе не	7	2
186	себя от	2	2
187	и здесь	3	2
188	у нас	2	2
189	то в	2	2
190	лучшем случае	2	2
191	слов и	2	2
192	но именно	4	2
193	совершенно не	2	2
194	наконец в	2	2
195	том же	4	2
196	с ней	2	2
197	зрения самого	2	2
198	даже в	2	2
199	из этого	3	2
200	по своим	6	2
201	в отношении	6	2
202	в лучшем	2	2
203	почти всегда	3	2
204	можно было	2	2
205	нас в	2	2
206	во всяком	7	2
207	могут быть	19	2
208	и ее	3	2
209	не могла	2	2
210	ту же	4	2
211	с другом	2	2
212	которые в	3	2
213	речи эти	2	2
214	ничего не	4	2
215	в определенных	2	2
