N	2gram	Propp_Isto_5	VeschiIm
1	т е	16	42
2	не может	6	33
3	не только	13	31
4	может быть	17	29
5	и не	11	28
6	и в	25	26
7	то что	7	24
8	это значит	2	22
9	значит что	2	22
10	и т	20	21
11	т д	18	20
12	а не	2	20
13	только в	7	14
14	и что	8	13
15	того что	2	13
16	по себе	2	13
17	что это	5	12
18	но и	13	12
19	сказать что	2	12
20	все же	10	12
21	в себя	3	12
22	таким образом	9	11
23	то же	4	10
24	уже не	11	10
25	в ней	5	10
26	как бы	2	10
27	потому что	7	10
28	что мы	2	10
29	в том	6	9
30	и с	3	9
31	прежде всего	6	9
32	на то	2	8
33	но это	7	8
34	и это	4	8
35	ничего не	2	8
36	совершенно не	2	7
37	в свете	3	7
38	в то	3	7
39	его в	9	7
40	так как	11	7
41	е в	3	7
42	том что	8	7
43	себя в	6	7
44	и пр	3	7
45	с другими	4	7
46	в этом	10	7
47	так что	2	6
48	и как	3	6
49	что в	8	6
50	жизни и	2	6
51	со стороны	2	6
52	точки зрения	2	6
53	ясно что	5	6
54	она не	2	6
55	с ним	4	6
56	а если	2	6
57	не менее	4	5
58	это не	6	5
59	с этой	2	5
60	тем не	4	5
61	не в	6	5
62	еще не	8	5
63	из себя	4	5
64	а в	3	5
65	с тем	8	5
66	если бы	2	5
67	в свою	3	5
68	в ее	4	5
69	одна из	2	5
70	но не	5	5
71	того же	2	5
72	и для	2	5
73	на себя	3	5
74	с другой	9	4
75	и мы	2	4
76	из них	2	4
77	с этим	5	4
78	о том	7	4
79	и все	3	4
80	то это	3	4
81	как и	7	4
82	во всех	2	4
83	его на	4	4
84	и потому	2	4
85	должен быть	2	4
86	что и	6	4
87	мы не	5	4
88	в данном	3	4
89	тем что	10	4
90	чтобы она	2	3
91	явление как	2	3
92	никогда не	3	3
93	вопрос о	2	3
94	можно сказать	2	3
95	несмотря на	2	3
96	на этом	3	3
97	и сам	2	3
98	в нем	7	3
99	все это	4	3
100	их в	3	3
101	думают что	2	3
102	мы имеем	14	3
103	тогда когда	2	3
104	или как	2	3
105	но когда	3	3
106	один из	2	3
107	что он	22	3
108	мы видим	8	3
109	как можно	2	3
110	в своей	2	3
111	вместе с	22	3
112	самом деле	2	3
113	того чтобы	3	3
114	и вообще	3	3
115	это уже	2	2
116	в частности	7	2
117	его и	2	2
118	человека и	2	2
119	но все	5	2
120	мы уже	4	2
121	только один	3	2
122	и тем	4	2
123	данном случае	2	2
124	так же	5	2
125	в более	3	2
126	мы можем	2	2
127	на него	8	2
128	от этого	4	2
129	о чем	2	2
130	превращается в	7	2
131	о которых	2	2
132	а затем	7	2
133	то в	2	2
134	на этой	4	2
135	в качестве	7	2
136	наряду с	4	2
137	но оно	3	2
138	об этом	2	2
139	он не	4	2
140	но уже	3	2
141	когда он	2	2
142	как в	6	2
143	находится в	2	2
144	если не	4	2
145	и они	2	2
146	как мы	5	2
147	для того	3	2
148	и его	9	2
149	и таким	2	2
150	ту же	2	2
151	состоит из	3	2
152	в особенности	3	2
153	не потому	2	2
154	том как	2	2
155	это было	2	2
