N	2gram	Losev_Dial_1	Istorich
1	и в	18	22
2	мы имеем	2	19
3	в этом	12	17
4	и т	21	16
5	т е	25	16
6	т д	19	15
7	что в	13	15
8	не только	13	14
9	но и	7	12
10	и не	30	12
11	и пр	5	11
12	может быть	17	11
13	в этих	5	11
14	еще не	2	10
15	но в	6	10
16	что он	11	9
17	в нем	16	9
18	что и	3	9
19	в том	9	9
20	что они	3	8
21	с этим	2	8
22	том что	9	8
23	мы видим	4	8
24	как мы	4	8
25	другой стороны	4	7
26	с другой	6	7
27	к этому	2	7
28	но не	4	7
29	то что	13	7
30	из них	2	7
31	уже не	2	7
32	мы должны	5	7
33	так как	11	7
34	в них	3	6
35	это не	9	6
36	что здесь	2	6
37	с ней	2	6
38	то и	2	6
39	а в	5	6
40	то же	10	6
41	а не	14	6
42	мы можем	4	6
43	ничего не	17	6
44	если бы	12	6
45	а он	3	5
46	не менее	2	5
47	в частности	2	5
48	так что	15	5
49	до сих	2	5
50	есть и	5	5
51	или по	2	5
52	один из	3	5
53	все же	5	5
54	что она	7	5
55	он не	3	5
56	того что	2	5
57	сих пор	2	5
58	к нему	8	5
59	могут быть	3	5
60	как это	4	4
61	не в	6	4
62	в дальнейшем	5	4
63	только в	3	4
64	на этом	2	4
65	она не	6	4
66	к ней	4	4
67	отношение к	5	4
68	в данном	3	4
69	можно найти	2	4
70	не может	12	4
71	все эти	2	4
72	и с	5	4
73	я не	5	3
74	и от	2	3
75	и все	3	3
76	прежде всего	10	3
77	можно только	2	3
78	стороны и	3	3
79	к тому	4	3
80	как и	2	3
81	и как	7	3
82	но это	8	3
83	эти два	2	3
84	было бы	12	3
85	мы увидим	2	3
86	в его	3	3
87	никогда не	9	3
88	быть и	4	3
89	со стороны	2	3
90	все равно	3	3
91	и у	2	3
92	так же	4	3
93	его не	6	3
94	с ними	2	3
95	сказать что	10	3
96	потому что	14	3
97	он и	2	3
98	из этих	2	3
99	о том	4	3
100	в чем	6	3
101	если это	2	3
102	или наоборот	2	2
103	как только	2	2
104	не было	6	2
105	всех этих	3	2
106	и есть	16	2
107	друг другу	3	2
108	и так	2	2
109	точно так	2	2
110	вовсе не	7	2
111	вопрос о	2	2
112	но конечно	2	2
113	можно сказать	6	2
114	во всяком	4	2
115	как таковой	4	2
116	или не	5	2
117	ни в	15	2
118	тому же	2	2
119	но все	3	2
120	следует за	2	2
121	от него	4	2
122	такой же	2	2
123	и более	4	2
124	но они	2	2
125	с одной	2	2
126	как в	2	2
127	в качестве	2	2
128	ли это	3	2
129	одной стороны	2	2
130	но есть	2	2
131	совершенно не	8	2
132	себе и	2	2
133	и о	3	2
134	же как	2	2
135	да и	6	2
136	хотя и	4	2
137	в ней	3	2
138	и потому	3	2
139	относится к	2	2
140	и он	5	2
141	всяком случае	2	2
142	в котором	4	2
143	для нее	2	2
144	даже в	3	2
145	не имеет	15	2
146	не с	5	2
147	то это	4	2
148	и это	2	2
149	жизни и	3	2
150	но она	3	2
151	образом и	2	2
152	так и	9	2
153	даже не	3	2
154	только на	3	2
155	в своем	5	2
156	никто не	2	2
157	в особенности	5	2
158	еще более	3	2
159	на самом	3	2
160	из того	2	2
161	и вот	6	2
162	и что	12	2
163	он на	2	2
164	что не	7	2
165	и даже	13	2
166	есть только	5	2
167	и для	2	2
168	время как	2	2
169	в которых	2	2
170	и то	9	2
171	очень много	3	2
172	то мы	2	2
173	в виде	2	2
174	точки зрения	17	2
175	в другом	2	2
176	в то	6	2
177	утверждать что	3	2
178	же можно	2	2
179	то не	2	2
180	в него	2	2
181	этот обряд	3	2
