N	3gram	Vinokur_Ku_1	Formalny
1	с точки зрения	9	14
2	не может быть	3	14
3	на самом деле	2	12
4	то же время	2	7
5	в то же	2	7
6	и т д	14	6
7	во всяком случае	5	6
8	и т п	18	5
9	с другой стороны	6	5
10	в зависимости от	5	5
11	в самом деле	7	4
12	в связи с	3	4
13	для того чтобы	15	4
14	в этом отношении	5	3
15	вместе с тем	3	3
16	в том что	15	3
17	по отношению к	8	3
18	мы увидим что	2	2
19	к тому что	2	2
20	так и в	2	2
21	тем не менее	4	2
22	о том как	3	2
23	в этом смысле	3	2
24	социального общения и	2	2
