N	2gram	Bakhtin_Fr_2	Mirosoze
1	и в	49	46
2	в нем	9	22
3	у него	2	22
4	может быть	5	21
5	в этом	15	20
6	никогда не	5	18
7	для него	9	18
8	и не	15	18
9	не только	17	18
10	но и	13	15
11	не может	7	15
12	как и	11	13
13	прежде всего	19	12
14	не было	4	11
15	в ней	2	11
16	но он	6	11
17	та же	2	10
18	но в	4	10
19	в себе	4	10
20	он был	2	9
21	но это	2	8
22	как бы	11	8
23	в своем	5	8
24	так как	6	8
25	отношение к	8	8
26	на земле	3	8
27	связана с	3	7
28	человека и	3	7
29	в мире	2	7
30	в этой	10	7
31	в нашем	2	7
32	что он	3	7
33	и к	4	7
34	и потому	5	7
35	так же	2	6
36	жизни и	7	6
37	то же	7	5
38	в отношении	2	5
39	и вот	3	5
40	в самом	3	5
41	один из	7	5
42	в конце	2	5
43	и все	3	5
44	в духе	4	5
45	во всем	3	5
46	по преимуществу	2	5
47	то что	6	5
48	в своей	5	5
49	и его	17	5
50	в его	18	5
51	и это	3	5
52	что в	2	4
53	все что	2	4
54	со свободой	3	4
55	до конца	2	4
56	жизни это	3	4
57	также и	3	4
58	с его	5	4
59	в жизни	4	4
60	думать что	2	4
61	том что	4	4
62	так и	6	4
63	того чтобы	2	4
64	жизнь и	2	4
65	человек в	2	3
66	на все	3	3
67	ни в	3	3
68	в том	3	3
69	лишь как	2	3
70	что они	2	3
71	и перед	3	3
72	менее всего	3	3
73	жизни в	3	3
74	природой и	2	3
75	духа и	3	3
76	в своих	4	3
77	и на	17	3
78	сказать что	6	3
79	и с	6	3
80	о том	3	3
81	с ним	4	3
82	в них	13	3
83	и во	4	3
84	это и	2	3
85	связано с	2	3
86	до сих	4	3
87	сих пор	4	3
88	того как	2	3
89	тем что	4	3
90	только в	13	3
91	есть в	2	3
92	в творчестве	6	3
93	только с	3	3
94	место в	3	2
95	уже в	5	2
96	не был	3	2
97	мы еще	2	2
98	в этих	4	2
99	да и	3	2
100	на его	2	2
101	такого рода	2	2
102	хотя и	2	2
103	была еще	2	2
104	к нему	3	2
105	и за	2	2
106	этот процесс	4	2
107	как к	2	2
108	отношения к	4	2
109	и других	3	2
110	лишь в	4	2
111	а в	4	2
112	был для	2	2
113	точки зрения	6	2
114	превращается в	3	2
115	себе в	2	2
116	связи с	2	2
117	нельзя было	3	2
118	и своего	2	2
119	тот же	5	2
120	себе и	2	2
121	в сущности	8	2
122	во всех	6	2
123	к ней	2	2
124	еще в	2	2
125	вместе с	2	2
126	ее в	2	2
127	и эта	2	2
128	можно было	3	2
129	тому как	2	2
130	подобно тому	2	2
131	сознания и	2	2
132	еще вернемся	2	2
133	ничего не	2	2
