N	2gram	Nazirov_Tv_2	Myslijsy
1	потому что	7	46
2	то есть	5	34
3	в том	8	32
4	и в	20	30
5	может быть	8	28
6	то же	7	23
7	не только	13	21
8	только в	2	21
9	но и	8	19
10	том что	4	18
11	то что	3	18
12	что в	7	17
13	в себе	3	16
14	не в	4	15
15	и не	9	15
16	а не	6	15
17	таким образом	10	14
18	так как	3	13
19	вместе с	3	12
20	а в	4	12
21	если бы	4	12
22	так и	6	11
23	в душе	4	10
24	как и	6	10
25	как в	4	10
26	и что	2	10
27	в этом	8	10
28	в то	10	10
29	для него	3	9
30	в нем	3	9
31	мы не	4	9
32	между тем	3	9
33	в самом	3	8
34	что не	3	8
35	и без	2	7
36	с другой	2	7
37	вовсе не	2	7
38	так что	2	7
39	но не	5	7
40	тем самым	4	7
41	тем что	3	7
42	зависит от	2	6
43	что он	6	6
44	но это	5	6
45	из них	2	6
46	например в	5	6
47	не может	7	6
48	там же	9	6
49	уже не	3	6
50	образ и	2	6
51	с ним	3	6
52	же с	9	6
53	уже в	2	5
54	по крайней	2	5
55	человека и	3	5
56	же время	7	5
57	еще не	5	5
58	крайней мере	2	5
59	отношению к	3	5
60	не менее	2	5
61	по отношению	3	5
62	с другими	2	5
63	и т	13	5
64	что я	2	5
65	и от	4	4
66	все это	6	4
67	в его	10	4
68	в котором	3	4
69	один из	3	4
70	другой стороны	2	4
71	бы не	2	4
72	и его	9	4
73	он не	3	4
74	не было	2	4
75	если не	4	4
76	и по	2	4
77	и это	3	4
78	и потому	4	4
79	место в	3	3
80	быть может	3	3
81	и есть	2	3
82	могут быть	2	3
83	прежде всего	8	3
84	в образе	3	3
85	к этому	3	3
86	связь с	2	3
87	именно в	6	3
88	до сих	3	3
89	при этом	8	3
90	что она	4	3
91	как бы	11	3
92	в целом	6	3
93	на него	2	3
94	и тогда	2	3
95	т д	11	3
96	друг друга	2	3
97	так же	5	3
98	в таком	3	3
99	и на	5	3
100	в искусстве	2	3
101	говорить о	2	3
102	в начале	3	3
103	и вообще	2	3
104	его в	3	3
105	в чем	4	3
106	в которой	2	3
107	сих пор	3	3
108	во многом	2	2
109	об этом	4	2
110	заставляет нас	3	2
111	так например	3	2
112	не столько	2	2
113	между людьми	2	2
114	в одном	2	2
115	показывает что	4	2
116	одной из	3	2
117	в ее	2	2
118	мы видим	4	2
119	в этой	5	2
120	что они	4	2
121	как о	2	2
122	у него	6	2
123	и мы	3	2
124	и если	2	2
125	на его	4	2
126	том же	2	2
127	на стороне	4	2
128	все же	5	2
129	в свой	2	2
130	в своей	6	2
131	в их	3	2
132	так в	2	2
133	т п	2	2
134	тогда как	3	2
135	в виде	2	2
136	а с	3	2
137	самом деле	2	2
138	и наконец	2	2
139	и даже	5	2
140	идеи в	2	2
141	отказаться от	2	2
142	в которых	3	2
143	тут же	2	2
144	с этой	3	2
145	их в	2	2
146	о том	5	2
147	так сказать	2	2
148	таком случае	2	2
149	и с	8	2
