N	2gram	Vygotskiy__3	Problema
1	то есть	15	39
2	то что	35	38
3	и не	10	37
4	вовсе не	8	37
5	и в	38	35
6	сказать что	4	24
7	не только	12	24
8	том что	14	19
9	о том	6	18
10	может быть	19	18
11	у нас	2	18
12	в этом	13	17
13	но и	5	16
14	только в	4	14
15	и что	18	13
16	потому что	14	13
17	во всяком	2	13
18	не может	7	13
19	в том	25	12
20	того что	4	12
21	хотя бы	2	12
22	что в	20	11
23	так что	8	11
24	не просто	2	11
25	и даже	4	11
26	никак не	7	11
27	в таком	3	11
28	всяком случае	2	10
29	а не	7	10
30	в данном	2	10
31	и то	8	10
32	ничего не	2	10
33	если мы	6	9
34	для нас	8	9
35	в этой	13	9
36	едва ли	3	9
37	что же	2	9
38	уже не	2	8
39	было бы	12	8
40	в виду	4	8
41	есть только	2	8
42	ясно что	6	8
43	как раз	8	8
44	все же	8	8
45	при помощи	4	8
46	казалось бы	5	7
47	в конце	2	7
48	совсем не	3	7
49	все эти	4	7
50	не имеет	6	7
51	в его	5	7
52	так как	6	7
53	мы не	5	7
54	с другой	7	6
55	что все	3	6
56	ни в	3	6
57	но это	3	6
58	был бы	3	6
59	и т	14	6
60	т д	4	6
61	но как	2	6
62	в то	3	6
63	когда мы	2	6
64	на то	16	6
65	же самое	10	6
66	и для	4	6
67	мы можем	7	6
68	в виде	2	6
69	но в	3	6
70	как будто	4	6
71	в самом	25	5
72	отнюдь не	2	5
73	данном случае	2	5
74	с этим	8	5
75	с одной	6	5
76	так же	2	5
77	и на	6	5
78	и более	2	5
79	между собой	2	5
80	и все	10	5
81	уже давно	2	5
82	как и	8	5
83	по своему	4	5
84	есть именно	2	5
85	указывает на	6	5
86	то же	10	5
87	как мы	7	5
88	под этим	2	5
89	одной стороны	5	5
90	что не	3	5
91	другой стороны	5	5
92	в себе	4	5
93	еще и	2	5
94	и это	8	5
95	без всякой	2	5
96	не могут	2	4
97	что если	4	4
98	в этих	2	4
99	в своем	5	4
100	как же	2	4
101	и как	8	4
102	есть в	2	4
103	не можем	4	4
104	сама собой	2	4
105	в общем	2	4
106	и той	2	4
107	и следовательно	2	4
108	как бы	14	4
109	и тем	3	4
110	что она	16	4
111	все это	3	4
112	и только	3	4
113	таким образом	12	4
114	но только	8	4
115	заключается в	7	4
116	а в	7	4
117	и значение	3	4
118	их в	2	4
119	но если	4	4
120	и здесь	6	4
121	тем что	3	4
122	всех этих	2	4
123	если бы	14	4
124	что он	11	4
125	до сих	6	4
126	тот же	3	4
127	и о	3	4
128	сих пор	5	4
129	на самом	2	4
130	самом деле	21	4
131	то и	3	4
132	далеко не	3	4
133	как только	3	3
134	тому что	6	3
135	из этих	3	3
136	к тому	6	3
137	мы все	4	3
138	что они	4	3
139	несмотря на	5	3
140	и если	6	3
141	мы уже	7	3
142	один из	6	3
143	но мы	2	3
144	то это	2	3
145	в целом	4	3
146	только то	2	3
147	для этого	2	3
148	одновременно и	3	3
149	при этом	4	3
150	здесь мы	4	3
151	и наконец	2	3
152	и по	2	3
153	в своих	4	3
154	в основе	3	3
155	в истории	2	3
156	о котором	5	3
157	могли бы	5	3
158	его в	3	3
159	бы в	3	3
160	это будет	2	3
161	с тем	8	3
162	и к	3	3
163	о которых	9	3
164	одна из	4	3
165	она не	6	3
166	мы в	2	3
167	по самому	2	3
168	и этот	3	3
169	не знаем	2	3
170	внимание на	2	3
171	бы не	3	3
172	должны были	2	3
173	с самого	6	3
174	для того	8	3
175	большей частью	2	3
176	это только	3	3
177	перед нами	8	2
178	самого начала	6	2
179	она должна	3	2
180	на всю	2	2
181	мы могли	4	2
182	в той	5	2
183	и конечно	3	2
184	не в	12	2
185	в нее	2	2
186	что с	4	2
187	и мы	13	2
188	из которых	4	2
189	совпадает с	2	2
190	что под	3	2
191	при таком	2	2
192	что оно	2	2
193	не так	3	2
194	или в	5	2
195	нам в	2	2
196	как на	3	2
197	или не	2	2
198	в ней	15	2
199	точки зрения	16	2
200	что всякое	2	2
201	в плане	3	2
202	и действительно	2	2
203	и которые	3	2
204	для всех	2	2
205	были бы	3	2
206	в них	3	2
207	заставляет нас	2	2
208	с и	6	2
209	в такой	3	2
210	имеет никакого	3	2
211	утверждать что	2	2
212	и ничего	2	2
213	при такой	2	2
214	представляет собой	2	2
215	в тех	4	2
216	в качестве	2	2
217	ли это	2	2
218	сам собой	2	2
219	конечно не	4	2
220	по преимуществу	2	2
221	он не	6	2
222	речь идет	4	2
223	что и	4	2
224	не совпадает	2	2
225	во всех	4	2
226	все другие	2	2
227	вместе с	5	2
228	совершенно не	5	2
229	нами в	2	2
230	одной и	2	2
231	того чтобы	9	2
232	той же	2	2
233	нас на	2	2
234	и ее	2	2
235	на это	3	2
236	из этого	8	2
237	здесь не	3	2
238	не то	4	2
