N	2gram	Propp_Isto_6	RusskieA
1	и в	26	36
2	не только	10	22
3	что в	12	19
4	том что	10	19
5	в том	12	17
6	т е	22	17
7	но и	9	16
8	так как	18	15
9	и другие	3	13
10	в этом	12	12
11	в других	4	11
12	это не	4	10
13	как мы	4	10
14	как и	5	10
15	и т	10	10
16	вместе с	8	10
17	и на	12	10
18	потому что	13	10
19	т д	8	9
20	а в	3	9
21	с тем	4	8
22	у нас	5	8
23	может быть	11	8
24	один из	3	8
25	и по	4	8
26	е в	2	8
27	о том	7	8
28	как это	5	8
29	что они	2	7
30	что и	4	7
31	так и	5	7
32	и других	3	7
33	и не	10	6
34	для нас	2	6
35	так например	3	6
36	при этом	3	6
37	в них	3	6
38	уже не	7	6
39	таким образом	12	6
40	мы не	6	6
41	не имеет	2	6
42	в виде	6	6
43	то что	6	6
44	видно что	2	6
45	показывает что	3	5
46	этом случае	6	5
47	все же	8	5
48	как будто	3	5
49	как бы	4	5
50	некоторые другие	2	5
51	с ними	2	5
52	в которых	2	5
53	как в	6	5
54	там же	3	5
55	того как	3	5
56	из этих	4	4
57	к этому	3	4
58	с собой	2	4
59	в тех	3	4
60	к тому	2	4
61	представляет собой	2	4
62	одна из	2	4
63	после этого	4	4
64	еще не	9	4
65	еще в	3	4
66	и др	2	4
67	его с	3	4
68	в некоторых	2	4
69	так в	6	4
70	не может	6	4
71	а с	2	4
72	мы имеем	14	4
73	и что	5	4
74	того что	2	4
75	что этот	2	4
76	но это	4	4
77	тем что	5	4
78	сообщает что	2	4
79	только в	5	4
80	о чем	2	3
81	что это	2	3
82	в этих	2	3
83	в качестве	3	3
84	в своем	2	3
85	но все	2	3
86	чаще всего	5	3
87	таким же	3	3
88	в одном	3	3
89	представление о	9	3
90	в это	4	3
91	а также	4	3
92	своего рода	2	3
93	не будем	2	3
94	но эти	2	3
95	на небо	8	3
96	окно и	2	3
97	то же	5	3
98	она в	2	3
99	и некоторые	2	3
100	в уже	2	3
101	так же	2	3
102	и те	2	3
103	ничего не	2	3
104	их в	3	3
105	под землей	4	3
106	далеко не	3	3
107	связаны с	5	3
108	этот обряд	3	3
109	борьбы с	3	2
110	не было	3	2
111	независимо от	3	2
112	в частности	3	2
113	могут быть	3	2
114	в фольклоре	2	2
115	что у	2	2
116	не означает	2	2
117	та же	3	2
118	с этим	2	2
119	в образе	10	2
120	главным образом	3	2
121	в нем	8	2
122	у него	7	2
123	он был	2	2
124	так что	3	2
125	и как	2	2
126	представления и	2	2
127	мы видим	5	2
128	такой же	3	2
129	предположить что	3	2
130	но не	2	2
131	чтобы они	2	2
132	на западе	2	2
133	после того	2	2
134	она не	3	2
135	но есть	3	2
136	когда он	3	2
137	например в	7	2
138	так на	2	2
139	описывается как	4	2
140	в ней	5	2
141	очень ясно	2	2
142	в его	5	2
143	нас к	5	2
144	и с	6	2
145	на этой	2	2
146	значит что	2	2
147	и до	2	2
148	что она	3	2
149	тогда как	2	2
150	показывают что	5	2
151	полагали что	2	2
152	должны были	2	2
153	все эти	8	2
154	а не	2	2
155	приводит нас	2	2
156	после чего	6	2
157	с ним	8	2
158	или в	3	2
159	в древней	2	2
160	эти представления	5	2
161	в своих	3	2
162	мы можем	7	2
163	через каждые	2	2
164	что иное	2	2
165	но в	7	2
166	мы должны	2	2
167	как он	6	2
168	там где	5	2
169	в более	6	2
170	в золотой	3	2
171	же не	2	2
