N	2gram	Trubetskoy_1	Psycholo
1	то что	13	44
2	и в	14	33
3	в этом	17	28
4	как бы	4	25
5	и что	2	25
6	потому что	5	24
7	для того	6	23
8	может быть	9	22
9	том что	9	22
10	того чтобы	8	22
11	что в	4	21
12	в том	17	21
13	о том	7	20
14	что он	6	20
15	что это	3	13
16	таким образом	11	13
17	и не	19	13
18	так же	2	13
19	все это	6	13
20	к тому	7	12
21	в самом	3	12
22	так как	4	12
23	было бы	5	12
24	самом деле	7	12
25	что все	3	11
26	он не	5	11
27	на то	5	10
28	не может	22	10
29	в его	4	10
30	если бы	6	10
31	в этой	4	9
32	и если	7	9
33	по себе	2	9
34	то же	11	9
35	в конце	3	8
36	для этого	3	8
37	вместе с	4	8
38	как будто	2	8
39	в своем	6	7
40	для нас	2	7
41	так что	2	7
42	в нем	5	7
43	и только	5	7
44	не только	9	7
45	тому что	2	6
46	что они	3	6
47	в ней	2	6
48	и т	3	6
49	все эти	2	6
50	и вот	2	6
51	точки зрения	11	6
52	во время	2	6
53	как на	8	6
54	у него	2	6
55	мы должны	7	6
56	на самом	6	6
57	а не	2	6
58	в себе	9	6
59	никогда не	5	5
60	нисколько не	2	5
61	и как	3	5
62	целый ряд	2	5
63	что для	3	5
64	и на	5	5
65	с ним	2	5
66	мы можем	2	5
67	ясно что	2	5
68	с этим	2	5
69	как и	4	5
70	мы уже	2	5
71	все же	4	5
72	из этого	3	5
73	и есть	2	4
74	в частности	2	4
75	это в	2	4
76	друг с	14	4
77	том чтобы	3	4
78	но совершенно	2	4
79	совершенно не	2	4
80	из них	3	4
81	жизни и	4	4
82	а в	5	4
83	не просто	2	4
84	того что	3	4
85	знаем что	3	4
86	в порядке	2	4
87	с тем	6	4
88	одна из	3	4
89	и о	2	4
90	себя в	4	4
91	не будет	7	4
92	в своей	5	4
93	ее в	2	4
94	с точки	9	4
95	в таком	2	4
96	можно было	4	4
97	этот вопрос	2	4
98	с другом	14	4
99	только в	5	4
100	сама по	2	3
101	что оно	3	3
102	точно так	2	3
103	к которой	6	3
104	что может	3	3
105	в мире	4	3
106	ни в	2	3
107	должно быть	3	3
108	не можем	2	3
109	но если	3	3
110	всяком случае	6	3
111	то это	3	3
112	но и	10	3
113	конечно не	5	3
114	тому чтобы	4	3
115	не было	3	3
116	в своих	6	3
117	их в	2	3
118	в то	10	3
119	его в	4	3
120	всех этих	3	3
121	бы его	2	3
122	говорить о	3	3
123	но не	4	3
124	указывает на	2	3
125	ли это	4	3
126	до сих	5	3
127	она не	2	3
128	конце концов	3	3
129	и этот	3	3
130	речь идет	2	3
131	что и	3	3
132	сих пор	5	3
133	сделать это	2	3
134	да и	3	3
135	и сейчас	3	3
136	тем самым	2	3
137	из которых	5	3
138	за то	2	3
139	к этой	4	3
140	и для	6	3
141	во всяком	9	3
142	тем что	3	3
143	в виде	3	3
144	место в	2	2
145	его и	2	2
146	и от	2	2
147	из этих	3	2
148	прежде всего	8	2
149	вопрос о	5	2
150	другом и	2	2
151	к такому	2	2
152	же время	10	2
153	при этом	5	2
154	себе и	4	2
155	и является	2	2
156	в котором	2	2
157	но мы	3	2
158	все они	3	2
159	в их	4	2
160	именно в	3	2
161	и наконец	2	2
162	что такой	4	2
163	в результате	2	2
164	больше чем	2	2
165	и с	7	2
166	во всем	4	2
167	не в	4	2
168	и потому	3	2
169	но в	2	2
170	и к	6	2
171	о которых	3	2
172	по существу	5	2
173	во всех	5	2
174	бы то	4	2
175	со стороны	4	2
176	даже не	2	2
177	а с	2	2
178	сводится к	3	2
179	стоит только	2	2
180	хотя бы	5	2
181	и то	4	2
182	связи с	3	2
183	так чтобы	3	2
184	только с	2	2
