N	2gram	Voloshinov_1	FransuaR
1	и в	38	45
2	то есть	4	25
3	и т.п	21	16
4	и не	14	15
5	не только	27	14
6	в этом	10	14
7	но в	5	14
8	в его	6	13
9	во всех	6	13
10	и его	7	13
11	как бы	28	12
12	то же	14	11
13	в то	9	11
14	прежде всего	21	10
15	в том	2	10
16	в нем	4	10
17	но и	13	10
18	как и	10	10
19	и с	5	10
20	же время	7	9
21	вовсе не	2	8
22	как мы	9	8
23	в ней	8	8
24	жизни и	3	8
25	таким образом	7	8
26	так же	4	8
27	с его	7	7
28	в конце	6	7
29	том что	3	7
30	не в	6	7
31	что и	3	7
32	мы видели	5	7
33	все это	4	7
34	также и	2	7
35	потому что	5	7
36	и все	4	7
37	что он	2	6
38	в этой	6	6
39	он не	2	6
40	здесь не	2	6
41	так и	6	6
42	того чтобы	7	6
43	для того	9	6
44	связи с	3	6
45	так как	7	6
46	с ним	2	5
47	и к	4	5
48	одной из	2	5
49	человека с	2	5
50	мы видим	3	5
51	но это	2	5
52	хотя и	3	5
53	и их	5	5
54	не может	12	5
55	в связи	2	5
56	этом отношении	2	5
57	все эти	2	5
58	на самом	3	5
59	самом деле	4	5
60	и как	9	5
61	и на	6	5
62	его в	4	5
63	перед нами	3	4
64	об этом	3	4
65	и от	7	4
66	мы не	9	4
67	и здесь	3	4
68	тому же	2	4
69	но не	2	4
70	по своему	3	4
71	ничего не	8	4
72	кроме того	2	4
73	в самом	4	4
74	мы уже	10	4
75	в первой	2	4
76	не мог	3	4
77	а не	6	4
78	и даже	3	4
79	его не	2	4
80	а в	5	4
81	той же	5	4
82	можно было	4	4
83	сказать что	3	4
84	в основе	2	4
85	с этим	2	4
86	точки зрения	10	4
87	только в	6	4
88	о том	4	4
89	связаны с	4	4
90	и это	7	4
91	зрения на	2	4
92	бы в	5	4
93	как это	5	4
94	говорить в	2	3
95	связанных с	3	3
96	и ни	2	3
97	от их	2	3
98	как в	2	3
99	это не	3	3
100	в одном	3	3
101	словом и	3	3
102	роль играет	2	3
103	связанные с	2	3
104	для него	3	3
105	в своей	2	3
106	от того	3	3
107	для всех	2	3
108	вместе с	5	3
109	сих пор	2	3
110	связь с	2	3
111	не было	2	3
112	еще и	2	3
113	и вот	3	3
114	с помощью	6	3
115	того что	4	3
116	и он	2	3
117	и для	3	3
118	в которых	2	3
119	нуждается в	2	3
120	ведь и	2	3
121	если мы	4	2
122	с тем	8	2
123	независимо от	5	2
124	и без	4	2
125	точку зрения	3	2
126	хотя бы	18	2
127	относится к	2	2
128	он должен	3	2
129	к этому	2	2
130	можно сказать	4	2
131	к тому	4	2
132	слова но	3	2
133	видим что	2	2
134	в отношении	2	2
135	ли он	2	2
136	своей жизни	5	2
137	в начале	3	2
138	то что	8	2
139	в качестве	4	2
140	для них	2	2
141	было бы	7	2
142	что это	4	2
143	несмотря на	2	2
144	конечно не	3	2
145	может быть	13	2
146	нет и	3	2
147	один из	4	2
148	должен быть	2	2
149	слова и	5	2
150	все же	7	2
151	в целом	4	2
152	во второй	3	2
153	на него	4	2
154	происходит как	2	2
155	мы говорили	2	2
156	при этом	9	2
157	но эта	2	2
158	лишь в	4	2
159	и слово	3	2
160	в значительной	2	2
161	и больше	2	2
162	и наконец	5	2
163	с точки	5	2
164	к нему	2	2
165	роль в	3	2
166	между тем	3	2
167	мы можем	7	2
168	и вообще	2	2
169	же самое	5	2
170	но мы	2	2
171	и т.д	21	2
172	этих слов	3	2
173	заметить что	2	2
