N	2gram	Bakhtin_Pr_3	Psycholo
1	то что	11	44
2	и в	34	33
3	в этом	16	28
4	как бы	27	25
5	и что	5	25
6	все время	5	24
7	потому что	12	24
8	может быть	19	22
9	том что	3	22
10	что в	7	21
11	в том	3	21
12	о том	2	20
13	что он	23	20
14	только что	3	15
15	что это	5	13
16	таким образом	5	13
17	и не	29	13
18	так же	8	13
19	сказать что	2	13
20	все это	16	13
21	к тому	5	12
22	в самом	8	12
23	и все	19	12
24	так как	4	12
25	было бы	2	12
26	самом деле	13	12
27	что все	4	11
28	он не	15	11
29	не может	19	10
30	в его	22	10
31	как она	2	10
32	если бы	4	10
33	и если	2	9
34	по себе	3	9
35	как раз	4	9
36	то же	14	9
37	в конце	5	8
38	для этого	3	8
39	вместе с	4	8
40	как будто	7	8
41	в своем	2	7
42	до конца	3	7
43	так что	5	7
44	в нем	19	7
45	и только	2	7
46	раз в	2	7
47	не только	10	7
48	когда он	2	7
49	показать что	2	7
50	тому что	2	6
51	это не	5	6
52	что они	6	6
53	в ней	3	6
54	и т	8	6
55	все эти	4	6
56	и вот	5	6
57	но он	3	6
58	точки зрения	8	6
59	во время	2	6
60	как на	2	6
61	у него	4	6
62	мы должны	5	6
63	в сущности	11	6
64	на самом	11	6
65	а не	9	6
66	в себе	6	6
67	самого начала	8	5
68	никогда не	8	5
69	нисколько не	2	5
70	с самого	8	5
71	и как	3	5
72	в целом	5	5
73	и на	6	5
74	вовсе не	11	5
75	как он	3	5
76	с ним	8	5
77	с этим	2	5
78	это и	2	5
79	как и	18	5
80	мы уже	6	5
81	и его	16	5
82	все же	7	5
83	и это	4	5
84	я не	7	4
85	что у	6	4
86	это в	2	4
87	друг с	2	4
88	из них	5	4
89	жизни и	3	4
90	а в	5	4
91	того что	5	4
92	с этой	2	4
93	с тем	5	4
94	и так	5	4
95	в жизни	2	4
96	о нем	2	4
97	говорит о	2	4
98	в своей	3	4
99	на него	7	4
100	как мы	7	4
101	что не	7	4
102	с точки	4	4
103	той же	2	4
104	жизнь и	2	4
105	с другом	2	4
106	только в	6	4
107	слова и	10	4
108	в которой	2	4
109	не то	2	4
110	это было	3	4
111	и вдруг	4	3
112	сама по	2	3
113	в сторону	2	3
114	что оно	2	3
115	и говорит	2	3
116	он все	3	3
117	в мире	4	3
118	ни в	4	3
119	что его	3	3
120	тому же	2	3
121	тот же	2	3
122	должно быть	3	3
123	на этом	4	3
124	в пределах	6	3
125	например в	2	3
126	всяком случае	5	3
127	был бы	2	3
128	с ее	3	3
129	но и	12	3
130	конечно не	2	3
131	понятно что	2	3
132	тому чтобы	2	3
133	не было	2	3
134	не для	2	3
135	увидим что	2	3
136	эпизод с	2	3
137	в которых	2	3
138	их в	3	3
139	в то	12	3
140	его в	4	3
141	та же	2	3
142	нет ни	2	3
143	вот как	3	3
144	всех этих	2	3
145	смысле этого	2	3
146	бы его	4	3
147	в одном	5	3
148	говорить о	3	3
149	но не	4	3
150	ли это	2	3
151	конце концов	3	3
152	и этот	2	3
153	что и	5	3
154	рассказа в	8	3
155	так и	6	3
156	как в	4	3
157	да и	4	3
158	слова как	2	3
159	как я	3	3
160	и он	2	3
161	и для	8	3
162	во всяком	5	3
163	тем что	4	3
164	в виде	4	3
165	эти слова	3	3
166	т п	6	3
167	далеко не	3	3
168	этого слова	7	3
169	в той	2	3
170	уже в	3	2
171	бы и	4	2
172	его и	3	2
173	столь же	2	2
174	с другой	4	2
175	в одной	3	2
176	и от	5	2
177	прежде всего	15	2
178	вопрос о	2	2
179	в такой	3	2
180	уже с	2	2
181	мы знаем	2	2
182	они действительно	2	2
183	но все	5	2
184	из его	4	2
185	такой же	3	2
186	знает что	3	2
187	это кажется	2	2
188	же время	12	2
189	всю жизнь	2	2
190	при этом	4	2
191	и кажется	4	2
192	себе и	5	2
193	в виду	3	2
194	все те	2	2
195	в котором	3	2
196	не является	2	2
197	один из	2	2
198	мысли о	2	2
199	о них	2	2
200	другой стороны	3	2
201	т д	2	2
202	те же	2	2
203	признания и	3	2
204	и наконец	5	2
205	есть только	3	2
206	к убийству	2	2
207	и с	15	2
208	во всем	3	2
209	не в	9	2
210	и потому	2	2
211	почти все	2	2
212	на нее	2	2
213	бы не	2	2
214	слово в	2	2
215	но в	16	2
216	а как	2	2
217	с его	6	2
218	он может	2	2
219	в них	2	2
220	лежит в	2	2
221	на тему	2	2
222	надо было	2	2
223	и к	12	2
224	в ее	3	2
225	мы увидим	2	2
226	кажется что	2	2
227	во всех	2	2
228	даже в	5	2
229	бы то	4	2
230	с таким	4	2
231	всего романа	2	2
232	тему о	2	2
233	к самому	3	2
234	мне не	2	2
235	он знает	2	2
236	а с	3	2
237	сводится к	3	2
238	ни одного	5	2
239	хотя бы	5	2
240	слов в	3	2
241	тому как	2	2
242	и то	3	2
243	между двумя	2	2
244	и ее	2	2
245	так вот	3	2
246	много раз	2	2
247	так чтобы	3	2
248	героя и	9	2
249	только с	3	2
250	ничего не	4	2
