N	2gram	Propp_Isto_4	Formalny
1	и в	26	38
2	в этом	7	27
3	т е	18	26
4	может быть	14	23
5	и пр	11	21
6	и его	10	21
7	таким образом	10	20
8	и не	9	20
9	не в	5	15
10	и т	27	14
11	не может	6	14
12	в нем	2	13
13	но и	12	13
14	связи с	3	13
15	с тем	2	11
16	в том	3	11
17	вовсе не	4	11
18	в его	5	10
19	в связи	2	10
20	с помощью	2	10
21	и с	5	9
22	как и	7	9
23	при этом	3	9
24	не только	15	9
25	что и	9	8
26	все же	9	8
27	так и	10	8
28	тем что	5	8
29	что в	14	7
30	не могут	2	7
31	по себе	2	7
32	по существу	3	7
33	в своей	4	7
34	в других	2	7
35	как мы	5	7
36	лишь в	2	7
37	уже не	5	7
38	то что	16	6
39	в истории	2	6
40	в этой	2	6
41	было бы	2	6
42	вместе с	6	6
43	то же	8	6
44	все эти	3	6
45	а не	6	6
46	в языке	2	6
47	могут быть	6	6
48	он не	7	6
49	только в	3	6
50	а в	8	6
51	хотя бы	2	6
52	должна быть	2	5
53	если бы	2	5
54	что он	10	5
55	это и	5	5
56	с этим	2	5
57	и только	5	5
58	т д	24	5
59	к этому	5	4
60	мы видели	6	4
61	в дальнейшем	6	4
62	что они	6	4
63	его от	2	4
64	как бы	3	4
65	из них	2	4
66	в некоторых	5	4
67	вот как	2	4
68	как в	7	4
69	другой стороны	4	4
70	в особенности	2	4
71	и даже	4	4
72	даже и	2	4
73	там где	3	4
74	здесь не	4	4
75	ничего не	5	4
76	так как	9	4
77	но в	5	4
78	же как	13	3
79	главным образом	2	3
80	и др	5	3
81	с другой	4	3
82	из этих	3	3
83	а как	2	3
84	мы знаем	8	3
85	и здесь	5	3
86	это приводит	3	3
87	и как	5	3
88	но все	5	3
89	он становится	2	3
90	например в	3	3
91	его с	2	3
92	то это	5	3
93	не есть	2	3
94	в целом	2	3
95	и их	2	3
96	все это	2	3
97	так в	4	3
98	к нему	6	3
99	того что	2	3
100	или в	3	3
101	и на	2	3
102	хотя и	2	3
103	и все	2	3
104	его в	9	3
105	что это	2	3
106	в области	2	3
107	между двумя	12	2
108	уже в	2	2
109	и более	3	2
110	и другие	3	2
111	никогда не	2	2
112	в этих	7	2
113	в качестве	7	2
114	перед нами	3	2
115	это не	5	2
116	в одной	3	2
117	не просто	4	2
118	между ними	3	2
119	в тех	4	2
120	же это	2	2
121	на котором	3	2
122	его как	2	2
123	том что	3	2
124	но это	3	2
125	поставить вопрос	2	2
126	от него	2	2
127	но не	5	2
128	на нем	5	2
129	или же	3	2
130	она не	3	2
131	что на	2	2
132	даже в	4	2
133	и тем	2	2
134	есть только	3	2
135	не к	2	2
136	отношение к	2	2
137	ни в	2	2
138	не по	2	2
139	а именно	3	2
140	на этом	2	2
141	и других	3	2
142	превращается в	7	2
143	не имеет	3	2
144	и по	5	2
145	с ними	5	2
146	этот вопрос	2	2
147	и то	6	2
148	формы и	2	2
149	их в	7	2
150	сказать что	2	2
151	он в	4	2
152	при помощи	10	2
153	что эта	3	2
154	и этим	2	2
155	должен был	3	2
156	потому что	6	2
157	как это	3	2
