N	2gram	Losev_Prob_5	Dialekti
1	и не	12	27
2	а не	5	26
3	точки зрения	10	25
4	и в	30	24
5	не только	18	23
6	по себе	2	20
7	не может	5	19
8	не просто	5	18
9	ничего не	2	17
10	и что	6	15
11	в таком	2	14
12	то что	18	14
13	с точки	8	14
14	может быть	7	13
15	таким образом	13	13
16	и даже	14	13
17	что он	7	13
18	вовсе не	8	13
19	того что	3	12
20	есть только	3	12
21	не менее	5	11
22	тем не	5	10
23	отнюдь не	4	10
24	таком случае	2	10
25	ни в	4	9
26	но и	13	9
27	учение о	3	8
28	прежде всего	6	8
29	так что	11	8
30	и как	6	8
31	том что	17	8
32	в этом	17	8
33	в виде	10	8
34	что в	5	7
35	никогда не	7	7
36	и нет	2	7
37	в самом	5	7
38	потому что	13	7
39	даже и	4	7
40	в виду	3	7
41	ясно что	4	7
42	как и	7	7
43	нет никакого	3	7
44	как раз	5	7
45	иное как	3	6
46	я не	2	6
47	кроме того	2	6
48	и только	2	6
49	и с	5	6
50	что иное	3	6
51	о том	12	6
52	так как	6	6
53	и все	9	6
54	не что	3	6
55	об этом	4	6
56	что и	6	6
57	то же	2	6
58	самом деле	2	6
59	с этой	2	5
60	в том	12	5
61	что его	3	5
62	хотя и	8	5
63	жизни и	2	5
64	и его	6	5
65	в то	4	5
66	в них	2	5
67	по крайней	4	5
68	тогда когда	4	5
69	и к	4	5
70	было бы	4	5
71	он не	3	5
72	крайней мере	4	5
73	так и	7	5
74	и тогда	2	5
75	и сама	2	5
76	уже не	6	5
77	что не	2	5
78	и притом	5	5
79	мы не	2	5
80	только в	9	5
81	если только	2	4
82	с другой	6	4
83	это не	2	4
84	не могут	2	4
85	то время	3	4
86	к тому	2	4
87	как о	4	4
88	хотя бы	2	4
89	но только	3	4
90	так же	5	4
91	время как	3	4
92	сказать что	9	4
93	нет никакой	3	4
94	у нас	7	4
95	конечно не	2	4
96	говорит о	7	4
97	при всем	2	4
98	в чем	2	4
99	жизнь и	3	4
100	и то	5	4
101	мы и	2	4
102	все же	9	3
103	все время	3	3
104	но даже	4	3
105	и без	2	3
106	в своем	11	3
107	в одной	2	3
108	была бы	2	3
109	что именно	2	3
110	не в	7	3
111	есть в	2	3
112	одной стороны	3	3
113	миф о	5	3
114	и тут	2	3
115	в нем	6	3
116	из них	2	3
117	то и	2	3
118	не больше	2	3
119	с одной	3	3
120	все эти	2	3
121	сравнении с	3	3
122	и на	6	3
123	мере в	2	3
124	он и	5	3
125	при помощи	6	3
126	тем что	2	3
127	уже и	2	3
128	мира и	2	3
129	только тогда	3	3
130	в силу	5	3
131	на то	2	3
132	все что	2	3
133	при его	2	3
134	и о	5	3
135	не будет	2	3
136	этот миф	2	3
137	как бы	6	3
138	или же	2	3
139	если не	4	3
140	для того	3	3
141	раз и	2	3
142	к нему	3	3
143	в сравнении	3	3
144	в частности	4	2
145	что у	5	2
146	о себе	2	2
147	точно так	3	2
148	в смысле	4	2
149	для нас	10	2
150	не содержится	4	2
151	еще не	3	2
152	при этом	4	2
153	несмотря на	6	2
154	но для	2	2
155	и является	2	2
156	всяком случае	2	2
157	и тем	3	2
158	себя самого	2	2
159	а именно	12	2
160	другой стороны	6	2
161	еще и	4	2
162	именно в	3	2
163	только и	3	2
164	они не	2	2
165	его не	2	2
166	а в	6	2
167	быть только	3	2
168	людей и	13	2
169	также и	12	2
170	никак не	8	2
171	в ней	3	2
172	как именно	4	2
173	для себя	5	2
174	но в	9	2
175	тех или	2	2
176	у него	11	2
177	нового времени	4	2
178	все еще	4	2
179	же в	3	2
180	по существу	2	2
181	но не	7	2
182	со всеми	2	2
183	но еще	2	2
184	ее в	2	2
185	на небо	8	2
186	разного рода	4	2
187	этого мифа	2	2
188	или к	2	2
189	и они	2	2
190	как мы	2	2
191	на стадии	2	2
192	и у	5	2
193	и он	4	2
194	и для	6	2
195	или в	4	2
196	что этот	5	2
197	нас в	4	2
198	в данном	2	2
199	бы то	2	2
200	во всяком	2	2
201	как с	2	2
202	в себе	4	2
203	и вообще	9	2
204	его на	2	2
205	иной раз	2	2
206	из этого	4	2
207	в его	12	2
