N	2gram	Propp_Isto_6	FransuaR
1	и в	26	29
2	таким образом	12	20
3	и не	10	16
4	в этой	2	13
5	как и	5	12
6	но в	7	12
7	так и	5	11
8	и на	12	11
9	в этом	12	11
10	то же	5	10
11	как мы	4	10
12	мы уже	6	10
13	в то	5	10
14	не только	10	10
15	вовсе не	2	9
16	но и	9	9
17	все эти	8	9
18	и с	6	9
19	его в	5	9
20	прежде всего	4	8
21	в его	5	8
22	и его	7	8
23	как бы	4	8
24	в них	3	7
25	мы видели	11	7
26	так же	2	7
27	в том	12	7
28	так как	18	7
29	своего рода	2	6
30	но он	2	6
31	это место	2	5
32	что это	2	5
33	у него	7	5
34	это не	4	5
35	того же	2	5
36	далеко не	3	5
37	в нем	8	5
38	в своей	3	5
39	и до	2	5
40	и по	4	5
41	сказать что	3	5
42	он и	2	5
43	перед нами	2	4
44	с его	4	4
45	в образе	10	4
46	что он	9	4
47	но это	4	4
48	есть и	4	4
49	еще не	9	4
50	и др	2	4
51	один из	3	4
52	то что	6	4
53	жизни и	2	4
54	с другой	10	4
55	тела и	2	4
56	связана с	3	4
57	связан с	6	4
58	тем что	5	4
59	мира и	2	4
60	все время	2	3
61	в частности	3	3
62	в качестве	3	3
63	в своем	2	3
64	превращается в	7	3
65	отметить что	2	3
66	что у	2	3
67	все же	8	3
68	но как	4	3
69	том что	10	3
70	и как	2	3
71	мы видим	5	3
72	имеется в	3	3
73	такой же	3	3
74	что здесь	3	3
75	оттого что	3	3
76	мы можем	7	3
77	и сам	2	3
78	того что	2	3
79	здесь и	2	3
80	он не	2	3
81	видели как	3	3
82	здесь не	2	3
83	образом и	2	3
84	другой стороны	8	3
85	и свои	2	3
86	при этом	3	3
87	и других	3	3
88	и они	2	3
89	и вот	3	3
90	там же	3	3
91	у них	4	3
92	с ними	2	3
93	в ней	5	3
94	в себе	3	3
95	там где	5	3
96	в эту	2	3
97	и другие	3	2
98	к этому	3	2
99	в фольклоре	2	2
100	в этих	2	2
101	по всему	2	2
102	другими словами	3	2
103	но здесь	4	2
104	но мы	2	2
105	к тому	2	2
106	на первый	3	2
107	уже давно	2	2
108	ни в	2	2
109	он был	2	2
110	из этого	3	2
111	что они	2	2
112	связаны с	5	2
113	но не	2	2
114	то время	3	2
115	кроме того	3	2
116	одной стороны	7	2
117	не может	6	2
118	о чем	2	2
119	на его	4	2
120	может быть	11	2
121	никогда не	13	2
122	уже не	7	2
123	а также	4	2
124	дает нам	2	2
125	со стороны	3	2
126	на котором	3	2
127	на этой	2	2
128	после этого	4	2
129	но эти	2	2
130	как в	6	2
131	которых он	2	2
132	в других	4	2
133	с одной	7	2
134	и под	3	2
135	они не	3	2
136	он становится	2	2
137	и эта	3	2
138	и наконец	3	2
139	как на	3	2
140	представлений о	7	2
141	или в	3	2
142	где он	2	2
143	в своих	3	2
144	и то	3	2
145	то он	2	2
146	их в	3	2
147	в одной	2	2
148	что из	2	2
149	как будто	3	2
150	только в	5	2
151	общие черты	2	2
152	о том	7	2
153	как он	6	2
154	и это	8	2
155	и этим	5	2
156	с ним	8	2
157	же не	2	2
