N	2gram	Vygotskiy__2	Myslijsy
1	потому что	7	33
2	то что	20	29
3	может быть	9	26
4	таким образом	14	24
5	в том	33	23
6	и в	15	23
7	в этом	19	23
8	и не	7	18
9	что в	14	17
10	при этом	3	15
11	только в	4	15
12	для нас	4	14
13	как и	6	14
14	в себе	2	14
15	то же	5	14
16	того что	17	14
17	так как	4	14
18	если бы	8	13
19	том что	27	12
20	а не	3	12
21	по себе	7	11
22	но и	10	11
23	не в	8	11
24	не может	9	11
25	что мы	9	10
26	по отношению	6	10
27	не только	15	10
28	тем что	2	10
29	мы можем	10	10
30	в своем	9	8
31	было бы	10	8
32	тогда когда	5	8
33	отношению к	5	8
34	мы не	10	8
35	сказать что	6	8
36	о том	9	8
37	но в	6	8
38	стало быть	2	8
39	что это	6	7
40	это не	5	7
41	понятия о	2	7
42	на то	6	7
43	что и	2	7
44	в силу	2	7
45	и что	8	7
46	очевидно что	3	7
47	вовсе не	6	7
48	могут быть	2	7
49	как в	4	7
50	с этим	3	7
51	этого слова	3	7
52	что если	2	6
53	независимо от	4	6
54	и к	6	6
55	для того	10	6
56	вместе с	6	6
57	того как	4	6
58	заметить что	2	6
59	в которой	4	6
60	так и	8	6
61	уже в	5	5
62	только тогда	2	5
63	само по	2	5
64	не можем	3	5
65	для него	3	5
66	и мы	2	5
67	таким же	3	5
68	в его	2	5
69	как бы	7	5
70	бы и	3	5
71	что же	2	5
72	есть нечто	2	5
73	все это	4	5
74	находится в	2	5
75	должно быть	2	5
76	а в	4	5
77	с ним	3	5
78	во всяком	7	5
79	тем более	3	5
80	говорить о	2	5
81	не имеет	4	5
82	не то	2	5
83	на вопрос	4	4
84	и более	2	4
85	и все	3	4
86	что все	4	4
87	быть может	2	4
88	что он	12	4
89	можно сказать	2	4
90	по поводу	4	4
91	в одном	2	4
92	от того	2	4
93	в котором	2	4
94	и тем	2	4
95	и значением	3	4
96	в истории	6	4
97	тем самым	3	4
98	того чтобы	12	4
99	хотя бы	4	4
100	для человека	2	4
101	так же	4	4
102	что как	3	4
103	с другими	3	4
104	точки зрения	26	4
105	в данном	3	4
106	же самое	2	4
107	могли бы	4	4
108	мы имеем	3	4
109	и с	4	4
110	при помощи	4	3
111	и есть	2	3
112	к которым	4	3
113	никогда не	8	3
114	что между	2	3
115	связи с	9	3
116	в этих	2	3
117	в них	4	3
118	так называемых	2	3
119	человека и	3	3
120	именно в	2	3
121	мысль что	6	3
122	переход от	4	3
123	и из	2	3
124	мы уже	6	3
125	к тому	7	3
126	в самом	11	3
127	в виду	6	3
128	всяком случае	6	3
129	и их	5	3
130	в процессе	11	3
131	со стороны	3	3
132	только что	3	3
133	языка и	3	3
134	связь между	5	3
135	и только	3	3
136	той же	2	3
137	все эти	3	3
138	все равно	2	3
139	и других	2	3
140	что у	3	3
141	те же	3	3
142	на самом	3	3
143	лишь в	3	3
144	самом деле	6	3
145	и по	3	3
146	это есть	2	3
147	этот вопрос	5	3
148	и до	3	3
149	в которых	3	3
150	их в	4	3
151	ту же	2	3
152	с точки	18	3
153	там где	6	3
154	не существует	3	2
155	тому как	2	2
156	только для	3	2
157	признать что	4	2
158	можно считать	2	2
159	во время	3	2
160	не могут	2	2
161	с и	4	2
162	в другой	2	2
163	состоит в	3	2
164	том же	2	2
165	и как	2	2
166	говоря словами	2	2
167	все что	5	2
168	столь же	2	2
169	с другой	6	2
170	то он	2	2
171	из этих	4	2
172	вопрос о	5	2
173	что на	2	2
174	в самой	3	2
175	об этом	3	2
176	чем в	2	2
177	мы могли	4	2
178	уже и	2	2
179	имеет свою	2	2
180	отношения между	3	2
181	но что	2	2
182	тот же	7	2
183	в сущности	9	2
184	он не	7	2
185	той и	2	2
186	и др	5	2
187	даже в	4	2
188	судить о	2	2
189	об отношении	3	2
190	и это	3	2
191	на том	2	2
192	данном случае	3	2
193	указывает на	2	2
194	что она	3	2
195	развития и	3	2
196	мы видим	4	2
197	и для	2	2
198	если мы	6	2
199	каким образом	2	2
200	относятся к	2	2
201	в течение	2	2
202	что его	4	2
203	но эта	3	2
204	как мы	6	2
205	и другое	2	2
206	из которых	3	2
207	это обстоятельство	2	2
208	на этот	6	2
209	и даже	5	2
210	о языке	2	2
211	друг друга	5	2
212	и его	4	2
213	в других	2	2
214	можно было	5	2
215	нас в	2	2
216	не следует	2	2
217	в более	2	2
218	бы ни	2	2
219	в отдельных	2	2
220	к ней	2	2
221	из виду	2	2
222	подобно тому	2	2
223	в первый	2	2
224	к его	2	2
225	своем развитии	2	2
226	и вообще	2	2
227	мы должны	6	2
228	но мы	3	2
229	его к	2	2
230	от его	4	2
231	из тех	3	2
232	которые не	2	2
233	на деле	5	2
234	бы они	2	2
