N	2gram	Tiupa_Lite_1	FransuaR
1	и в	8	40
2	то есть	6	18
3	и его	4	17
4	прежде всего	11	16
5	в этом	12	15
6	не только	24	13
7	и не	12	13
8	в его	7	13
9	что в	3	12
10	как и	6	11
11	но и	17	11
12	и т.п	4	10
13	таким образом	3	10
14	в сущности	2	9
15	может быть	13	9
16	в том	16	8
17	у него	3	8
18	все эти	2	8
19	той же	3	8
20	но в	3	8
21	в своем	11	7
22	и др	3	7
23	то же	5	7
24	он и	3	7
25	в виду	3	7
26	же время	5	6
27	в самом	3	6
28	в своей	4	6
29	связи с	6	6
30	в то	5	6
31	в году	13	5
32	xx века	2	5
33	как раз	4	5
34	в нем	2	5
35	то что	10	5
36	в связи	4	5
37	не было	3	5
38	а не	16	5
39	в основе	3	5
40	в своих	4	5
41	для него	2	5
42	xix века	6	4
43	том что	14	4
44	было бы	2	4
45	из них	4	4
46	а также	5	4
47	даже в	2	4
48	один из	3	4
49	в мире	2	4
50	в культуре	3	4
51	жизни и	3	4
52	в их	3	4
53	роль в	2	4
54	только на	2	4
55	о том	2	4
56	в данном	5	4
57	и даже	3	4
58	также и	3	4
59	в области	3	4
60	с его	5	3
61	в частности	15	3
62	для понимания	2	3
63	в этой	4	3
64	для этого	4	3
65	одна из	3	3
66	еще не	4	3
67	и есть	3	3
68	такого рода	10	3
69	вплоть до	2	3
70	как бы	7	3
71	еще в	4	3
72	дело не	2	3
73	так и	4	3
74	как в	5	3
75	и прежде	3	3
76	по отношению	3	3
77	не может	5	3
78	а в	3	3
79	самом деле	2	3
80	можно было	2	3
81	между тем	2	3
82	тем что	2	3
83	при этом	19	3
84	же и	3	3
85	одно из	3	3
86	нуждается в	3	3
87	в отличие	5	3
88	в себе	7	3
89	в другом	2	3
90	только в	8	3
91	в конце	4	3
92	отличие от	5	3
93	не менее	7	2
94	уже в	5	2
95	еще и	3	2
96	хотя бы	2	2
97	с другой	3	2
98	это не	4	2
99	для всей	2	2
100	из этих	2	2
101	одного из	3	2
102	что он	5	2
103	или иной	2	2
104	все же	4	2
105	на этом	2	2
106	но не	4	2
107	и сам	6	2
108	века в	3	2
109	например в	3	2
110	от языка	2	2
111	по преимуществу	4	2
112	одним из	5	2
113	том же	3	2
114	отношению к	2	2
115	дело в	3	2
116	в целом	8	2
117	не к	2	2
118	своего рода	11	2
119	данном случае	4	2
120	жизни с	2	2
121	в нашей	2	2
122	этом отношении	2	2
123	лишь в	4	2
124	тем же	3	2
125	что для	2	2
126	потому что	3	2
127	нового времени	2	2
128	точки зрения	6	2
129	ко всему	2	2
130	далеко не	3	2
131	как он	2	2
132	того же	2	2
