N	2gram	Vygotskiy__1	Literetu
1	а не	3	20
2	и в	23	19
3	может быть	14	17
4	то же	8	12
5	и не	9	11
6	в том	24	10
7	как и	14	10
8	но и	14	10
9	же время	2	9
10	не может	12	9
11	в этом	17	9
12	в то	7	9
13	с другой	10	8
14	не только	16	8
15	и даже	2	8
16	том что	21	7
17	то что	17	7
18	так и	5	7
19	с одной	8	7
20	и т.д	5	7
21	слова и	5	7
22	в себе	6	6
23	одной стороны	9	6
24	при этом	4	6
25	и на	8	6
26	для всех	4	5
27	столь же	6	5
28	я не	3	5
29	но не	4	5
30	в качестве	9	5
31	он не	5	5
32	вместе с	9	5
33	того что	15	5
34	что в	14	4
35	в частности	2	4
36	в сфере	3	4
37	прежде всего	10	4
38	не в	4	4
39	но тем	2	4
40	для него	2	4
41	в его	14	4
42	даже в	2	4
43	один из	2	4
44	жизни и	2	4
45	и других	3	4
46	другой стороны	9	4
47	мы не	7	4
48	по отношению	7	4
49	тем что	6	4
50	точки зрения	26	4
51	едва ли	2	4
52	в области	3	4
53	никогда не	2	3
54	что он	7	3
55	идет о	2	3
56	по существу	4	3
57	и как	5	3
58	такой же	3	3
59	в этой	7	3
60	в сущности	6	3
61	во всех	3	3
62	том чтобы	3	3
63	речь идет	2	3
64	не с	2	3
65	отношению к	7	3
66	данном случае	2	3
67	себе и	2	3
68	в их	3	3
69	то и	3	3
70	этом отношении	4	3
71	так как	7	3
72	сознания в	2	3
73	тем самым	5	3
74	с точки	18	3
75	как на	4	3
76	а в	2	3
77	и его	6	3
78	и то	3	3
79	не столько	4	3
80	и с	9	3
81	в данном	2	3
82	в другом	7	3
83	в равной	2	3
84	ничего не	3	3
85	на этом	2	2
86	уже в	3	2
87	же как	6	2
88	с тем	7	2
89	в нашем	2	2
90	не является	9	2
91	для этого	5	2
92	в них	2	2
93	в какой	5	2
94	в противоположность	2	2
95	с этой	6	2
96	в конце	2	2
97	в одном	4	2
98	вовсе не	3	2
99	в такой	3	2
100	как уже	7	2
101	из того	5	2
102	и к	4	2
103	в ее	2	2
104	а затем	5	2
105	и судьба	2	2
106	одно и	2	2
107	выше и	2	2
108	было бы	4	2
109	не могу	3	2
110	наконец в	2	2
111	как бы	11	2
112	был бы	2	2
113	для себя	4	2
114	как он	3	2
115	все же	3	2
116	в целом	20	2
117	не к	2	2
118	могут быть	3	2
119	и до	2	2
120	мысли и	6	2
121	как раз	4	2
122	той же	2	2
123	уже не	2	2
124	и что	5	2
125	для того	15	2
126	из которых	3	2
127	и наконец	2	2
128	не станем	5	2
129	хотя бы	4	2
130	речь в	2	2
131	в своих	5	2
132	в результате	4	2
133	потому что	6	2
134	в основе	8	2
135	одно из	2	2
136	о том	6	2
137	представляет собой	11	2
138	как это	2	2
139	но в	5	2
140	одном из	2	2
