N	3gram	Vygotskiy__4	Formalny
1	с точки зрения	11	14
2	во всяком случае	3	6
3	с другой стороны	8	5
4	в данном случае	2	4
5	в самом деле	6	4
6	в связи с	3	4
7	подобно тому как	2	4
8	для того чтобы	5	4
9	и те же	3	3
10	то же самое	7	3
11	в этом отношении	7	3
12	одни и те	3	3
13	вместе с тем	3	3
14	в том что	31	3
15	смысле этого слова	7	2
16	мы видели что	2	2
17	в следующей главе	2	2
18	в отличие от	2	2
19	не только не	5	2
20	и тем же	3	2
21	как мы видели	2	2
22	в высшей степени	2	2
23	одним и тем	3	2
24	те же слова	2	2
25	в этом смысле	8	2
