N	2gram	Ircho_Kome_2	formyVre
1	и в	26	46
2	в этом	10	22
3	прежде всего	4	14
4	и т	2	14
5	вовсе не	2	13
6	и его	12	12
7	только в	4	11
8	не только	7	11
9	во всех	3	11
10	т п	2	11
11	во время	6	10
12	в том	11	10
13	как бы	2	10
14	точки зрения	4	10
15	но в	3	10
16	у него	4	9
17	не в	2	9
18	вместе с	9	9
19	но и	10	9
20	и не	14	9
21	и для	4	9
22	в связи	3	8
23	связи с	3	8
24	как и	4	8
25	в его	4	8
26	жизни и	3	8
27	то же	3	8
28	того чтобы	6	8
29	для того	5	8
30	потому что	6	8
31	из них	7	8
32	в них	4	7
33	в одном	2	7
34	может быть	11	7
35	то что	6	7
36	так и	12	7
37	времени в	2	7
38	и на	7	7
39	и во	2	6
40	и все	2	6
41	как мы	4	6
42	здесь в	3	6
43	еще не	6	6
44	его в	4	6
45	все же	4	6
46	все это	3	6
47	человека в	3	6
48	так как	4	6
49	и с	5	6
50	в частности	4	5
51	в своем	6	5
52	с этим	5	5
53	в то	6	5
54	но не	3	5
55	он не	2	5
56	в нем	6	5
57	что в	9	5
58	и у	2	5
59	место в	4	4
60	уже в	4	4
61	отнюдь не	2	4
62	с этой	3	4
63	из этих	4	4
64	в образе	3	4
65	же время	3	4
66	же в	4	4
67	том что	9	4
68	так что	5	4
69	с другом	2	4
70	друг с	2	4
71	в котором	3	4
72	в мире	2	4
73	и их	3	4
74	как в	3	4
75	еще более	2	4
76	в истории	5	4
77	о том	6	4
78	том числе	3	3
79	не было	3	3
80	связанных с	2	3
81	о чем	3	3
82	не является	2	3
83	того же	3	3
84	к этому	5	3
85	по всему	3	3
86	к тому	12	3
87	что он	5	3
88	а затем	5	3
89	в качестве	5	3
90	тот же	2	3
91	в это	2	3
92	хотя и	4	3
93	что на	3	3
94	нет и	2	3
95	что и	7	3
96	отношение к	2	3
97	всего в	2	3
98	целый ряд	2	3
99	и другие	2	3
100	таким образом	6	3
101	в их	3	3
102	а в	3	3
103	роль в	2	3
104	тем что	3	3
105	на протяжении	10	3
106	в этих	4	3
107	в виду	2	3
108	мира в	4	3
109	из самых	2	2
110	на этом	2	2
111	по своему	2	2
112	и есть	2	2
113	друг другу	3	2
114	говорить о	2	2
115	с другой	2	2
116	это не	2	2
117	в одной	2	2
118	представление о	2	2
119	в духе	2	2
120	о его	4	2
121	одновременно с	2	2
122	он был	2	2
123	в самой	3	2
124	в этой	3	2
125	с тем	5	2
126	а на	2	2
127	похож на	2	2
128	было бы	8	2
129	и к	2	2
130	наряду с	6	2
131	наконец в	2	2
132	в уста	2	2
133	если в	2	2
134	один из	5	2
135	сих пор	2	2
136	после этого	2	2
137	не может	3	2
138	если не	2	2
139	с одной	2	2
140	не для	2	2
141	в двух	6	2
142	в той	2	2
143	рядом с	2	2
144	от этого	2	2
145	и от	4	2
146	мы имеем	2	2
147	в конце	2	2
148	как он	3	2
149	и это	2	2
150	по всем	2	2
151	как это	4	2
152	во всяком	2	2
153	до сих	2	2
