N	2gram	Losev_Prob_2	EvropaiE
1	и в	35	37
2	в отношении	4	32
3	точки зрения	2	23
4	что в	11	21
5	не только	24	18
6	в то	6	16
7	хотя бы	12	15
8	то же	5	15
9	в своем	4	14
10	в качестве	2	14
11	но и	16	14
12	и не	37	14
13	но в	6	14
14	в этом	17	12
15	в их	3	11
16	в том	12	11
17	в области	6	11
18	с и	2	10
19	так и	7	10
20	отнюдь не	5	9
21	прежде всего	11	9
22	не может	13	9
23	в себе	5	9
24	только в	14	9
25	так же	5	9
26	к тому	3	8
27	одной стороны	5	8
28	было бы	8	8
29	с одной	5	8
30	как и	5	7
31	по своему	5	7
32	нам кажется	2	7
33	того что	12	7
34	а также	2	7
35	с другой	6	7
36	также и	12	7
37	так как	7	7
38	вовсе не	37	6
39	том что	19	6
40	стороны и	4	6
41	может быть	18	6
42	для того	3	6
43	на то	6	6
44	как бы	4	6
45	в последние	2	6
46	то что	38	6
47	во всех	2	6
48	того чтобы	2	6
49	и даже	11	6
50	и на	5	6
51	то есть	39	6
52	в частности	5	5
53	не в	2	5
54	но не	4	5
55	как нам	2	5
56	но если	4	5
57	как мы	5	5
58	в той	2	5
59	тем самым	7	5
60	и по	3	5
61	в виде	6	5
62	независимо от	2	4
63	но даже	3	4
64	то ни	3	4
65	вопрос о	3	4
66	или иного	5	4
67	или иной	5	4
68	можно сказать	6	4
69	бы то	2	4
70	само по	2	4
71	несмотря на	3	4
72	в самом	5	4
73	в ней	2	4
74	той или	5	4
75	даже в	2	4
76	по себе	8	4
77	для нас	9	4
78	мы не	7	4
79	и притом	3	4
80	не имеет	7	4
81	во многих	2	4
82	сказать что	24	4
83	тем более	10	4
84	в каком	4	4
85	того или	7	4
86	и к	3	3
87	с тем	3	3
88	уже и	3	3
89	можно ли	6	3
90	в них	2	3
91	вообще не	4	3
92	и от	3	3
93	этом смысле	5	3
94	в общем	4	3
95	ли это	2	3
96	представляет собой	2	3
97	мы можем	6	3
98	и мы	2	3
99	всяком случае	10	3
100	не является	7	3
101	и тем	4	3
102	что и	2	3
103	не будет	11	3
104	бы и	7	3
105	и только	4	3
106	и для	6	3
107	и прежде	2	3
108	как на	2	3
109	в таком	11	3
110	можно было	5	3
111	в результате	4	3
112	потому что	13	3
113	во всяком	13	3
114	тем что	4	3
115	себе в	2	3
116	в данном	10	3
117	во все	2	3
118	о том	18	3
119	что все	6	2
120	он сам	3	2
121	не могут	4	2
122	или хотя	2	2
123	и более	5	2
124	для них	3	2
125	а тем	3	2
126	относятся к	3	2
127	а не	10	2
128	в этих	4	2
129	еще более	2	2
130	в случае	3	2
131	с этим	5	2
132	и все	5	2
133	к нему	2	2
134	представление о	5	2
135	утверждать что	2	2
136	есть не	6	2
137	что на	4	2
138	не нужно	3	2
139	при условии	6	2
140	и можно	3	2
141	как же	4	2
142	и того	3	2
143	и как	4	2
144	это значит	4	2
145	есть в	4	2
146	что если	4	2
147	но как	6	2
148	не можем	4	2
149	или по	4	2
150	но именно	4	2
151	не говоря	4	2
152	и если	3	2
153	она не	3	2
154	от друга	2	2
155	все другие	2	2
156	по преимуществу	2	2
157	он не	2	2
158	в его	7	2
159	и этот	3	2
160	говоря уже	4	2
161	не есть	33	2
162	при помощи	8	2
163	друг от	2	2
164	вместе с	2	2
165	данном случае	5	2
166	значение только	2	2
167	что же	9	2
168	а в	4	2
169	таким образом	4	2
170	если бы	4	2
171	частности в	2	2
172	а именно	6	2
173	заключается в	4	2
174	и что	13	2
175	в значительной	3	2
176	или точнее	3	2
177	и наконец	3	2
178	другой стороны	5	2
179	и тут	4	2
180	с другими	5	2
181	или в	2	2
182	в своих	3	2
183	и с	10	2
184	хотя и	3	2
185	в этой	9	2
186	ведь и	2	2
187	и то	10	2
188	в истории	3	2
189	как будто	6	2
190	мы должны	3	2
191	далеко не	4	2
192	между собой	5	2
193	и поэтому	2	2
194	бы в	3	2
195	то не	3	2
196	тогда когда	3	2
