N	2gram	Bakhtin_Fr_4	Formalny
1	и не	16	30
2	вовсе не	9	28
3	и в	29	27
4	может быть	2	25
5	не может	2	24
6	так и	11	21
7	и его	8	19
8	таким образом	20	18
9	в этом	11	18
10	точки зрения	4	16
11	в нем	5	15
12	то же	10	15
13	между ними	2	15
14	на самом	4	14
15	как и	12	14
16	с точки	2	14
17	в жизни	2	11
18	место в	2	10
19	но и	9	10
20	так как	7	9
21	не только	10	9
22	так же	7	9
23	ни в	2	8
24	при этом	3	8
25	как бы	8	8
26	с помощью	4	8
27	и все	13	8
28	то что	4	8
29	как раз	2	8
30	как мы	10	8
31	только в	2	8
32	в том	7	7
33	же время	8	7
34	все это	4	7
35	в то	10	7
36	его в	9	7
37	в его	8	7
38	там где	3	7
39	все время	3	6
40	с другой	4	6
41	все эти	9	6
42	здесь и	3	6
43	в своих	2	6
44	но в	12	6
45	в литературе	4	6
46	что он	4	6
47	еще не	4	6
48	все же	3	6
49	в своей	5	6
50	и для	2	6
51	никогда не	2	5
52	в дальнейшем	3	5
53	что они	2	5
54	того чтобы	3	5
55	и их	3	5
56	друг друга	2	5
57	другой стороны	3	5
58	в одной	2	5
59	в ней	3	5
60	в результате	4	5
61	большинстве случаев	5	5
62	но не	2	5
63	тому как	3	5
64	тем что	4	5
65	связи с	2	5
66	если же	2	5
67	так сказать	2	5
68	уже в	2	4
69	прежде всего	8	4
70	к тому	2	4
71	он был	2	4
72	да и	2	4
73	и как	3	4
74	в большинстве	6	4
75	до конца	5	4
76	для того	3	4
77	же и	3	4
78	мы видели	7	4
79	жизни и	4	4
80	со стороны	2	4
81	они не	2	4
82	от всех	2	4
83	о том	2	4
84	мы можем	3	4
85	в ее	3	4
86	в романе	10	4
87	том что	3	4
88	слов и	3	4
89	конечно не	4	4
90	как в	2	4
91	роль в	3	4
92	в слове	2	4
93	подобно тому	3	4
94	из этого	2	4
95	что это	5	3
96	в этих	2	3
97	его и	2	3
98	это не	5	3
99	формы и	2	3
100	в конце	9	3
101	того что	3	3
102	в виду	2	3
103	этот процесс	6	3
104	в эпоху	15	3
105	той же	3	3
106	и на	11	3
107	их в	2	3
108	сказать что	5	3
109	и с	9	3
110	в основе	2	3
111	он и	5	3
112	жизни в	2	3
113	в них	7	3
114	исторического процесса	2	3
115	того же	5	3
116	мы уже	10	3
117	в той	2	3
118	уже не	2	3
119	и эта	2	3
120	не на	2	3
121	жизнь и	4	3
122	то он	2	3
123	в себе	3	3
124	в основу	2	2
125	сам он	2	2
126	же деле	2	2
127	всех этих	3	2
128	но это	4	2
129	такой же	3	2
130	в этой	13	2
131	на этом	2	2
132	в котором	2	2
133	связи и	2	2
134	и др	4	2
135	из них	6	2
136	за счет	3	2
137	в своем	3	2
138	у них	3	2
139	он становится	2	2
140	весь этот	2	2
141	и даже	3	2
142	принадлежат к	2	2
143	как он	2	2
144	конце концов	4	2
145	к которому	2	2
146	социальные группы	2	2
147	поэтому и	5	2
148	с его	4	2
149	и со	2	2
150	поэтому в	2	2
151	превращается в	3	2
152	в пределе	3	2
153	к этому	2	2
154	с ее	3	2
155	то в	3	2
156	самом же	2	2
157	мы увидим	2	2
158	одной из	2	2
159	в сущности	6	2
160	но оно	2	2
161	вот как	2	2
162	ни с	2	2
163	с таким	2	2
164	так называемые	2	2
165	бы не	2	2
166	это и	5	2
167	связаны с	2	2
168	и это	2	2
169	дело в	2	2
170	здесь не	3	2
171	в эту	3	2
