N	3gram	Bakhtin_Pr_2	Problemy
1	с точки зрения	8	9
2	по отношению к	5	8
3	не может быть	4	6
4	в этом смысле	2	5
5	в романах достоевского	2	5
6	сама по себе	4	5
7	в одной плоскости	2	4
8	о себе самом	3	3
9	но в то	3	3
10	то же время	5	3
11	той или иной	3	3
12	в самом деле	4	3
13	друг к другу	2	3
14	как мы сказали	2	3
15	в конце концов	2	3
16	в произведениях достоевского	3	3
17	в то же	5	3
18	человека и его	2	2
19	чем пойдет рассказ	2	2
20	из одного куска	2	2
21	никогда не может	2	2
22	это вовсе не	2	2
23	авантюрный сюжет не	2	2
24	в той или	3	2
25	для достоевского не	2	2
26	в большинстве случаев	8	2
27	друг от друга	2	2
28	формулы и категории	2	2
29	и среди них	2	2
30	мы уже говорили	3	2
31	с их мирами	2	2
32	беспрерывно постановляется на	2	2
33	на то что	2	2
34	своим убеждениям и	2	2
35	и не может	4	2
36	на пьедестал будущий	2	2
37	друг с другом	4	2
38	как бы в	4	2
39	аристократ бульварного романа	2	2
40	сделаны из одного	2	2
41	пьедестал будущий человек	2	2
42	до сих пор	7	2
43	положение в котором	2	2
44	тело и душа	2	2
45	человека в человеке	2	2
46	но все же	2	2
47	глубины души человеческой	3	2
