N	2gram	Losev_Prob_1	Myslijsy
1	потому что	16	52
2	то есть	33	42
3	и в	32	39
4	может быть	14	27
5	в том	9	26
6	только в	7	25
7	что в	12	22
8	не может	8	22
9	а не	15	21
10	так как	11	21
11	не только	17	21
12	в нем	13	20
13	но и	9	20
14	и не	31	18
15	том что	12	16
16	так что	6	16
17	не в	4	15
18	в этом	19	15
19	если бы	4	14
20	так и	12	13
21	в себе	15	13
22	таким образом	6	13
23	было бы	8	12
24	точно так	4	11
25	есть только	8	11
26	мы не	2	10
27	по себе	15	10
28	а потому	2	10
29	что не	3	10
30	не есть	29	10
31	то что	42	10
32	как в	4	10
33	и что	9	10
34	могут быть	2	9
35	для нас	5	9
36	как и	3	9
37	тем что	7	9
38	но в	14	9
39	но не	9	8
40	вместе с	2	8
41	того что	7	8
42	точки зрения	3	8
43	с другой	3	7
44	должно быть	2	7
45	в истории	4	7
46	в нас	2	7
47	с этим	3	7
48	по его	2	7
49	это не	6	7
50	то и	6	7
51	в этих	3	7
52	не менее	19	6
53	тем не	18	6
54	и как	6	6
55	еще не	9	6
56	как бы	14	6
57	и т	11	6
58	то же	10	6
59	при этом	6	6
60	между собою	7	6
61	в каком	3	6
62	того как	3	6
63	с тем	5	5
64	вовсе не	35	5
65	несмотря на	3	5
66	но это	8	5
67	то в	5	5
68	и потому	2	5
69	в его	6	5
70	в первом	2	5
71	другой стороны	3	5
72	во всех	7	5
73	не имеют	5	5
74	так же	9	5
75	а в	4	5
76	и для	4	5
77	не имеет	2	5
78	и его	3	5
79	в таком	9	5
80	между тем	2	5
81	не могут	2	4
82	никогда не	7	4
83	однако в	2	4
84	тем самым	4	4
85	этом смысле	6	4
86	прежде всего	10	4
87	а только	5	4
88	мы видим	2	4
89	для него	2	4
90	в действительности	3	4
91	к тому	3	4
92	есть нечто	11	4
93	т д	10	4
94	не было	4	4
95	и притом	4	4
96	то на	2	4
97	и даже	11	4
98	тому как	2	4
99	из этих	2	4
100	в то	6	4
101	что мы	13	4
102	только для	3	3
103	в самой	3	3
104	сама по	4	3
105	прежде чем	3	3
106	что это	3	3
107	тому что	4	3
108	в них	7	3
109	оно не	3	3
110	и во	3	3
111	и это	9	3
112	в жизни	3	3
113	что все	3	3
114	друг другу	2	3
115	только потому	3	3
116	в этой	10	3
117	оно и	3	3
118	в своем	5	3
119	того же	3	3
120	если мы	11	3
121	мы увидим	3	3
122	она не	2	3
123	по поводу	4	3
124	только на	4	3
125	в своей	8	3
126	что если	2	3
127	для того	8	3
128	помнить что	3	3
129	для себя	3	3
130	и тем	13	3
131	связи с	5	3
132	о предмете	2	3
133	в самом	6	3
134	разница между	2	3
135	хотя в	3	3
136	что понятие	3	3
137	что для	2	3
138	с ним	3	3
139	понятия и	2	3
140	и то	6	3
141	во внимание	2	3
142	сказать что	13	3
143	во всяком	7	3
144	хотя и	6	3
145	одно из	2	3
146	он не	3	3
147	подобно тому	2	3
148	и при	2	3
149	в сознании	5	3
150	и вообще	4	3
151	с точки	3	3
152	мы должны	5	3
153	и все	7	3
154	и другое	2	3
155	том как	2	3
156	и с	2	3
157	но как	6	3
158	не существует	6	2
159	мы будем	2	2
160	есть как	2	2
161	нисколько не	3	2
162	только не	3	2
163	от нас	3	2
164	и есть	6	2
165	по этому	3	2
166	но он	3	2
167	он должен	2	2
168	по крайней	2	2
169	одного и	2	2
170	мы называем	2	2
171	в понятии	2	2
172	уже с	2	2
173	не можем	2	2
174	на то	8	2
175	не что	2	2
176	указывают на	2	2
177	но если	2	2
178	о его	2	2
179	как мы	7	2
180	о которых	3	2
181	же в	4	2
182	уже не	3	2
183	следовательно и	2	2
184	у нас	14	2
185	но все	3	2
186	есть не	6	2
187	если не	4	2
188	не будет	2	2
189	только то	4	2
190	после этого	4	2
191	для них	2	2
192	и может	2	2
193	того чтобы	9	2
194	мы в	3	2
195	в сущности	2	2
196	между прочим	2	2
197	за пределы	6	2
198	предметов и	6	2
199	вопроса о	2	2
200	противоположностей в	2	2
201	и о	8	2
202	и если	6	2
203	никак не	4	2
204	и следовательно	3	2
205	на что	2	2
206	в виду	6	2
207	крайней мере	2	2
208	но уже	5	2
209	образом и	2	2
210	что же	9	2
211	в их	4	2
212	только что	2	2
213	что к	2	2
214	тем более	5	2
215	для этого	3	2
216	ничего общего	11	2
217	и только	4	2
218	и того	2	2
219	что оно	3	2
220	в теории	3	2
221	перейти к	4	2
222	в одно	4	2
223	на этот	3	2
224	или в	4	2
225	хотя бы	3	2
226	во многих	2	2
227	и должно	2	2
228	в таких	2	2
229	иное как	2	2
230	даже и	8	2
231	заставляет нас	2	2
232	то он	2	2
233	он есть	4	2
234	что иное	2	2
235	как будто	3	2
236	о том	11	2
237	при помощи	13	2
238	дело в	3	2
239	и всегда	2	2
240	что а	2	2
241	нет ничего	10	2
242	таком случае	6	2
243	есть в	5	2
244	когда мы	8	2
245	не потому	2	2
246	в которой	2	2
247	которые не	3	2
248	в других	5	2
249	и которые	5	2
250	мы можем	4	2
