N	2gram	Bakhtin_Pr_3	RusskieA
1	и в	53	36
2	не только	4	22
3	что в	2	19
4	том что	5	19
5	в том	14	17
6	но и	7	16
7	так как	7	15
8	и другие	9	13
9	в этом	8	12
10	это не	6	10
11	как мы	5	10
12	как и	11	10
13	вместе с	2	10
14	и на	18	10
15	потому что	5	10
16	а в	2	9
17	из них	4	8
18	может быть	12	8
19	один из	6	8
20	и по	3	8
21	в другие	4	8
22	о том	2	8
23	как это	2	8
24	что и	3	7
25	так и	6	7
26	и других	9	7
27	между тем	2	7
28	и не	15	6
29	так например	2	6
30	при этом	3	6
31	в них	2	6
32	таким образом	6	6
33	мы не	4	6
34	все это	8	6
35	то что	9	6
36	иногда и	3	5
37	как будто	2	5
38	как бы	14	5
39	и у	7	5
40	как в	7	5
41	к этому	4	4
42	по существу	5	4
43	одна из	7	4
44	еще не	5	4
45	вплоть до	4	4
46	и др	14	4
47	во всех	12	4
48	в некоторых	4	4
49	и их	2	4
50	в их	2	4
51	на кладбище	3	4
52	не может	2	4
53	в связи	2	4
54	но это	3	4
55	тем что	2	4
56	только в	4	4
57	не менее	3	3
58	начиная с	3	3
59	что это	2	3
60	связанные с	3	3
61	в этих	5	3
62	но они	4	3
63	и к	5	3
64	тем не	2	3
65	и другой	3	3
66	несмотря на	2	3
67	а также	4	3
68	или на	2	3
69	и из	3	3
70	своего рода	3	3
71	не будем	3	3
72	много и	3	3
73	в разных	4	3
74	то же	6	3
75	всякого рода	3	3
76	с точки	2	3
77	ничего не	6	3
78	их в	2	3
79	точки зрения	4	3
80	то есть	48	3
81	далеко не	2	3
82	связаны с	3	3
83	в области	3	3
84	которые не	2	3
85	не было	4	2
86	и более	2	2
87	могут быть	4	2
88	с этим	2	2
89	и потому	5	2
90	в каждом	4	2
91	в образе	3	2
92	главным образом	3	2
93	на все	2	2
94	значение и	2	2
95	что именно	2	2
96	в нем	10	2
97	в жизни	8	2
98	в дальнейшем	7	2
99	мы видим	2	2
100	но не	5	2
101	они и	2	2
102	быть и	2	2
103	в большинстве	4	2
104	например в	5	2
105	в ней	7	2
106	в его	8	2
107	и с	6	2
108	с ней	3	2
109	и до	5	2
110	в особенности	2	2
111	все эти	9	2
112	них в	2	2
113	а не	11	2
114	и для	4	2
115	мы наблюдаем	3	2
116	с ним	2	2
117	в своих	2	2
118	были связаны	2	2
119	мы можем	5	2
120	хотя и	4	2
121	себя и	2	2
122	но в	5	2
123	мы должны	4	2
124	в один	2	2
125	как он	2	2
126	большинстве случаев	4	2
127	в более	4	2
