N	2gram	Losev_Prob_4	FransuaR
1	и в	20	41
2	то есть	27	20
3	таким образом	8	19
4	в этом	9	15
5	и все	8	14
6	как и	6	14
7	в этой	4	13
8	то же	7	13
9	все эти	16	13
10	в его	3	12
11	прежде всего	11	11
12	в том	20	11
13	как мы	3	11
14	в себе	12	11
15	никто не	2	10
16	так и	10	10
17	все это	9	10
18	в то	4	10
19	в качестве	10	9
20	и его	10	9
21	не в	13	9
22	но и	14	9
23	в своем	3	9
24	что в	3	9
25	в конце	2	8
26	и от	6	8
27	то что	15	8
28	но в	8	8
29	в них	5	7
30	вовсе не	21	7
31	как бы	4	7
32	в нем	5	7
33	и не	28	7
34	все они	3	6
35	это не	7	6
36	ни в	17	6
37	есть в	7	6
38	для него	3	6
39	только в	23	6
40	о том	5	6
41	уже в	4	5
42	не только	24	5
43	и к	3	5
44	в ней	7	5
45	вместе с	5	5
46	что и	3	5
47	как в	5	5
48	а в	4	5
49	к нему	3	5
50	и для	4	5
51	так же	5	5
52	точки зрения	14	5
53	и это	2	5
54	потому что	15	5
55	на земле	2	4
56	что это	2	4
57	хотя и	5	4
58	том что	12	4
59	но все	3	4
60	было бы	14	4
61	может быть	9	4
62	он не	2	4
63	в виду	6	4
64	на этой	2	4
65	и наконец	4	4
66	и на	3	4
67	и с	7	4
68	и есть	4	3
69	в отношении	4	3
70	того же	2	3
71	в одном	4	3
72	и потому	7	3
73	он был	3	3
74	но это	6	3
75	в человеческом	2	3
76	по этому	2	3
77	в своей	4	3
78	кроме того	4	3
79	при этом	6	3
80	но именно	2	3
81	в это	2	3
82	из них	3	3
83	несмотря на	4	3
84	является и	3	3
85	что он	8	3
86	с ее	2	3
87	жизни и	5	3
88	во всех	4	3
89	не может	5	3
90	не было	3	3
91	в той	8	3
92	тем самым	4	3
93	с точки	11	3
94	не имеет	4	3
95	и по	2	3
96	можно было	4	3
97	с ними	2	3
98	тем что	3	3
99	как о	3	3
100	но этот	2	3
101	его в	2	3
102	так как	5	3
103	учение о	3	2
104	перед нами	13	2
105	с его	2	2
106	все время	2	2
107	ни было	2	2
108	именно в	7	2
109	но по	2	2
110	в этих	5	2
111	себе все	2	2
112	здесь как	4	2
113	другими словами	3	2
114	и во	4	2
115	с этим	4	2
116	на самом	5	2
117	человека в	3	2
118	есть не	6	2
119	и ее	4	2
120	к тому	3	2
121	и как	3	2
122	более или	2	2
123	по своему	6	2
124	они и	2	2
125	тот же	2	2
126	еще не	7	2
127	и может	2	2
128	со всеми	2	2
129	здесь на	2	2
130	вся эта	2	2
131	свидетельствует о	2	2
132	одной из	4	2
133	а также	6	2
134	дело не	3	2
135	здесь нет	3	2
136	не есть	12	2
137	остановимся на	2	2
138	же в	4	2
139	и образ	4	2
140	был в	2	2
141	или менее	2	2
142	в связи	3	2
143	весь этот	2	2
144	в разных	4	2
145	и сама	3	2
146	еще более	2	2
147	не просто	16	2
148	то ли	2	2
149	только на	2	2
150	для всех	3	2
151	в значительной	2	2
152	а не	7	2
153	мы здесь	2	2
154	говорит что	2	2
155	а только	6	2
156	из которых	3	2
157	уже не	5	2
158	жизнь и	4	2
159	мы не	7	2
160	или в	5	2
161	в данном	6	2
162	и то	2	2
163	в результате	8	2
164	во всяком	8	2
165	в литературе	2	2
166	имеем в	3	2
167	во все	2	2
168	также и	13	2
169	далеко не	2	2
170	явлений и	3	2
171	эти образы	2	2
172	дело в	2	2
173	мы сейчас	3	2
174	в чем	2	2
175	в каждой	3	2
176	в которой	2	2
177	с ним	4	2
178	в области	3	2
179	мы имеем	6	2
180	нет ни	4	2
181	это было	2	2
182	том как	2	2
