N	2gram	Vygotskiy__5	SlovoVZh
1	не может	18	16
2	точки зрения	18	14
3	может быть	9	14
4	и его	3	13
5	как бы	5	13
6	таким образом	19	12
7	и в	16	12
8	отношению к	12	11
9	по отношению	12	11
10	и не	12	10
11	если бы	8	9
12	так как	16	9
13	прежде всего	3	8
14	сказать что	13	7
15	в нем	7	6
16	в процессе	13	6
17	при этом	4	6
18	с помощью	10	6
19	в том	18	6
20	только в	10	6
21	в ней	2	6
22	к предмету	2	5
23	в жизни	2	5
24	то что	26	5
25	должна быть	5	5
26	никогда не	5	5
27	а не	10	5
28	можно сказать	5	5
29	то же	8	5
30	хотя бы	5	5
31	как и	8	5
32	том что	15	5
33	как в	5	5
34	что мы	4	5
35	и следовательно	6	5
36	но в	6	5
37	в виду	2	5
38	и к	2	4
39	все же	3	4
40	отношение к	11	4
41	жизни и	2	4
42	так и	7	4
43	от того	3	4
44	с другой	4	4
45	зависимости от	2	4
46	не в	6	4
47	в этом	25	4
48	и на	6	4
49	его в	2	4
50	в самом	4	4
51	к нему	3	4
52	за пределы	4	4
53	и является	3	4
54	не только	16	4
55	в котором	2	3
56	в них	2	3
57	точка зрения	8	3
58	и более	3	3
59	не менее	3	3
60	когда он	2	3
61	в своей	2	3
62	сих пор	3	3
63	все это	2	3
64	и по	4	3
65	все эти	4	3
66	в такой	5	3
67	по себе	7	3
68	этой точки	4	3
69	но и	6	3
70	того что	16	3
71	точек зрения	4	3
72	или не	2	3
73	он должен	5	3
74	так же	15	3
75	самом деле	3	3
76	мы не	3	3
77	и с	3	3
78	о том	8	3
79	для него	5	3
80	до сих	3	3
81	в пределах	4	3
82	еще не	4	3
83	только на	2	3
84	из этого	2	3
85	внутренней речи	7	3
86	с ним	5	3
87	между тем	3	3
88	с этой	4	2
89	зависит от	4	2
90	но мы	5	2
91	что и	3	2
92	из общей	2	2
93	но все	2	2
94	что в	16	2
95	вторая точка	2	2
96	на все	5	2
97	вместе с	4	2
98	себя и	2	2
99	общего с	2	2
100	в зависимости	2	2
101	в этих	3	2
102	между собой	13	2
103	в своем	5	2
104	в отношении	9	2
105	в какой	6	2
106	другой стороны	2	2
107	это не	4	2
108	и другие	2	2
109	тому же	2	2
110	тогда когда	5	2
111	этих двух	3	2
112	речи в	6	2
113	с одной	3	2
114	к этому	3	2
115	те же	2	2
116	в себя	3	2
117	и что	12	2
118	не есть	4	2
119	не способен	2	2
120	с точки	9	2
121	и здесь	2	2
122	же самое	4	2
123	как на	3	2
124	стороны и	2	2
125	но это	3	2
126	такой же	4	2
127	в корне	2	2
128	и то	4	2
129	мы можем	6	2
130	в момент	2	2
131	но не	10	2
132	могут быть	4	2
133	но что	3	2
134	до конца	3	2
135	в то	5	2
136	одной стороны	3	2
137	ни на	2	2
138	но этот	2	2
139	на примере	3	2
140	имеет место	2	2
141	как уже	3	2
142	в чем	3	2
143	как это	8	2
144	является для	2	2
145	к ним	2	2
146	ничего не	5	2
147	к его	3	2
148	совпадает с	2	2
149	он не	8	2
150	в его	11	2
151	и потому	2	2
