N	2gram	Potebnia_M_1	Problema
1	и в	39	30
2	в своей	3	22
3	то есть	42	21
4	то что	10	18
5	не только	21	18
6	том что	16	17
7	в этом	15	17
8	и даже	4	14
9	но и	20	13
10	таким образом	13	13
11	потому что	52	13
12	в том	26	12
13	в его	5	12
14	и не	18	12
15	о том	2	12
16	в своем	3	11
17	так что	16	11
18	для нас	9	10
19	точки зрения	8	10
20	в этой	3	10
21	все же	6	9
22	сказать что	3	9
23	но в	9	9
24	и вообще	3	9
25	только в	25	9
26	и все	3	9
27	вовсе не	5	8
28	никак не	2	8
29	хотя и	3	8
30	с точки	3	8
31	никогда не	4	7
32	у нас	2	7
33	как и	9	7
34	связи с	3	7
35	но не	8	7
36	может быть	27	7
37	вместе с	8	7
38	так и	13	7
39	не в	15	7
40	с другой	7	6
41	прежде всего	4	6
42	уже не	2	6
43	и как	6	6
44	несмотря на	5	6
45	и для	5	6
46	как бы	6	6
47	в нем	20	6
48	что и	6	6
49	другой стороны	5	6
50	и что	10	6
51	а в	5	6
52	и его	5	6
53	при помощи	2	6
54	так как	21	6
55	не менее	6	5
56	нисколько не	2	5
57	с тем	5	5
58	что в	22	5
59	в которой	2	5
60	тем не	6	5
61	так же	5	5
62	в самом	3	5
63	и их	3	5
64	и о	2	5
65	для себя	3	5
66	не может	22	5
67	а не	21	5
68	и притом	4	5
69	и то	3	5
70	но он	2	5
71	того как	6	5
72	и с	3	5
73	мы можем	2	5
74	если не	2	4
75	по крайней	2	4
76	тогда когда	9	4
77	в смысле	4	4
78	но все	2	4
79	при этом	6	4
80	того же	3	4
81	было бы	12	4
82	а его	3	4
83	не так	3	4
84	крайней мере	2	4
85	свободы и	3	4
86	не мог	3	4
87	или в	2	4
88	даже и	2	4
89	в себе	13	4
90	в то	4	4
91	из этого	2	4
92	в самой	3	3
93	для них	2	3
94	однако в	4	3
95	еще более	2	3
96	точно так	11	3
97	о котором	3	3
98	не что	2	3
99	перейти к	2	3
100	все в	2	3
101	же в	2	3
102	что иное	2	3
103	в начале	2	3
104	в сравнении	3	3
105	как будто	2	3
106	только тогда	5	3
107	еще не	6	3
108	одной стороны	3	3
109	для того	3	3
110	он не	3	3
111	и тем	3	3
112	иное как	2	3
113	бы не	6	3
114	с одной	3	3
115	того что	8	3
116	тем же	2	3
117	есть только	11	3
118	в других	2	3
119	быть только	5	3
120	в ней	7	3
121	и другое	3	3
122	сравнении с	2	3
123	этом смысле	4	3
124	с ним	3	3
125	в одном	8	3
126	в виду	2	3
127	только для	3	2
128	не могут	4	2
129	прежде чем	3	2
130	мы будем	2	2
131	и более	2	2
132	по этому	2	2
133	но тем	3	2
134	и без	3	2
135	в них	3	2
136	хотя бы	2	2
137	как в	10	2
138	это не	7	2
139	во втором	5	2
140	с этой	2	2
141	не все	2	2
142	была бы	2	2
143	значение и	2	2
144	по себе	10	2
145	что именно	2	2
146	на то	2	2
147	к тому	4	2
148	то же	6	2
149	как мы	2	2
150	не будет	2	2
151	в свою	4	2
152	по поводу	3	2
153	жизни и	2	2
154	что не	10	2
155	отношению к	13	2
156	но уже	2	2
157	бы то	2	2
158	проявляется в	2	2
159	на него	3	2
160	все что	2	2
161	по отношению	13	2
162	то и	7	2
163	и только	2	2
164	по мнению	3	2
165	или же	3	2
166	то ни	3	2
167	точке зрения	2	2
168	человеческого духа	6	2
169	мы не	10	2
170	того чтобы	2	2
171	в таком	5	2
172	по его	7	2
173	доказывает что	2	2
174	во всяком	3	2
175	между тем	5	2
176	тем что	9	2
177	его на	2	2
178	в таких	2	2
179	дело в	2	2
180	тем как	3	2
181	есть в	2	2
182	ли в	2	2
183	таком случае	2	2
184	и которые	2	2
