N	2gram	Propp_Isto_3	Dialekti
1	т е	16	46
2	и не	12	30
3	и есть	2	19
4	а не	6	18
5	может быть	11	17
6	и т	16	17
7	ничего не	6	17
8	то что	7	16
9	и в	22	15
10	т д	15	15
11	не имеет	2	14
12	так как	7	14
13	точки зрения	2	14
14	того что	5	13
15	это не	6	12
16	прежде всего	3	11
17	и вот	2	11
18	в том	9	11
19	не может	4	11
20	и все	3	11
21	в этом	17	11
22	потому что	3	10
23	том что	8	10
24	было бы	3	9
25	и что	2	9
26	то же	6	9
27	уже не	7	9
28	и пр	11	9
29	ни в	2	8
30	не в	4	8
31	что иное	3	8
32	иное как	3	8
33	не что	3	8
34	и о	2	8
35	не только	14	8
36	в чем	3	8
37	и ее	3	8
38	и это	2	8
39	что в	15	7
40	что он	9	7
41	как и	3	7
42	и его	4	7
43	или в	11	7
44	только в	4	7
45	так что	5	6
46	хотя и	2	6
47	а именно	4	6
48	и даже	2	6
49	сказать что	3	6
50	вовсе не	2	6
51	если бы	6	6
52	в то	2	6
53	что и	9	6
54	нет ничего	2	6
55	как только	2	5
56	я не	3	5
57	так и	2	5
58	в своем	2	5
59	можно сказать	2	5
60	как таковой	2	5
61	в ней	2	5
62	в нем	9	5
63	что она	5	5
64	в свете	5	5
65	таким образом	10	5
66	и на	4	5
67	о том	3	5
68	мы имеем	19	5
69	выйти за	2	5
70	в жизни	2	5
71	и для	2	5
72	той же	2	5
73	рождение ребенка	3	4
74	и как	3	4
75	но это	3	4
76	в этой	5	4
77	что они	8	4
78	один из	5	4
79	и уже	2	4
80	жизни и	2	4
81	но и	12	4
82	в особенности	2	4
83	так же	3	4
84	с ними	3	4
85	или не	2	4
86	и с	4	4
87	мы должны	7	4
88	в одном	2	4
89	с тем	2	4
90	видим что	4	4
91	мы видим	8	4
92	или по	5	4
93	она не	4	4
94	еще не	10	4
95	в течение	6	4
96	в силу	2	4
97	в его	3	4
98	не всегда	4	3
99	на этом	4	3
100	в свою	4	3
101	совершенно не	2	3
102	к жизни	2	3
103	все эти	4	3
104	можно только	3	3
105	есть только	2	3
106	с этим	8	3
107	известно что	2	3
108	что здесь	6	3
109	но в	10	3
110	только не	2	3
111	к этому	7	3
112	у нас	4	3
113	есть и	5	3
114	мы уже	6	3
115	и потому	2	3
116	со стороны	3	3
117	при помощи	3	3
118	быть и	3	3
119	как в	2	3
120	что не	2	3
121	вот почему	2	3
122	в данном	4	3
123	и то	2	3
124	то мы	2	3
125	мы можем	6	3
126	в виде	2	3
127	могут быть	5	3
128	а если	3	3
129	от него	2	3
130	не менее	5	2
131	в частности	5	2
132	мы еще	3	2
133	из этих	3	2
134	точно так	2	2
135	представление о	3	2
136	на все	2	2
137	вопрос о	2	2
138	показывает что	5	2
139	что на	4	2
140	да и	2	2
141	но все	2	2
142	эти два	3	2
143	об этой	2	2
144	не дает	2	2
145	при этом	2	2
146	себе и	2	2
147	никогда не	3	2
148	в котором	2	2
149	не видно	3	2
150	из них	7	2
151	другой стороны	7	2
152	то и	6	2
153	именно так	2	2
154	не было	2	2
155	не мог	2	2
156	о ней	2	2
157	и так	2	2
158	как это	4	2
159	но они	2	2
160	в них	6	2
161	или сам	2	2
162	что было	2	2
163	все же	5	2
164	в качестве	2	2
165	все что	3	2
166	равно как	3	2
167	никто не	2	2
168	в этот	2	2
169	для нее	2	2
170	тем не	5	2
171	вместе с	9	2
172	ее в	3	2
173	находится в	4	2
174	даже не	2	2
175	не раз	2	2
176	все равно	3	2
177	что по	2	2
178	очень много	2	2
179	во всяком	2	2
180	тем что	4	2
181	солнца и	3	2
182	как будто	2	2
183	ни один	2	2
