N	3gram	Bakhtin_Pr_4	Marksizm
1	с точки зрения	9	20
2	не может быть	8	13
3	в самом деле	4	9
4	и не может	7	9
5	до сих пор	8	8
6	в отличие от	3	5
7	с другой стороны	3	5
8	в отношении к	2	4
9	в большинстве случаев	8	3
10	в то же	5	3
11	на этот вопрос	2	3
12	то же время	5	3
13	можно сказать что	2	3
14	в том что	2	3
15	в том числе	4	2
16	том числе и	3	2
17	в узком смысле	2	2
18	в пределах одного	6	2
19	нет и не	2	2
20	можно было бы	2	2
21	как если бы	2	2
22	сама по себе	2	2
23	но в то	2	2
24	в этом смысле	2	2
25	к одному знаменателю	3	2
26	по отношению к	5	2
27	как и все	4	2
