N	2gram	Vygotskiy__4	VLabPisa
1	таким образом	13	27
2	в этом	28	26
3	и в	33	25
4	и т	6	24
5	не только	7	22
6	может быть	22	21
7	хотя бы	2	20
8	и не	13	19
9	не может	10	17
10	в его	10	15
11	т д	2	15
12	прежде всего	2	13
13	в том	21	13
14	в частности	4	12
15	все это	13	12
16	как это	14	12
17	с другой	2	11
18	из них	4	11
19	о том	20	10
20	в художественном	2	10
21	к этому	4	9
22	об этом	4	9
23	что в	21	9
24	но и	3	9
25	то же	9	9
26	т п	3	9
27	по словам	2	8
28	все эти	6	8
29	в своем	7	8
30	другой стороны	2	8
31	из этих	2	7
32	как и	5	7
33	том что	22	7
34	было бы	12	7
35	вот например	2	7
36	говорит о	4	7
37	во всех	2	7
38	вместе с	8	7
39	не было	3	7
40	а не	6	7
41	в порядке	4	6
42	у него	6	6
43	это не	6	6
44	в себе	6	6
45	это и	5	6
46	то что	44	6
47	в нем	7	6
48	так и	3	6
49	бы и	2	6
50	и его	5	6
51	их в	3	6
52	в то	3	6
53	в результате	2	5
54	тому что	6	5
55	же время	2	5
56	все же	5	5
57	как говорит	2	5
58	в пределах	3	5
59	связи с	2	5
60	и есть	4	5
61	в искусстве	2	5
62	как бы	25	5
63	один из	2	5
64	в их	2	5
65	сказать что	13	5
66	только в	4	5
67	не в	2	5
68	не является	2	5
69	он говорит	3	5
70	к тому	12	4
71	никогда не	5	4
72	перед нами	6	4
73	в одном	3	4
74	в целом	5	4
75	что все	11	4
76	что он	20	4
77	с его	2	4
78	можно сказать	2	4
79	в ее	2	4
80	одна из	4	4
81	в своей	4	4
82	в нашей	2	4
83	в самом	12	4
84	даже в	2	4
85	когда он	7	4
86	вот как	3	4
87	как раз	9	4
88	в них	2	4
89	в этой	9	4
90	это делает	2	3
91	и к	2	3
92	во время	6	3
93	всех этих	3	3
94	и ее	2	3
95	с тем	4	3
96	и как	5	3
97	и от	2	3
98	в конце	8	3
99	только что	15	3
100	мы знаем	2	3
101	у нас	4	3
102	по существу	2	3
103	толстого в	2	3
104	из его	2	3
105	что они	6	3
106	утверждает что	4	3
107	по поводу	4	3
108	с этим	5	3
109	что не	4	3
110	например в	3	3
111	вслед за	3	3
112	некоторые из	2	3
113	далеко не	3	3
114	и он	3	3
115	в виду	2	3
116	в котором	2	3
117	его в	3	3
118	что и	3	3
119	жизни и	4	3
120	ее в	4	3
121	именно в	2	3
122	образом в	2	3
123	этот вопрос	4	3
124	сводится к	2	3
125	того что	4	3
126	так же	13	3
127	его не	2	3
128	в которых	3	3
129	никак не	6	3
130	как на	6	3
131	точки зрения	6	3
132	она не	3	3
133	в дневнике	3	3
134	что говорит	2	3
135	том как	3	3
136	в самых	3	2
137	что ни	2	2
138	только не	2	2
139	сюжета и	2	2
140	и формы	2	2
141	такое понимание	2	2
142	в жизни	4	2
143	вовсе не	5	2
144	а как	2	2
145	по себе	9	2
146	что при	2	2
147	что его	3	2
148	ли это	3	2
149	до сих	3	2
150	и потому	2	2
151	но не	3	2
152	так например	4	2
153	одной стороны	3	2
154	и может	5	2
155	же самое	6	2
156	для того	23	2
157	то это	3	2
158	если бы	10	2
159	мы имеем	2	2
160	том чтобы	4	2
161	точном смысле	2	2
162	в ней	6	2
163	что она	10	2
164	оно является	2	2
165	конце концов	3	2
166	всяком случае	3	2
167	и этот	3	2
168	ни одного	2	2
169	что для	5	2
170	при помощи	4	2
171	он может	2	2
172	после этого	6	2
173	не по	2	2
174	сих пор	3	2
175	все они	2	2
176	даже не	2	2
177	во всей	3	2
178	бы не	2	2
179	а в	4	2
180	свидетельствуют о	2	2
181	с одной	3	2
182	что оно	3	2
183	заключается в	5	2
184	того чтобы	22	2
185	из которых	3	2
186	и для	3	2
187	можно было	4	2
188	тому как	2	2
189	в своих	3	2
190	также и	2	2
191	во всяком	3	2
192	знаем что	4	2
193	он не	11	2
194	говорить о	3	2
195	что мы	6	2
196	что действие	4	2
197	как он	5	2
198	в которой	4	2
199	же как	3	2
200	могло бы	3	2
201	нет ни	3	2
202	но в	2	2
203	что нет	2	2
