N	3gram	Vinokur_Ku_3	Problema
1	и т д	8	13
2	тем не менее	9	10
3	в том что	8	9
4	сама по себе	2	8
5	той или иной	5	8
6	в данном случае	4	7
7	в связи с	4	7
8	и в этом	4	6
9	сам по себе	3	6
10	в этом случае	4	5
11	с другой стороны	3	5
12	не может быть	3	5
13	в таком случае	2	4
14	как раз и	2	4
15	можно было бы	10	3
16	а не просто	2	3
17	о том что	3	3
18	того или иного	3	3
19	в первую очередь	3	3
20	и тем не	3	3
21	что и в	2	3
22	то или иное	2	2
23	в той или	2	2
24	с точки зрения	16	2
25	не только в	3	2
26	в отличие от	2	2
27	как мы видели	2	2
28	только то что	2	2
29	дело не в	2	2
30	до сих пор	8	2
31	в нашем смысле	2	2
32	на самом деле	3	2
