N	2gram	Tiupa_Anal_3	formyVre
1	и в	18	50
2	то есть	10	33
3	в романе	2	32
4	в этом	14	25
5	в нем	2	24
6	и его	13	16
7	прежде всего	5	15
8	и не	12	14
9	как раз	7	13
10	в его	7	13
11	так и	14	12
12	может быть	9	11
13	таким образом	4	11
14	то же	3	11
15	и как	4	10
16	но в	2	10
17	в конце	5	9
18	в том	9	9
19	же время	3	9
20	в особенности	3	9
21	все эти	2	9
22	в то	3	9
23	не только	22	9
24	с его	8	9
25	роль в	3	9
26	ничего не	3	9
27	в самом	5	8
28	но и	13	8
29	и на	4	8
30	как и	14	8
31	того же	5	8
32	не было	3	7
33	героя и	4	7
34	так сказать	2	7
35	все же	4	6
36	в частности	12	6
37	это не	2	6
38	в дальнейшем	2	6
39	например в	2	6
40	с ее	3	6
41	в их	6	6
42	не может	2	6
43	лишь в	5	6
44	в результате	5	6
45	с этим	3	6
46	и все	2	6
47	в жизни	2	6
48	и того	3	6
49	во всех	2	6
50	то что	2	6
51	в ее	3	6
52	как в	3	6
53	что в	9	5
54	одного и	3	5
55	не в	6	5
56	с самим	2	5
57	в пределах	4	5
58	точки зрения	3	5
59	отнюдь не	4	5
60	но не	7	5
61	еще не	6	5
62	он не	6	5
63	отношению к	7	5
64	могут быть	2	5
65	в своем	4	4
66	все это	3	4
67	в ней	2	4
68	в них	2	4
69	и т.п	5	4
70	жизнь и	3	4
71	себе самому	2	4
72	в той	2	4
73	том что	12	4
74	и для	2	4
75	только в	2	4
76	здесь не	3	4
77	к тому	6	3
78	да и	2	3
79	с тем	2	3
80	при этом	11	3
81	хотя и	2	3
82	один из	2	3
83	со всеми	2	3
84	в форме	2	3
85	по отношению	7	3
86	отношения к	2	3
87	этом отношении	3	3
88	с одной	2	3
89	именно в	3	3
90	а в	10	3
91	сказать что	2	3
92	в начале	6	3
93	его в	3	3
94	вальтера скотта	2	3
95	в одном	4	3
96	но они	2	3
97	к этому	3	3
98	есть не	2	3
99	же в	2	3
100	в качестве	12	3
101	со своей	8	3
102	в сущности	5	3
103	по преимуществу	2	3
104	и потому	2	3
105	только к	2	3
106	что и	5	3
107	вместе с	2	3
108	а не	9	3
109	что не	3	3
110	мы не	3	3
111	во всяком	2	3
112	и ее	2	3
113	в себе	2	3
114	входит в	2	3
115	уже в	3	2
116	никогда не	5	2
117	о своей	2	2
118	с другой	7	2
119	или иной	5	2
120	тому же	3	2
121	с их	3	2
122	в глаза	2	2
123	в свою	5	2
124	для него	6	2
125	одной стороны	2	2
126	к жизни	3	2
127	в целом	3	2
128	еще и	3	2
129	не для	2	2
130	те же	2	2
131	во втором	4	2
132	и даже	8	2
133	и по	2	2
134	личности и	2	2
135	той или	3	2
136	во всем	3	2
137	что мы	2	2
138	для всех	2	2
139	не является	5	2
140	здесь и	3	2
141	не как	2	2
142	по себе	4	2
143	углом зрения	2	2
144	и к	4	2
145	об этом	2	2
146	в соответствии	2	2
147	одна из	2	2
148	было бы	3	2
149	а также	2	2
150	принадлежит к	4	2
151	как бы	10	2
152	и прежде	2	2
153	совершенно не	2	2
154	в отличие	2	2
155	уже не	5	2
156	в значительной	2	2
157	с точки	2	2
158	той же	5	2
159	в данном	4	2
160	тем что	2	2
161	вступает в	3	2
162	на себя	2	2
163	далеко не	4	2
164	дело в	2	2
165	там где	2	2
166	отличие от	2	2
