N	2gram	Losev_Dial_3	Hudozhes
1	и в	24	28
2	том что	8	19
3	и не	27	18
4	в том	5	15
5	а не	26	14
6	не в	3	13
7	в этом	8	13
8	о том	6	12
9	перед нами	3	11
10	как и	7	11
11	при этом	2	11
12	в его	2	11
13	не только	23	11
14	уже не	5	10
15	но и	9	9
16	в себе	2	9
17	что он	13	8
18	может быть	13	8
19	себя в	2	8
20	так и	5	8
21	я не	6	7
22	и все	6	7
23	к тому	4	7
24	об этом	6	7
25	в частности	2	7
26	что она	9	7
27	как это	5	7
28	это не	4	6
29	то что	14	6
30	жизни и	5	6
31	если бы	6	6
32	то же	6	6
33	не было	3	6
34	а в	2	6
35	и с	6	6
36	тем что	3	6
37	для себя	2	6
38	в то	5	6
39	я и	2	6
40	с его	2	5
41	что это	12	5
42	не менее	11	5
43	у него	2	5
44	в своем	3	5
45	как бы	3	5
46	что в	7	5
47	она не	3	5
48	в самом	7	5
49	никогда не	7	5
50	только на	7	5
51	и его	5	5
52	одно из	5	5
53	для него	4	5
54	ничего не	17	5
55	тому что	4	4
56	превращается в	6	4
57	тем не	10	4
58	говорит о	4	4
59	то в	2	4
60	но не	2	4
61	же время	3	4
62	для того	3	4
63	и о	3	4
64	он не	5	4
65	что и	6	4
66	и уже	2	4
67	и т	24	4
68	и сама	5	4
69	как раз	7	4
70	то и	3	4
71	не может	19	4
72	подобно тому	4	4
73	только в	5	4
74	тому как	4	4
75	все время	3	3
76	была бы	3	3
77	в них	5	3
78	с другой	4	3
79	о себе	2	3
80	что все	14	3
81	личности в	2	3
82	прежде всего	8	3
83	в нем	3	3
84	и ее	3	3
85	для нас	2	3
86	самом деле	6	3
87	все что	3	3
88	как о	4	3
89	есть и	12	3
90	еще не	2	3
91	одной стороны	3	3
92	было бы	5	3
93	несмотря на	2	3
94	ни о	3	3
95	в ней	2	3
96	мы уже	3	3
97	со стороны	2	3
98	все это	6	3
99	с одной	3	3
100	и он	2	3
101	так же	4	3
102	или в	2	3
103	и на	3	3
104	на себя	3	3
105	что у	2	3
106	и это	4	3
107	к нему	3	3
108	в основе	3	2
109	только не	10	2
110	т е	48	2
111	себя и	2	2
112	как видим	2	2
113	отнюдь не	10	2
114	именно в	2	2
115	и от	3	2
116	из этих	2	2
117	вовсе не	13	2
118	или иного	2	2
119	или иной	4	2
120	как мы	2	2
121	мы знаем	3	2
122	тому же	2	2
123	от своего	2	2
124	же как	2	2
125	одна из	3	2
126	на этом	2	2
127	он будет	3	2
128	что не	5	2
129	и к	5	2
130	того или	3	2
131	же и	2	2
132	о нем	4	2
133	оно не	6	2
134	это было	3	2
135	все же	3	2
136	не будет	3	2
137	в первом	2	2
138	как же	5	2
139	из них	3	2
140	что же	11	2
141	но еще	2	2
142	и тогда	5	2
143	как на	5	2
144	чего не	4	2
145	т д	23	2
146	еще и	2	2
147	жизни ведь	2	2
148	тем самым	3	2
149	и у	2	2
150	хотя бы	4	2
151	и для	2	2
152	с точки	14	2
153	той же	3	2
154	в данном	2	2
155	и то	4	2
156	сказать что	4	2
157	потому что	7	2
158	личности и	5	2
159	в виде	8	2
160	точки зрения	25	2
161	говорить о	4	2
162	и только	6	2
163	нет ничего	9	2
164	но в	2	2
165	а для	2	2
