N	2gram	Vygotskiy__7	Freidism
1	таким образом	23	24
2	и не	18	23
3	не может	11	20
4	точки зрения	28	19
5	прежде всего	7	18
6	в этом	29	15
7	в его	4	15
8	с помощью	13	14
9	мы можем	3	13
10	может быть	7	13
11	и его	12	12
12	как и	15	11
13	как бы	6	11
14	то что	24	11
15	все эти	6	11
16	с точки	21	11
17	и потому	3	10
18	так и	3	10
19	как мы	14	10
20	самом деле	6	10
21	его в	2	10
22	с ним	3	10
23	но в	4	10
24	и в	26	9
25	во всех	6	9
26	по отношению	6	9
27	все что	6	8
28	что он	8	8
29	отношению к	5	8
30	еще не	4	8
31	в своей	3	8
32	он не	3	8
33	не только	24	8
34	все это	3	8
35	то же	8	8
36	только в	8	8
37	так как	14	8
38	мы знаем	2	7
39	ни в	2	7
40	к нему	3	7
41	во всяком	2	7
42	один из	2	7
43	мы видели	3	7
44	отношение к	2	7
45	в самом	9	7
46	что же	2	7
47	и наконец	4	7
48	сказать что	8	7
49	мы уже	3	7
50	никогда не	4	6
51	точку зрения	2	6
52	вовсе не	2	6
53	и ее	2	6
54	для него	3	6
55	того что	14	6
56	в ней	3	6
57	все те	2	6
58	совершенно не	2	6
59	и с	5	6
60	и к	7	5
61	но мы	3	5
62	в свою	2	5
63	в период	2	5
64	можно сказать	5	5
65	не в	4	5
66	в этой	3	5
67	в чем	3	5
68	для этого	3	5
69	в то	3	5
70	в большинстве	2	5
71	что в	12	5
72	но и	11	5
73	на самом	3	5
74	для того	18	5
75	а в	2	5
76	могут быть	2	5
77	с этим	2	5
78	мы должны	6	5
79	большинстве случаев	2	5
80	не менее	4	4
81	но не	3	4
82	я не	3	4
83	в котором	4	4
84	внешней речи	18	4
85	в этих	2	4
86	из этих	3	4
87	если мы	5	4
88	в собственном	3	4
89	с другими	3	4
90	к тому	7	4
91	об этом	3	4
92	которой мы	2	4
93	старой психологии	2	4
94	и о	3	4
95	как раз	3	4
96	в основе	3	4
97	в нем	2	4
98	все же	6	4
99	данном случае	5	4
100	на основании	2	4
101	между ними	3	4
102	мы находим	3	4
103	того чтобы	19	4
104	с самого	7	4
105	и для	5	4
106	в которой	11	4
107	той же	8	4
108	мы не	7	4
109	в данном	5	4
110	потому что	16	4
111	во время	2	4
112	себя и	2	4
113	не могут	4	3
114	самого начала	7	3
115	если бы	5	3
116	и есть	2	3
117	ребенка к	2	3
118	конечном счете	2	3
119	внутренней и	2	3
120	тому что	9	3
121	развития как	2	3
122	во втором	3	3
123	и от	4	3
124	что все	2	3
125	в конечном	2	3
126	в себе	9	3
127	но это	3	3
128	учение о	3	3
129	по своему	9	3
130	со всеми	2	3
131	случае не	2	3
132	она не	5	3
133	было бы	6	3
134	и она	2	3
135	и той	2	3
136	внутренняя речь	15	3
137	ее в	8	3
138	с ее	2	3
139	вместе с	12	3
140	собственном смысле	3	3
141	приводит к	4	3
142	как в	4	3
143	мысли и	11	3
144	одной и	2	3
145	и что	6	3
146	свою очередь	2	3
147	и по	3	3
148	между двумя	3	3
149	такой же	3	3
150	слова и	10	3
151	не является	3	3
152	в сознании	6	3
153	этих двух	2	2
154	в отношении	2	2
155	уже в	2	2
156	на всем	5	2
157	только не	11	2
158	что это	6	2
159	в нашем	4	2
160	что между	2	2
161	его и	2	2
162	между собой	6	2
163	для себя	24	2
164	в какой	6	2
165	с другой	4	2
166	с которыми	2	2
167	это не	3	2
168	в конце	4	2
169	к этому	2	2
170	в такой	4	2
171	в одну	2	2
172	не можем	4	2
173	же самое	5	2
174	только о	2	2
175	для ребенка	2	2
176	тем не	3	2
177	для нас	2	2
178	в ее	6	2
179	до конца	5	2
180	в основном	3	2
181	это и	4	2
182	том что	17	2
183	мы остановимся	3	2
184	во внутренней	2	2
185	а не	6	2
186	что с	5	2
187	из важнейших	3	2
188	одной стороны	5	2
189	на другую	3	2
190	у ребенка	9	2
191	и всей	2	2
192	мы говорили	2	2
193	что мы	9	2
194	но для	2	2
195	вспомнить о	2	2
196	но если	2	2
197	в процессе	5	2
198	относится к	2	2
199	в этот	3	2
200	для нее	3	2
201	и до	2	2
202	ответ на	2	2
203	в развитии	10	2
204	становится совершенно	2	2
205	во второй	5	2
206	выражение в	6	2
207	сих пор	3	2
208	что она	8	2
209	в их	2	2
210	только на	3	2
211	во всей	2	2
212	отличается от	3	2
213	даже если	2	2
214	отношения к	2	2
215	которых мы	2	2
216	этом отношении	3	2
217	с одной	5	2
218	что оно	4	2
219	внутренней речи	67	2
220	из того	3	2
221	в отличие	2	2
222	выводу что	2	2
223	свое выражение	8	2
224	речи мы	4	2
225	должны быть	4	2
226	тем же	5	2
227	так же	14	2
228	как на	6	2
229	отличие от	2	2
230	мы видим	3	2
231	и то	7	2
232	случае в	3	2
233	иным как	2	2
234	в психологии	2	2
235	нуждается в	3	2
236	вещи и	2	2
237	в своих	2	2
238	что и	3	2
239	и при	2	2
240	к его	2	2
241	речи и	30	2
242	благодаря тому	2	2
243	в первом	3	2
244	до сих	3	2
245	как это	5	2
246	в области	4	2
247	в момент	4	2
248	в виду	5	2
249	возможно только	2	2
