N	2gram	Bakhtin_Pr_1	EvropaiE
1	и в	29	37
2	в отношении	2	32
3	в пределах	13	25
4	точки зрения	19	23
5	что в	8	21
6	не только	15	18
7	с точки	13	17
8	в то	10	16
9	хотя бы	2	15
10	то же	14	15
11	отношении к	3	15
12	в своем	8	14
13	же время	9	14
14	но и	14	14
15	и не	31	14
16	но в	7	14
17	в этом	22	12
18	в их	3	11
19	в том	8	11
20	так и	7	10
21	прежде всего	7	9
22	в смысле	2	9
23	не может	12	9
24	т е	21	9
25	в себе	7	9
26	только в	10	9
27	так же	6	9
28	было бы	5	8
29	в своей	8	8
30	между тем	5	8
31	как и	12	7
32	нам кажется	2	7
33	с другой	3	7
34	так как	6	7
35	с этой	2	6
36	вовсе не	7	6
37	том что	7	6
38	может быть	24	6
39	как бы	19	6
40	то что	15	6
41	и даже	2	6
42	и на	7	6
43	не в	7	5
44	но не	9	5
45	как мы	4	5
46	в той	2	5
47	в россии	2	5
48	и потому	6	5
49	ни было	2	4
50	то ни	2	4
51	именно в	5	4
52	вопрос о	2	4
53	чем в	2	4
54	бы то	2	4
55	само по	3	4
56	несмотря на	6	4
57	в самом	10	4
58	в ней	2	4
59	даже в	4	4
60	в процессе	4	4
61	по себе	8	4
62	не на	4	4
63	не служит	2	4
64	сказать что	3	4
65	мира в	5	4
66	и к	2	3
67	в пределы	3	3
68	этом отношении	3	3
69	уже и	2	3
70	никогда не	3	3
71	и со	2	3
72	в них	3	3
73	и от	2	3
74	на себя	2	3
75	этом смысле	10	3
76	от них	2	3
77	по своим	2	3
78	не дает	3	3
79	друг с	2	3
80	всяком случае	3	3
81	что и	4	3
82	бы и	4	3
83	как в	6	3
84	идет о	4	3
85	и для	4	3
86	как на	3	3
87	можно было	2	3
88	не из	3	3
89	в которых	2	3
90	в результате	4	3
91	потому что	8	3
92	во всяком	5	3
93	тем что	4	3
94	в данном	2	3
95	во все	2	3
96	там где	10	3
97	большинстве случаев	2	3
98	мира и	7	3
99	он сам	3	2
100	не могут	6	2
101	подходит к	2	2
102	а не	22	2
103	и во	2	2
104	с этим	2	2
105	в большинстве	2	2
106	мира не	2	2
107	в одном	10	2
108	к нему	6	2
109	именно потому	2	2
110	для понимания	2	2
111	же в	2	2
112	как же	4	2
113	культурной традиции	2	2
114	и как	7	2
115	но как	3	2
116	между ними	2	2
117	должна быть	5	2
118	но именно	3	2
119	кажется что	2	2
120	она не	7	2
121	по преимуществу	2	2
122	дело идет	5	2
123	он не	5	2
124	в его	24	2
125	в котором	2	2
126	точка зрения	12	2
127	какой бы	2	2
128	не есть	2	2
129	в мире	6	2
130	мира но	2	2
131	жизни и	2	2
132	как не	8	2
133	данном случае	2	2
134	во всей	2	2
135	что же	4	2
136	а в	7	2
137	таким образом	12	2
138	если бы	9	2
139	но с	3	2
140	и что	2	2
141	и наконец	4	2
142	на этот	2	2
143	другой стороны	3	2
144	как их	3	2
145	с другими	7	2
146	мы видим	2	2
147	в другой	3	2
148	в своих	3	2
149	этот вопрос	2	2
150	и с	4	2
151	могут быть	6	2
152	в этой	4	2
153	в истории	2	2
154	как будто	3	2
155	мы должны	3	2
156	его на	2	2
157	далеко не	3	2
158	бы в	3	2
159	заметить что	2	2
