N	2gram	Bakhtin_Fr_5	Analitik
1	не только	14	22
2	и в	45	18
3	как и	10	14
4	так и	6	14
5	в этом	14	14
6	но и	10	13
7	и его	13	13
8	том что	7	12
9	в качестве	2	12
10	и не	15	12
11	при этом	2	11
12	а в	4	10
13	как бы	12	10
14	то есть	25	10
15	может быть	2	9
16	что в	12	9
17	а не	4	9
18	в том	10	9
19	с его	7	8
20	в первой	4	8
21	своего рода	4	8
22	и даже	4	8
23	но не	4	7
24	в его	13	7
25	во второй	2	7
26	как раз	5	7
27	к тому	2	6
28	не в	7	6
29	в начале	2	6
30	для него	3	6
31	в этой	6	6
32	он не	6	6
33	в их	4	6
34	о том	4	6
35	в конце	7	5
36	прежде всего	10	5
37	того же	3	5
38	в самом	4	5
39	что и	7	5
40	и т.п	16	5
41	в сущности	4	5
42	лишь в	2	5
43	той же	4	5
44	между тем	2	5
45	не менее	3	4
46	перед нами	4	4
47	о чем	3	4
48	в своем	11	4
49	в одном	3	4
50	что он	6	4
51	можно сказать	2	4
52	и к	5	4
53	и как	5	4
54	в пределах	2	4
55	все же	2	4
56	таким образом	8	4
57	и на	5	4
58	шекспира и	2	4
59	в данном	2	4
60	в каждом	2	3
61	и без	2	3
62	не столько	2	3
63	из этих	3	3
64	говорит и	2	3
65	к этому	2	3
66	его как	4	3
67	тому же	4	3
68	было бы	2	3
69	же время	9	3
70	по поводу	4	3
71	известной степени	4	3
72	если в	2	3
73	с ее	5	3
74	в целом	2	3
75	данном случае	2	3
76	как в	3	3
77	все это	7	3
78	так в	2	3
79	то же	11	3
80	не было	3	3
81	этом отношении	5	3
82	еще и	3	3
83	именно в	3	3
84	в году	3	3
85	до известной	4	3
86	его не	4	3
87	роль в	2	3
88	мы не	4	3
89	ничего не	4	3
90	здесь и	5	3
91	с этим	4	3
92	точки зрения	4	3
93	он и	3	3
94	говорить о	2	3
95	в то	11	3
96	жизнь и	2	3
97	его в	5	3
98	здесь не	6	3
99	в особенности	2	3
100	как это	4	3
101	для всех	3	2
102	все эти	5	2
103	все они	4	2
104	в них	6	2
105	это не	3	2
106	но они	3	2
107	и от	4	2
108	в нем	10	2
109	несмотря на	2	2
110	в романе	11	2
111	вплоть до	2	2
112	с тем	2	2
113	мира и	8	2
114	по своему	4	2
115	в большинстве	2	2
116	это и	5	2
117	со всеми	5	2
118	в общем	4	2
119	например в	5	2
120	хотя и	5	2
121	в ней	8	2
122	об этом	4	2
123	от его	3	2
124	а также	4	2
125	даже в	2	2
126	один из	2	2
127	то что	2	2
128	когда он	2	2
129	во всех	13	2
130	вместе с	3	2
131	что она	3	2
132	связь с	3	2
133	не может	5	2
134	в отличие	2	2
135	в себя	5	2
136	и вот	3	2
137	самом деле	5	2
138	в значительной	2	2
139	не мог	4	2
140	с точки	2	2
141	и он	3	2
142	и для	3	2
143	и прежде	3	2
144	сказать что	4	2
145	мы можем	2	2
146	нуждается в	3	2
147	и здесь	4	2
148	только в	4	2
149	на эту	2	2
150	и т.д	2	2
151	и все	7	2
152	дело в	3	2
153	там где	3	2
154	отличие от	2	2
155	но в	14	2
