N	2gram	Vinokur_Vv_1	Psycholo
1	и в	27	38
2	то что	17	35
3	в том	31	25
4	в самом	12	25
5	самом деле	6	21
6	что в	11	20
7	может быть	24	19
8	и что	4	18
9	что она	3	16
10	точки зрения	7	16
11	в ней	3	15
12	если бы	2	14
13	том что	26	14
14	как бы	5	14
15	и т	43	14
16	потому что	14	14
17	в этой	3	13
18	в этом	34	13
19	было бы	5	12
20	не только	21	12
21	таким образом	19	12
22	не в	8	12
23	что он	4	11
24	что это	3	10
25	в сущности	3	10
26	то же	8	10
27	же самое	2	10
28	и не	13	10
29	о которых	2	9
30	с точки	2	9
31	того чтобы	21	9
32	все же	8	8
33	с тем	6	8
34	с этим	2	8
35	в одном	4	8
36	вовсе не	6	8
37	как и	5	8
38	так что	5	8
39	и как	9	8
40	как раз	4	8
41	для того	21	8
42	и то	5	8
43	и это	6	8
44	с другой	8	7
45	в ее	11	7
46	а не	3	7
47	мы можем	2	7
48	не может	13	7
49	как мы	9	7
50	может служить	3	7
51	а в	5	7
52	заключается в	4	7
53	между тем	8	7
54	из них	3	6
55	к тому	4	6
56	мы видели	2	6
57	до сих	5	6
58	один из	6	6
59	в котором	4	6
60	не имеет	4	6
61	тому что	2	6
62	с одной	4	6
63	так как	13	6
64	как это	5	6
65	и его	5	6
66	и на	3	6
67	в которых	6	6
68	о том	15	6
69	ясно что	9	6
70	казалось бы	2	5
71	должна быть	2	5
72	в своем	3	5
73	в какой	4	5
74	на этом	3	5
75	одной стороны	4	5
76	несмотря на	2	5
77	в своей	4	5
78	время в	2	5
79	вместе с	6	5
80	но и	5	5
81	сих пор	5	5
82	другой стороны	5	5
83	т п	5	5
84	в той	7	5
85	мы не	2	5
86	в другом	3	5
87	о котором	8	5
88	в его	10	5
89	что если	2	4
90	никогда не	3	4
91	в тех	2	4
92	по своему	5	4
93	при этом	3	4
94	что с	3	4
95	и для	4	4
96	во всех	2	4
97	но если	3	4
98	она была	2	4
99	речь идет	2	4
100	не мог	2	4
101	не могли	2	4
102	в нем	13	4
103	что и	3	4
104	в целом	5	4
105	т д	37	4
106	в течение	5	4
107	все эти	3	4
108	при помощи	2	4
109	того что	12	4
110	из которых	2	4
111	и даже	5	4
112	в своих	2	4
113	сказать что	5	4
114	и совершенно	2	4
115	только в	13	4
116	как будто	3	4
117	одна из	2	4
118	в себе	4	4
119	в виду	4	4
120	как на	11	3
121	в них	4	3
122	из этих	5	3
123	со всей	3	3
124	к этому	3	3
125	так называемой	3	3
126	совсем не	3	3
127	того же	3	3
128	с теми	2	3
129	наряду с	2	3
130	из двух	2	3
131	должен быть	4	3
132	не к	2	3
133	все это	6	3
134	это только	4	3
135	что не	5	3
136	по его	2	3
137	и тем	5	3
138	того как	3	3
139	тем что	6	3
140	состоит в	2	3
141	в то	5	3
142	его в	6	3
143	здесь не	2	3
144	на тему	2	3
145	но в	10	3
146	в общем	12	2
147	в данном	11	2
148	не могут	5	2
149	все более	3	2
150	в этих	3	2
151	смысле этого	8	2
152	к самой	2	2
153	следует что	2	2
154	хотя бы	5	2
155	так например	6	2
156	с этой	4	2
157	лежит в	2	2
158	при том	5	2
159	во всяком	3	2
160	надо было	2	2
161	что оно	2	2
162	но что	3	2
163	что именно	2	2
164	и ее	4	2
165	только что	4	2
166	до конца	3	2
167	уже не	5	2
168	у нас	2	2
169	по существу	2	2
170	находятся в	2	2
171	это есть	2	2
172	в силу	3	2
173	что здесь	2	2
174	что чем	2	2
175	например в	2	2
176	должен был	4	2
177	и той	2	2
178	всяком случае	3	2
179	в известных	2	2
180	для этого	3	2
181	то это	3	2
182	и уже	3	2
183	не иначе	2	2
184	дело не	3	2
185	данном случае	5	2
186	со стороны	12	2
187	говорит о	3	2
188	что же	3	2
189	в прямом	2	2
190	внимание на	4	2
191	так же	3	2
192	в виде	4	2
193	еще и	3	2
194	не просто	4	2
195	одной и	2	2
196	и вот	3	2
197	есть только	2	2
198	той же	4	2
199	в качестве	7	2
200	в конце	3	2
201	говорит он	2	2
202	одно из	5	2
203	нельзя не	4	2
204	представляет собой	12	2
205	но как	2	2
206	в истории	9	2
207	что даже	2	2
208	чтобы он	2	2
209	его к	2	2
210	этого слова	2	2
211	представляют собой	6	2
212	прямом смысле	2	2
213	всего того	2	2
214	когда мы	2	2
215	ничего не	2	2
