N	2gram	Trubetskoy_1	FransuaR
1	и в	26	56
2	то есть	4	24
3	в его	5	18
4	таким образом	22	17
5	все эти	6	15
6	в этом	15	14
7	в том	11	13
8	так и	6	13
9	в то	4	12
10	в этих	4	11
11	как бы	12	11
12	в них	2	11
13	то же	4	11
14	же время	2	10
15	еще не	2	10
16	в эпоху	7	10
17	только в	4	9
18	в самом	4	9
19	но и	9	9
20	и не	8	9
21	том что	7	8
22	по своему	2	8
23	не только	10	8
24	в нем	4	8
25	во всех	2	8
26	сих пор	5	8
27	все это	6	8
28	и даже	3	8
29	до сих	5	8
30	и с	10	8
31	и на	2	7
32	прежде всего	2	6
33	в этой	4	6
34	потому что	7	6
35	точки зрения	13	6
36	связи с	9	6
37	и все	2	6
38	но в	7	6
39	но не	8	5
40	с его	2	5
41	никогда не	5	5
42	в отношении	6	5
43	и другие	3	5
44	одним из	2	5
45	он не	4	5
46	один из	2	5
47	мы видели	2	5
48	в процессе	2	5
49	что в	9	5
50	не было	2	5
51	в результате	3	5
52	во время	4	5
53	в области	9	5
54	что все	4	4
55	что это	3	4
56	в себе	6	4
57	в качестве	3	4
58	и к	5	4
59	конечно не	2	4
60	наконец в	2	4
61	и потому	6	4
62	пор еще	2	4
63	с одной	7	4
64	при этом	3	4
65	того чтобы	5	4
66	о том	6	4
67	по своей	2	4
68	так как	9	4
69	в которой	3	4
70	но по	3	4
71	том числе	5	3
72	в своем	3	3
73	характер носят	2	3
74	в образе	2	3
75	главным образом	8	3
76	и здесь	2	3
77	так что	3	3
78	может быть	10	3
79	и о	3	3
80	одной из	5	3
81	а также	2	3
82	что и	6	3
83	то что	7	3
84	связь с	2	3
85	в связи	3	3
86	уже не	3	3
87	и наконец	2	3
88	не в	2	3
89	сказать что	2	3
90	между тем	2	3
91	к его	2	3
92	и т.д	6	3
93	к которому	2	3
94	только не	2	2
95	если бы	3	2
96	в виде	4	2
97	с другой	8	2
98	уже в	2	2
99	не как	2	2
100	в других	3	2
101	связанный с	2	2
102	в одном	3	2
103	к этому	3	2
104	что он	4	2
105	можно сказать	3	2
106	так например	2	2
107	душ и	3	2
108	похож на	2	2
109	ни было	2	2
110	и как	3	2
111	к концу	3	2
112	для эпохи	2	2
113	из всех	3	2
114	числе и	4	2
115	для него	3	2
116	одной стороны	7	2
117	из них	7	2
118	несмотря на	6	2
119	а в	4	2
120	очень много	2	2
121	к ним	3	2
122	в котором	4	2
123	все же	6	2
124	в мире	5	2
125	благодаря этому	2	2
126	когда он	3	2
127	вместе с	15	2
128	или менее	5	2
129	целый ряд	4	2
130	так же	5	2
131	не может	4	2
132	то ни	2	2
133	у всех	2	2
134	образом в	5	2
135	культуры и	3	2
136	в значительной	3	2
137	а не	5	2
138	для того	5	2
139	из которых	4	2
140	с одним	2	2
141	к нему	7	2
142	и для	5	2
143	с точки	6	2
144	бы то	2	2
145	и те	3	2
146	с этой	3	2
147	людей и	2	2
148	в которых	4	2
149	связан с	2	2
150	и при	3	2
151	но с	3	2
152	народная культура	2	2
153	той или	2	2
154	начиная с	2	2
155	далеко не	4	2
156	что эти	3	2
157	с тем	18	2
158	не потому	2	2
159	более или	5	2
160	грань между	2	2
161	в эту	2	2
