N	2gram	Bakhtin_Pr_1	Myshleni
1	в процессе	4	27
2	и в	29	25
3	в том	8	23
4	том что	7	20
5	что в	8	17
6	так же	6	17
7	таким образом	12	17
8	в основе	4	16
9	как и	12	15
10	то что	15	15
11	в его	24	15
12	в этом	22	14
13	может быть	24	13
14	в целом	6	13
15	так как	6	12
16	могли бы	2	11
17	перед нами	5	10
18	как бы	19	10
19	и не	31	10
20	и что	2	10
21	было бы	5	10
22	что и	4	10
23	только в	10	10
24	связи с	2	9
25	как в	6	9
26	ни в	3	9
27	тем что	4	8
28	как мы	4	8
29	уже в	3	7
30	все эти	9	7
31	по себе	8	7
32	самого начала	2	6
33	с другой	3	6
34	не в	7	6
35	и у	3	6
36	совпадает с	2	6
37	один из	2	6
38	не может	12	6
39	и на	7	6
40	потому что	8	6
41	мы должны	3	6
42	что он	8	6
43	в отношении	2	6
44	зависимости от	5	6
45	но не	9	6
46	не только	15	6
47	все же	9	6
48	благодаря этому	2	6
49	точки зрения	19	6
50	все это	6	6
51	можно было	2	6
52	так и	7	5
53	именно в	5	5
54	и как	7	5
55	но это	4	5
56	для него	18	5
57	при этом	2	5
58	друг с	2	5
59	между отдельными	2	5
60	одним из	6	5
61	что она	6	5
62	если бы	9	5
63	в зависимости	5	5
64	мы уже	2	5
65	и к	2	5
66	входит в	7	5
67	из которых	2	5
68	могут быть	6	5
69	в этой	4	5
70	не могут	6	4
71	никогда не	3	4
72	в своем	8	4
73	прежде всего	7	4
74	в смысле	2	4
75	всяком случае	3	4
76	но и	14	4
77	от того	4	4
78	то и	2	4
79	друг друга	3	4
80	а в	7	4
81	сказать что	3	4
82	говорит он	6	4
83	в то	10	4
84	с ним	5	4
85	с этим	2	4
86	что оно	2	4
87	еще не	5	4
88	он не	5	4
89	приводит к	3	4
90	той же	5	4
91	во всяком	5	4
92	и это	5	4
93	там где	10	4
94	ни один	3	4
95	с этой	2	3
96	на ряд	2	3
97	в себя	3	3
98	и сам	2	3
99	в самом	10	3
100	в котором	2	3
101	другой стороны	3	3
102	отличается от	3	3
103	по отношению	8	3
104	в которых	2	3
105	этом отношении	3	3
106	в результате	4	3
107	их в	4	3
108	между тем	5	3
109	его в	6	3
110	были бы	4	3
111	не как	14	3
112	в жизни	2	3
113	но как	3	3
114	его к	2	3
115	мы видим	2	3
116	эта форма	2	3
117	сами по	3	3
118	не есть	2	3
119	и слово	3	3
120	между ними	2	3
121	этот вопрос	2	3
122	то же	14	2
123	все время	2	2
124	подходит к	2	2
125	тому что	3	2
126	и одновременно	3	2
127	и благодаря	2	2
128	и от	2	2
129	является для	2	2
130	в один	2	2
131	ни было	2	2
132	так что	2	2
133	но все	5	2
134	в построении	4	2
135	является не	2	2
136	в нем	19	2
137	в свете	4	2
138	поэтому в	2	2
139	здесь мы	2	2
140	должно быть	4	2
141	как на	3	2
142	на себя	2	2
143	в своих	3	2
144	на его	2	2
145	и здесь	3	2
146	зрения на	7	2
147	бы в	3	2
148	лишь на	3	2
149	в чисто	2	2
150	в плане	5	2
151	но они	2	2
152	с его	9	2
153	всех этих	2	2
154	находит свое	2	2
155	само по	3	2
156	однако в	2	2
157	в них	3	2
158	на котором	3	2
159	к другому	2	2
160	и во	2	2
161	в одном	10	2
162	этом смысле	10	2
163	и могут	2	2
164	таким же	3	2
165	же в	2	2
166	мы остановимся	2	2
167	одна из	3	2
168	все что	3	2
169	есть и	2	2
170	с их	5	2
171	тот же	2	2
172	и потому	6	2
173	оно не	3	2
174	отношению к	8	2
175	в мире	6	2
176	в своей	8	2
177	находится в	2	2
178	нами в	2	2
179	уже не	13	2
180	на этот	2	2
181	и для	4	2
182	и его	14	2
183	как их	3	2
184	с другими	7	2
185	тому как	3	2
186	на пути	2	2
187	в себе	7	2
188	а как	7	2
