N	3gram	Vygotskiy__2	Problema
1	о том что	4	14
2	во всяком случае	6	10
3	в этом смысле	2	5
4	в данном случае	3	5
5	то же самое	2	5
6	с одной стороны	7	5
7	в связи с	6	5
8	между знаком и	3	5
9	на то что	6	4
10	более или менее	2	4
11	сама по себе	2	4
12	в том что	21	4
13	одной стороны и	2	3
14	хотя бы и	2	3
15	только тогда когда	2	3
16	не может быть	6	3
17	в том числе	3	2
18	том числе и	3	2
19	для того чтобы	10	2
20	по этому поводу	3	2
21	том что в	2	2
22	друг от друга	2	2
23	в самом деле	4	2
24	вопрос о том	2	2
25	должны были бы	2	2
26	можно было бы	5	2
27	само по себе	2	2
28	подобно тому как	2	2
29	на самом деле	2	2
30	заключается в том	7	2
