N	2gram	Ircho_Kome_1	Analitik
1	в качестве	4	31
2	может быть	9	29
3	в том	11	27
4	не может	2	22
5	и не	8	21
6	в частности	3	19
7	и в	22	18
8	но и	11	17
9	не только	10	15
10	не в	6	14
11	как и	9	13
12	в его	5	13
13	в этом	3	13
14	том что	12	12
15	при этом	5	12
16	в себе	2	11
17	но не	2	10
18	то же	6	9
19	а в	6	9
20	в то	10	9
21	в принципе	2	8
22	но в	4	8
23	к тому	6	7
24	времени и	2	6
25	прежде всего	5	6
26	перед лицом	3	6
27	же время	4	6
28	в самом	2	6
29	в сущности	2	6
30	то что	2	6
31	в себя	2	6
32	отличие от	2	6
33	по отношению	3	6
34	точки зрения	4	6
35	по своей	2	6
36	только в	3	6
37	и как	3	5
38	в этой	7	5
39	что в	6	5
40	такого рода	6	5
41	отношению к	3	5
42	в целом	3	5
43	в их	4	5
44	и его	8	5
45	между тем	5	5
46	и на	3	5
47	о том	8	5
48	могут быть	3	4
49	столь же	2	4
50	с другой	5	4
51	ни в	6	4
52	тому же	6	4
53	того же	2	4
54	в области	2	4
55	все же	3	4
56	вместе с	2	4
57	так и	5	4
58	именно в	4	4
59	ни было	2	4
60	из которых	2	4
61	в другом	4	4
62	не следует	2	4
63	как правило	3	4
64	место в	3	3
65	в рамках	2	3
66	однако в	3	3
67	и одновременно	3	3
68	то ни	2	3
69	и все	3	3
70	в любом	3	3
71	в нем	4	3
72	что он	6	3
73	и т	9	3
74	в силу	2	3
75	как известно	2	3
76	еще не	2	3
77	одной стороны	3	3
78	он не	3	3
79	в котором	4	3
80	даже в	3	3
81	что и	4	3
82	бы то	2	3
83	таким образом	8	3
84	с одной	3	3
85	к нему	2	3
86	т п	5	3
87	как будто	2	3
88	будто бы	2	3
89	а также	4	3
90	в противоположность	2	2
91	одному из	2	2
92	на все	2	2
93	для этого	2	2
94	вовсе не	2	2
95	вопрос о	3	2
96	в начале	3	2
97	х годов	3	2
98	такой же	2	2
99	и сам	3	2
100	отношение к	3	2
101	было бы	2	2
102	несмотря на	4	2
103	на его	5	2
104	за пределы	2	2
105	и о	3	2
106	и самого	2	2
107	одного из	6	2
108	еще в	5	2
109	один из	5	2
110	не к	2	2
111	из них	10	2
112	не говоря	2	2
113	со стороны	2	2
114	который в	2	2
115	другой стороны	5	2
116	на этом	2	2
117	этом отношении	3	2
118	едва ли	7	2
119	и по	6	2
120	как мы	4	2
121	на себя	2	2
122	каждый из	3	2
123	для себя	2	2
124	см ниже	3	2
125	же самое	2	2
126	так как	4	2
127	потому что	5	2
128	в которой	6	2
129	в сознании	3	2
130	и с	3	2
