N	2gram	Bakhtin_Fr_6	Literetu
1	а не	2	20
2	и в	41	19
3	может быть	2	17
4	то же	5	12
5	и не	3	11
6	и т.п	19	10
7	в том	2	10
8	как и	7	10
9	но и	13	10
10	же время	5	9
11	не может	4	9
12	в этом	12	9
13	в то	6	9
14	с другой	4	8
15	не только	10	8
16	и даже	4	8
17	том что	7	7
18	то что	10	7
19	так и	5	7
20	с одной	4	7
21	в себе	5	6
22	одной стороны	4	6
23	при этом	3	6
24	себя в	2	6
25	и на	9	6
26	у нас	4	5
27	но не	2	5
28	он не	2	5
29	вместе с	6	5
30	в году	6	5
31	того что	3	5
32	то есть	24	5
33	что в	7	4
34	в частности	2	4
35	прежде всего	10	4
36	не в	4	4
37	того же	4	4
38	в ней	4	4
39	в его	7	4
40	еще в	5	4
41	даже в	4	4
42	один из	6	4
43	жизни и	3	4
44	так что	2	4
45	другой стороны	2	4
46	мы не	2	4
47	каждый из	2	4
48	тем что	5	4
49	точки зрения	2	4
50	в искусстве	3	4
51	в области	2	4
52	никогда не	8	3
53	что он	6	3
54	в нем	16	3
55	и как	4	3
56	одним из	4	3
57	но это	3	3
58	в начале	3	3
59	в этой	8	3
60	и он	5	3
61	в сущности	8	3
62	во всех	17	3
63	и др	10	3
64	данном случае	2	3
65	а именно	2	3
66	и для	3	3
67	этом отношении	3	3
68	так как	10	3
69	но с	2	3
70	с точки	2	3
71	а в	4	3
72	и его	13	3
73	и то	2	3
74	и с	16	3
75	в данном	3	3
76	в другом	4	3
77	на этом	2	2
78	уже в	4	2
79	у него	7	2
80	для этого	2	2
81	в них	7	2
82	с этой	3	2
83	в конце	2	2
84	а за	2	2
85	в одном	5	2
86	в третьем	3	2
87	вовсе не	7	2
88	из того	2	2
89	а также	5	2
90	для нас	2	2
91	в ее	5	2
92	а затем	4	2
93	сила и	2	2
94	все что	4	2
95	ведь это	2	2
96	до конца	2	2
97	тот же	4	2
98	было бы	3	2
99	и сам	3	2
100	одной из	3	2
101	в образах	9	2
102	как бы	7	2
103	был бы	2	2
104	как он	2	2
105	все же	4	2
106	но уже	2	2
107	из ведущих	2	2
108	из них	5	2
109	в истории	2	2
110	и до	7	2
111	как раз	2	2
112	той же	5	2
113	с образом	2	2
114	и что	5	2
115	что не	3	2
116	и наконец	4	2
117	в результате	4	2
118	потому что	3	2
119	в основе	4	2
120	о том	9	2
121	это прежде	2	2
122	как это	2	2
123	с ним	4	2
124	в него	3	2
125	но в	8	2
126	мира в	2	2
