N	2gram	Medvedev_F_3	Problema
1	и в	27	44
2	вовсе не	28	37
3	и не	30	35
4	не есть	4	35
5	может быть	25	28
6	потому что	7	25
7	по себе	4	25
8	то что	8	23
9	в том	7	21
10	только в	8	19
11	а не	17	18
12	в этом	18	17
13	для нас	3	16
14	сказать что	3	16
15	если мы	7	16
16	и даже	2	14
17	художественного произведения	7	14
18	не только	9	14
19	не в	12	13
20	и т	11	13
21	т д	6	13
22	то же	15	13
23	но в	6	12
24	том что	4	12
25	не является	5	11
26	не менее	7	10
27	но и	10	10
28	в виду	3	10
29	отнюдь не	8	10
30	у нас	3	10
31	как и	14	10
32	тем не	2	10
33	так и	21	10
34	это не	3	9
35	и от	11	9
36	и тем	3	9
37	в нем	15	9
38	и с	3	9
39	же самое	3	9
40	как бы	8	9
41	так как	9	9
42	что он	6	9
43	в то	7	9
44	никак не	3	9
45	в его	7	9
46	что и	2	9
47	в данном	6	9
48	во всяком	6	9
49	и это	2	9
50	таким образом	18	9
51	что в	8	8
52	или иной	2	8
53	ни в	8	8
54	смысле слова	2	8
55	того что	3	8
56	но это	2	8
57	было бы	6	8
58	что же	5	8
59	художественное произведение	11	8
60	как раз	8	8
61	как мы	8	8
62	в себе	3	8
63	связи с	5	8
64	здесь не	2	8
65	с другой	6	7
66	данном случае	4	7
67	не может	24	7
68	в связи	4	7
69	уже не	3	7
70	все эти	6	7
71	и что	3	7
72	мы должны	2	7
73	это и	2	7
74	и потому	5	7
75	на самом	14	7
76	мы не	4	7
77	никогда не	5	6
78	для этого	2	6
79	то ни	4	6
80	можно сказать	3	6
81	но если	2	6
82	всяком случае	6	6
83	в целом	4	6
84	жизни и	4	6
85	и только	2	6
86	сами по	2	6
87	ясно что	3	6
88	о том	4	6
89	все же	6	6
90	мы можем	4	6
91	в конце	3	5
92	да и	4	5
93	что они	5	5
94	с тем	7	5
95	как о	2	5
96	в ней	5	5
97	другой стороны	5	5
98	все это	7	5
99	в своем	2	5
100	точки зрения	16	5
101	в таком	2	5
102	еще не	6	5
103	за пределы	2	5
104	в своей	6	5
105	как в	4	5
106	так же	9	5
107	только на	4	5
108	и его	19	5
109	этого слова	2	5
110	тому что	3	4
111	это значит	2	4
112	при этом	8	4
113	и притом	2	4
114	совершенно не	7	4
115	ни с	2	4
116	отличается от	2	4
117	знака и	2	4
118	же деле	2	4
119	же и	4	4
120	чем же	2	4
121	и является	4	4
122	в искусстве	7	4
123	раз и	3	4
124	самом же	2	4
125	бы то	4	4
126	мы уже	3	4
127	в ее	4	4
128	совсем другое	2	4
129	тем что	5	4
130	в каком	2	4
131	дело в	2	4
132	он является	2	3
133	уже в	4	3
134	же как	3	3
135	что это	3	3
136	формы и	3	3
137	именно потому	2	3
138	прежде всего	4	3
139	к тому	4	3
140	ни было	5	3
141	и как	4	3
142	находятся в	2	3
143	в этой	2	3
144	здесь и	6	3
145	в самом	11	3
146	бы к	2	3
147	отношения к	2	3
148	именно так	5	3
149	но эта	2	3
150	являются только	2	3
151	и очень	2	3
152	в которых	3	3
153	может иметь	2	3
154	его в	7	3
155	бы быть	2	3
156	конце концов	2	3
157	если бы	12	3
158	в условиях	3	3
159	говорят о	2	3
160	художественном произведении	3	3
161	говорить о	2	3
162	то в	2	3
163	но не	5	3
164	в художественном	5	3
165	она не	4	3
166	но оно	2	3
167	не значит	2	3
168	но уже	2	3
169	из этого	4	3
170	и все	8	3
171	в той	3	3
172	самом деле	16	3
173	и тогда	2	3
174	хотя бы	6	3
175	то или	2	3
176	отличие от	2	3
177	и ее	6	3
178	если же	5	3
179	слова и	4	3
180	ничего не	2	3
181	или иное	2	2
182	ведь не	2	2
183	в этих	3	2
184	в отношении	2	2
185	а вовсе	4	2
186	того же	3	2
187	ее и	2	2
188	всех этих	2	2
189	является не	2	2
190	совсем не	5	2
191	ни для	2	2
192	и следовательно	3	2
193	тем же	7	2
194	от его	3	2
195	в котором	2	2
196	однако в	2	2
197	с ее	2	2
198	из них	2	2
199	для чего	2	2
200	от того	2	2
201	за счет	2	2
202	произведения и	3	2
203	ведь если	2	2
204	друг друга	5	2
205	к одной	2	2
206	в результате	5	2
207	в основе	3	2
208	он и	3	2
209	переходит в	2	2
210	только то	3	2
211	бы в	6	2
212	как это	4	2
213	том как	2	2
214	произведения в	6	2
215	поэтому и	2	2
216	в самой	2	2
217	является в	2	2
218	нисколько не	2	2
219	и более	3	2
220	для них	7	2
221	это понятие	2	2
222	то он	3	2
223	и во	2	2
224	мы видели	4	2
225	а к	2	2
226	литературы и	3	2
227	от него	2	2
228	не являются	2	2
229	во всех	3	2
230	в слове	4	2
231	мы ни	2	2
232	произведение в	4	2
233	дело не	2	2
234	и именно	2	2
235	в процессе	15	2
236	вместе с	6	2
237	чисто художественной	2	2
238	ровно ничего	2	2
239	к самому	2	2
240	слова как	2	2
241	в отличие	2	2
242	и художественной	2	2
243	жизнь и	3	2
244	и сами	2	2
245	на ее	4	2
246	героя в	3	2
247	к проблеме	3	2
248	целое и	3	2
249	и для	6	2
250	с точки	14	2
251	у них	2	2
252	художественной структуры	2	2
253	ничто не	3	2
254	это можно	2	2
255	мы и	3	2
256	могут быть	4	2
