N	3gram	Vygotskiy__1	Myslijsy
1	в том что	9	13
2	не может быть	8	9
3	тем не менее	2	6
4	только в том	3	6
5	с другой стороны	5	5
6	не в том	5	4
7	и т д	8	4
8	само по себе	5	4
9	только тогда когда	4	4
10	в этом смысле	2	4
11	мы увидим что	2	3
12	так и в	2	3
13	с точки зрения	2	3
14	с одной стороны	5	3
15	сама по себе	2	3
16	а в том	2	3
17	подобно тому как	5	3
18	и той же	3	3
19	одной и той	3	3
20	что и в	2	3
21	в том и	2	2
22	в таком случае	2	2
23	как и в	4	2
24	и т п	15	2
25	не только не	3	2
26	в применении к	2	2
27	все то что	3	2
28	для того чтобы	5	2
