N	2gram	Vygotskiy__5	Otkroven
1	у него	6	22
2	и в	16	19
3	но и	6	13
4	и не	12	13
5	в этом	25	12
6	а не	10	11
7	не в	6	11
8	может быть	9	11
9	не только	16	11
10	вопрос о	12	10
11	в нем	7	10
12	никогда не	5	9
13	потому что	21	9
14	прежде всего	3	9
15	но он	7	7
16	до конца	3	7
17	он не	8	7
18	в его	11	7
19	все это	2	6
20	как и	8	6
21	то что	26	5
22	а в	3	5
23	отношение к	11	5
24	в том	18	5
25	для него	5	5
26	в этой	6	5
27	в самом	4	5
28	его мысли	3	4
29	того чтобы	17	4
30	и его	3	4
31	все эти	4	4
32	не может	18	4
33	что в	16	4
34	к нему	3	3
35	не могут	4	3
36	в этих	3	3
37	и есть	7	3
38	мысли и	5	3
39	это не	4	3
40	что он	25	3
41	того что	16	3
42	для того	14	3
43	хотя бы	5	3
44	в своих	2	3
45	еще не	4	3
46	и от	2	3
47	могут быть	4	3
48	все что	2	3
49	было бы	10	3
50	когда он	2	3
51	никто не	2	3
52	о том	8	3
53	с ним	5	3
54	как бы	5	3
55	в этот	2	2
56	все же	3	2
57	что и	3	2
58	не есть	4	2
59	ее в	3	2
60	он в	3	2
61	с тем	3	2
62	в единстве	2	2
63	в истории	2	2
64	так и	7	2
65	в своем	5	2
66	что у	2	2
67	что все	6	2
68	к этому	3	2
69	по себе	7	2
70	потребность в	4	2
71	и к	2	2
72	не имеет	4	2
73	должно быть	8	2
74	в которой	5	2
75	что для	2	2
76	том что	15	2
77	так что	4	2
78	в другом	6	2
79	ничто не	2	2
80	и на	6	2
81	и то	4	2
82	что они	5	2
83	сказать что	13	2
84	и с	3	2
85	чем в	3	2
86	учение о	2	2
87	тем что	5	2
88	вместо того	3	2
89	его в	2	2
90	в своей	2	2
91	так как	16	2
92	к этой	3	2
93	ничего не	5	2
94	и из	2	2
95	но в	6	2
96	и потому	2	2
