N	2gram	Bakhtin_Fr_1	Problema
1	и не	22	28
2	то есть	45	27
3	не только	10	24
4	только в	7	23
5	вовсе не	18	21
6	в том	16	20
7	и в	65	20
8	не просто	3	16
9	все эти	10	16
10	то что	3	15
11	потому что	5	15
12	той или	5	14
13	но и	10	14
14	точки зрения	7	14
15	или иной	5	13
16	не в	4	13
17	даже и	3	13
18	в себе	3	12
19	том что	6	12
20	прежде всего	11	11
21	с точки	3	11
22	не является	3	10
23	так и	10	10
24	и его	10	10
25	может быть	6	9
26	все это	9	9
27	и даже	8	9
28	в этом	15	9
29	что он	3	8
30	в той	5	8
31	и все	5	8
32	но в	14	8
33	с другой	3	7
34	это не	3	7
35	есть в	5	7
36	еще не	6	7
37	и потому	10	7
38	сказать что	6	7
39	и с	3	7
40	в ней	6	7
41	всех этих	8	6
42	и без	2	6
43	и от	2	6
44	для нас	4	6
45	как и	5	6
46	но это	3	6
47	по своему	8	6
48	при этом	6	6
49	в виду	3	6
50	в таком	2	6
51	и вообще	3	6
52	но не	2	5
53	на самом	6	5
54	хотя и	2	5
55	в нем	13	5
56	здесь в	8	5
57	можно сказать	2	5
58	в ее	3	5
59	да и	2	5
60	жизни и	7	5
61	как в	5	5
62	образности и	3	5
63	не может	3	5
64	в них	5	5
65	так как	6	5
66	уже не	3	5
67	и очень	2	5
68	или в	2	5
69	в этих	2	5
70	о том	2	5
71	и ни	3	5
72	времени и	6	4
73	в отношении	6	4
74	или даже	2	4
75	и для	2	4
76	и во	3	4
77	в одном	5	4
78	в самой	3	4
79	в этой	4	4
80	кроме того	2	4
81	несмотря на	2	4
82	в своей	5	4
83	как бы	22	4
84	же в	2	4
85	во всех	9	4
86	ни с	2	4
87	что не	2	4
88	и наконец	2	4
89	как раз	3	4
90	человеческих отношений	2	4
91	с ним	3	4
92	к тому	2	3
93	это уже	4	3
94	в жизни	4	3
95	ни на	2	3
96	в условиях	13	3
97	и к	4	3
98	как мы	6	3
99	он был	2	3
100	для него	5	3
101	но все	3	3
102	связи с	4	3
103	совершенно не	4	3
104	между прочим	2	3
105	в его	9	3
106	что в	3	3
107	в новое	3	3
108	в своем	8	3
109	еще и	5	3
110	самом деле	3	3
111	что мы	2	3
112	к нему	3	3
113	и на	11	3
114	из них	4	3
115	но как	3	3
116	самой жизни	3	3
117	нет ничего	3	3
118	в области	7	3
119	в частности	5	2
120	основная особенность	2	2
121	значительной мере	2	2
122	о необходимости	2	2
123	еще только	2	2
124	на все	2	2
125	в литературе	6	2
126	с его	5	2
127	нет и	2	2
128	новое и	2	2
129	а его	2	2
130	в это	2	2
131	здесь на	2	2
132	же деле	3	2
133	на его	2	2
134	в самом	4	2
135	за пределы	8	2
136	он не	2	2
137	перестает быть	3	2
138	не вполне	2	2
139	нам кажется	2	2
140	все же	6	2
141	на этой	3	2
142	вся эта	3	2
143	не к	2	2
144	бы быть	2	2
145	только на	2	2
146	и прежде	3	2
147	жизни в	5	2
148	на всех	4	2
149	или к	2	2
150	можно только	4	2
151	но эта	2	2
152	мы здесь	2	2
153	и он	2	2
154	и по	2	2
155	есть только	2	2
156	ни к	2	2
157	друг друга	3	2
158	в других	3	2
159	в значительной	6	2
160	является здесь	2	2
161	выходит за	4	2
162	xix века	5	2
163	это можно	2	2
164	во всем	2	2
165	далеко не	3	2
166	не понимает	4	2
167	его в	7	2
168	и это	2	2
169	дело в	2	2
170	этих образов	2	2
171	весь мир	3	2
172	в чем	2	2
173	которое в	2	2
174	самом же	3	2
175	еще более	5	2
176	это было	2	2
