N	2gram	Potebnia_M_3	Problemy
1	и в	30	43
2	и не	15	29
3	может быть	28	23
4	как бы	3	22
5	не может	6	18
6	но и	19	14
7	как и	10	14
8	и т	5	13
9	точки зрения	2	13
10	в этом	10	13
11	что он	6	13
12	слова в	7	12
13	в нем	9	12
14	в одном	2	12
15	слова и	5	12
16	в каждом	3	11
17	не в	15	11
18	по себе	16	11
19	не только	21	11
20	прежде всего	3	10
21	и на	3	10
22	в его	4	10
23	как мы	7	10
24	еще не	5	9
25	он не	4	9
26	слово и	3	9
27	т п	2	9
28	для него	9	8
29	то же	23	8
30	слово не	5	8
31	и его	4	8
32	или в	3	8
33	слово в	4	8
34	перед нами	2	7
35	до сих	3	7
36	в самом	8	7
37	слова с	3	7
38	в то	10	7
39	то что	18	7
40	сих пор	3	7
41	что же	2	7
42	а не	15	7
43	в том	32	6
44	при этом	3	6
45	в котором	4	6
46	к одному	5	6
47	и наконец	2	6
48	и все	3	6
49	у него	2	6
50	не как	2	6
51	что я	5	6
52	так сказать	2	6
53	на то	2	5
54	так что	7	5
55	же время	5	5
56	у меня	2	5
57	к нему	3	5
58	нам кажется	2	5
59	все это	4	5
60	по отношению	5	5
61	таким образом	14	5
62	а в	12	5
63	и с	2	5
64	слово с	2	5
65	бы в	2	5
66	это слово	4	5
67	вовсе не	7	5
68	о том	2	5
69	но не	7	5
70	было бы	9	5
71	никак не	3	5
72	и что	10	5
73	отношению к	5	5
74	самом деле	2	5
75	в речи	2	5
76	в слове	32	5
77	сам по	5	5
78	в себе	16	5
79	не могут	5	4
80	сама по	2	4
81	что в	17	4
82	в своем	5	4
83	с другой	7	4
84	к тому	7	4
85	но это	6	4
86	между собою	6	4
87	на предмет	2	4
88	по мере	4	4
89	в словах	3	4
90	слово как	5	4
91	т д	3	4
92	должно быть	5	4
93	их в	2	4
94	же и	3	4
95	во время	2	4
96	в произведении	3	4
97	так как	13	4
98	то есть	34	4
99	а как	2	4
100	в них	5	4
101	в своей	2	4
102	том же	2	4
103	и до	2	4
104	там где	3	4
105	мы не	9	4
106	только в	21	4
107	может стать	2	4
108	далеко не	4	4
109	и это	4	4
110	слово может	5	4
111	не менее	5	3
112	в человеке	3	3
113	себя и	4	3
114	есть в	3	3
115	более или	3	3
116	в последнем	3	3
117	и следовательно	3	3
118	зрения и	2	3
119	образом и	3	3
120	в их	2	3
121	в одно	3	3
122	и даже	2	3
123	его в	3	3
124	с ним	6	3
125	между тем	9	3
126	если бы	12	3
127	в приведенном	2	3
128	не знает	3	3
129	она не	2	3
130	мы уже	2	3
131	за пределы	2	3
132	даже в	2	3
133	что и	13	3
134	все же	2	3
135	на него	3	3
136	так и	11	3
137	или менее	3	3
138	только на	3	3
139	уже не	6	3
140	другой стороны	4	3
141	той же	2	3
142	тем что	7	3
143	в виде	2	3
144	могут быть	3	3
145	уже в	5	2
146	самый предмет	2	2
147	та же	2	2
148	из этих	9	2
149	мысли и	2	2
150	человека и	5	2
151	в образе	3	2
152	была бы	4	2
153	для понимания	4	2
154	его к	2	2
155	от них	2	2
156	слова но	2	2
157	словом и	5	2
158	тем не	3	2
159	для нас	20	2
160	ни в	2	2
161	сливается с	2	2
162	себе а	4	2
163	и как	5	2
164	но все	2	2
165	что это	4	2
166	например в	6	2
167	что такое	2	2
168	себе что	2	2
169	то это	6	2
170	в целом	3	2
171	отношение к	2	2
172	в форме	2	2
173	и без	7	2
174	целый ряд	2	2
175	то и	6	2
176	как слово	3	2
177	того что	18	2
178	так же	3	2
179	в которых	2	2
180	сказать что	5	2
181	из них	6	2
182	но этот	2	2
183	в первом	3	2
184	я и	3	2
185	и следует	2	2
186	и та	2	2
187	с этим	6	2
188	нельзя сказать	3	2
189	бы ни	3	2
190	об этом	2	2
191	его жизни	2	2
192	сознании и	2	2
193	и при	4	2
194	по своему	2	2
195	и слова	2	2
196	то время	4	2
197	указывает на	6	2
198	одно и	5	2
199	же слово	2	2
200	же нам	2	2
201	он говорит	2	2
202	и о	2	2
203	этого слова	11	2
204	для себя	3	2
205	не есть	17	2
206	как в	10	2
207	входит в	2	2
208	а с	2	2
209	том что	18	2
210	что не	8	2
211	тем же	4	2
212	слов в	2	2
213	в таком	3	2
214	и то	8	2
215	мы можем	3	2
216	отношении к	2	2
217	бы не	4	2
218	и самое	2	2
219	в каждой	4	2
220	а между	2	2
221	того как	4	2
