N	2gram	Losev_Vlad_2	KulturaY
1	потому что	9	25
2	и в	30	23
3	не только	12	20
4	в том	18	19
5	в этом	20	18
6	и не	18	16
7	было бы	9	15
8	так как	5	15
9	может быть	7	15
10	точки зрения	7	14
11	у нас	6	12
12	в самом	2	12
13	все эти	5	12
14	том что	12	11
15	того чтобы	2	11
16	в области	3	11
17	но в	8	11
18	в русском	2	10
19	что в	12	10
20	по себе	5	10
21	а не	7	10
22	вовсе не	4	9
23	в сущности	2	9
24	то что	20	9
25	для того	2	9
26	хотя бы	3	9
27	можно было	2	9
28	не может	9	9
29	прежде всего	6	8
30	не в	9	8
31	уже не	3	8
32	и что	5	8
33	с точки	3	8
34	что это	4	7
35	не менее	7	7
36	все же	9	7
37	но и	8	7
38	и с	14	7
39	это не	2	6
40	по крайней	4	6
41	крайней мере	4	6
42	да и	3	6
43	в этой	4	6
44	но не	3	6
45	что не	2	6
46	тем не	6	6
47	то же	4	6
48	и на	4	6
49	я не	4	5
50	что он	13	5
51	об этом	6	5
52	по существу	3	5
53	тот же	5	5
54	несмотря на	4	5
55	в его	11	5
56	всяком случае	6	5
57	вместе с	8	5
58	что же	8	5
59	все это	5	5
60	таким образом	3	5
61	и вот	3	5
62	как это	7	5
63	и то	5	5
64	во всяком	6	5
65	само по	2	5
66	только в	6	5
67	также и	6	5
68	в них	3	4
69	к этому	6	4
70	на то	2	4
71	можно сказать	4	4
72	к тому	2	4
73	мы знаем	4	4
74	для нас	7	4
75	ни в	7	4
76	но все	2	4
77	что я	3	4
78	должно быть	3	4
79	хотя и	6	4
80	как бы	5	4
81	в нем	4	4
82	со стороны	4	4
83	так же	4	4
84	в связи	8	4
85	не было	10	4
86	и о	4	4
87	не имеет	2	4
88	в данном	3	4
89	в результате	5	4
90	сказать что	11	4
91	в то	9	4
92	в конце	13	4
93	ничего не	2	4
94	так и	5	4
95	на этом	2	3
96	уже в	3	3
97	нисколько не	2	3
98	казалось бы	2	3
99	у него	19	3
100	всех этих	3	3
101	точно так	3	3
102	гораздо более	2	3
103	этого не	2	3
104	же время	3	3
105	а также	10	3
106	же в	2	3
107	но это	4	3
108	того же	5	3
109	до конца	7	3
110	связи с	8	3
111	в статье	2	3
112	никак не	3	3
113	в ней	4	3
114	он не	4	3
115	что и	3	3
116	уже о	2	3
117	как в	3	3
118	с этим	5	3
119	именно в	4	3
120	те же	3	3
121	как мы	11	3
122	того что	5	3
123	и по	2	3
124	или иначе	3	3
125	а в	11	3
126	и его	6	3
127	конце концов	3	3
128	что можно	3	3
129	последнее время	2	3
130	и это	3	3
131	здесь не	4	3
132	к этой	2	3
133	в виду	2	3
134	в отношении	3	2
135	мы будем	3	2
136	с тем	2	2
137	это в	3	2
138	и есть	2	2
139	в частности	2	2
140	никогда не	7	2
141	с этой	4	2
142	и от	2	2
143	и все	7	2
144	и до	2	2
145	на все	2	2
146	говоря уже	2	2
147	всякого рода	6	2
148	и потому	2	2
149	что если	2	2
150	свою очередь	2	2
151	но что	5	2
152	в свою	3	2
153	как будто	2	2
154	после того	2	2
155	мы с	4	2
156	она не	2	2
157	при этом	5	2
158	по поводу	4	2
159	и если	4	2
160	конечно не	4	2
161	между прочим	7	2
162	что касается	3	2
163	он уже	5	2
164	же и	2	2
165	и даже	10	2
166	так или	3	2
167	до некоторой	2	2
168	к нему	2	2
169	мы видели	2	2
170	но уже	2	2
171	в своей	5	2
172	не говоря	3	2
173	данном случае	2	2
174	а именно	6	2
175	в их	2	2
176	в своем	8	2
177	не на	2	2
178	в отличие	3	2
179	того как	2	2
180	и для	3	2
181	еще и	6	2
182	как и	5	2
183	в году	24	2
184	в той	2	2
185	здесь мы	3	2
186	можно говорить	3	2
187	на этот	4	2
188	той же	4	2
189	что для	2	2
190	некоторой степени	2	2
191	также что	2	2
192	даже и	3	2
193	он и	3	2
194	в своих	2	2
195	и вообще	10	2
196	как у	2	2
197	мы должны	4	2
198	заключается в	2	2
199	но вот	3	2
200	будто бы	2	2
201	а это	3	2
202	отличие от	3	2
203	отношения к	3	2
204	не то	3	2
