N	2gram	Losev_Dial_3	Vladivir
1	и в	24	30
2	то что	14	20
3	в этом	8	20
4	у него	2	19
5	в том	5	18
6	и не	27	18
7	и с	6	14
8	что он	13	13
9	том что	8	12
10	что в	7	12
11	не только	23	12
12	в его	2	11
13	а в	2	11
14	как мы	2	11
15	сказать что	4	11
16	и вообще	2	10
17	и даже	13	10
18	не было	3	10
19	не в	3	9
20	для него	4	9
21	кроме того	6	9
22	было бы	5	9
23	все же	3	9
24	потому что	7	9
25	не может	19	9
26	в то	5	9
27	в своем	3	8
28	но и	9	8
29	что же	11	8
30	но в	2	8
31	не менее	11	7
32	никогда не	7	7
33	точки зрения	25	7
34	и все	6	7
35	ни в	9	7
36	может быть	13	7
37	для нас	2	7
38	а не	26	7
39	как это	5	7
40	еще и	2	6
41	хотя и	5	6
42	прежде всего	8	6
43	и к	5	6
44	об этом	6	6
45	тем не	10	6
46	у нас	4	6
47	то время	4	6
48	только в	5	6
49	всяком случае	2	6
50	во всяком	2	6
51	в себе	2	6
52	жизни и	5	6
53	а именно	2	6
54	и его	5	6
55	также и	2	6
56	и то	4	5
57	и я	3	5
58	по себе	20	5
59	как и	7	5
60	так что	8	5
61	то в	2	5
62	при этом	2	5
63	но что	7	5
64	как бы	3	5
65	для себя	2	5
66	другими словами	7	5
67	так и	5	5
68	все это	6	5
69	с этим	3	5
70	и что	15	5
71	того что	12	5
72	все эти	3	5
73	так как	6	5
74	из этого	2	5
75	разного рода	2	4
76	с его	2	4
77	именно в	2	4
78	с этой	5	4
79	я не	6	4
80	вовсе не	13	4
81	мы знаем	3	4
82	что его	5	4
83	и если	2	4
84	что это	12	4
85	конечно не	4	4
86	несмотря на	2	4
87	и о	3	4
88	в ней	2	4
89	он не	5	4
90	в нем	3	4
91	то это	9	4
92	не есть	54	4
93	крайней мере	5	4
94	со стороны	2	4
95	то же	6	4
96	и он	2	4
97	так же	4	4
98	той же	3	4
99	и на	3	4
100	но это	5	4
101	о том	6	4
102	по крайней	5	4
103	это было	3	4
104	учение о	8	3
105	в них	5	3
106	хотя бы	4	3
107	из этих	2	3
108	точно так	2	3
109	же время	3	3
110	что и	6	3
111	по существу	2	3
112	и как	8	3
113	тем более	3	3
114	но не	2	3
115	он и	3	3
116	в данном	2	3
117	и для	2	3
118	никак не	2	3
119	так или	2	3
120	с точки	14	3
121	только одно	2	3
122	таким образом	13	3
123	только и	2	3
124	никакого отношения	3	3
125	и вот	2	3
126	и больше	4	3
127	уже не	5	3
128	должно быть	3	3
129	в таком	14	3
130	или иначе	2	3
131	в виде	8	3
132	даже и	7	3
133	что можно	2	3
134	не говоря	2	3
135	его на	2	3
136	но вот	2	3
137	и это	4	3
138	нет ничего	9	3
139	когда мы	2	3
140	учения о	2	3
141	к нему	3	2
142	вы не	6	2
143	этого не	2	2
144	с которой	2	2
145	уже и	3	2
146	первый план	4	2
147	и есть	16	2
148	бы его	2	2
149	это не	4	2
150	и от	3	2
151	если не	3	2
152	раз и	3	2
153	бытия и	2	2
154	тогда когда	5	2
155	история и	6	2
156	же они	2	2
157	меня в	2	2
158	вот это	3	2
159	к тому	4	2
160	на первый	4	2
161	на котором	2	2
162	можно и	3	2
163	и можно	2	2
164	же в	2	2
165	друг друга	3	2
166	только тогда	3	2
167	на этом	2	2
168	есть и	12	2
169	само по	5	2
170	она не	3	2
171	мы уже	3	2
172	в самом	7	2
173	в сущности	10	2
174	не мир	3	2
175	в частности	2	2
176	есть просто	4	2
177	же и	2	2
178	на то	3	2
179	и потому	2	2
180	о нем	4	2
181	не вполне	2	2
182	для того	3	2
183	в виду	7	2
184	время как	4	2
185	а что	4	2
186	говоря уже	2	2
187	не имеет	11	2
188	себя в	2	2
189	ровно ничего	3	2
190	бытия в	2	2
191	первых двух	2	2
192	меня и	2	2
193	в их	2	2
194	есть нечто	23	2
195	но его	3	2
196	есть вера	4	2
197	я должен	4	2
198	не на	6	2
199	но то	2	2
200	собственно говоря	4	2
201	иной раз	2	2
202	и притом	5	2
203	как я	2	2
204	и она	2	2
205	а мы	3	2
206	что не	5	2
207	в чем	4	2
208	и по	2	2
209	в сравнении	3	2
210	и нужно	2	2
211	и прежде	3	2
212	его не	2	2
213	что для	5	2
214	нет никаких	2	2
215	нас в	2	2
216	в своих	2	2
217	это значит	24	2
218	их в	2	2
219	сам по	5	2
220	на свои	3	2
221	и во	2	2
222	не о	2	2
223	он дает	2	2
224	того и	2	2
225	что если	2	2
226	и жизни	6	2
227	уже о	2	2
228	тогда и	2	2
229	к этой	2	2
230	в чисто	2	2
231	ничего не	17	2
232	я и	2	2
233	мы не	5	2
