N	2gram	Vinokur_Ku_2	Analitik
1	в этом	18	18
2	в частности	2	16
3	и в	23	16
4	не только	20	16
5	так и	4	15
6	как и	2	14
7	в том	19	12
8	своего рода	4	12
9	но и	7	12
10	и не	16	12
11	том что	11	12
12	в качестве	8	11
13	могут быть	4	10
14	как бы	4	10
15	при этом	2	10
16	а не	10	10
17	в пределах	4	9
18	лишь в	5	9
19	и даже	2	9
20	в этой	6	9
21	ничего не	4	9
22	в данном	4	8
23	отнюдь не	4	8
24	состоит в	2	8
25	всего лишь	3	8
26	к тому	4	7
27	то что	9	7
28	а также	3	7
29	с другой	8	6
30	в самом	12	6
31	и на	6	6
32	говорить о	4	6
33	может быть	15	6
34	как это	5	6
35	но в	11	6
36	данном случае	2	5
37	с одной	2	5
38	не менее	7	4
39	в своем	2	4
40	в конце	4	4
41	можно сказать	4	4
42	у него	3	4
43	этом случае	2	4
44	уже не	8	4
45	не в	8	4
46	но не	6	4
47	того же	3	4
48	тем самым	2	4
49	в сущности	9	4
50	по преимуществу	2	4
51	и тем	5	4
52	как в	3	4
53	все это	5	4
54	как раз	3	4
55	не может	9	4
56	на этом	3	4
57	и его	3	4
58	то же	6	4
59	хотя и	4	4
60	точки зрения	14	4
61	только в	5	4
62	казалось бы	3	3
63	никогда не	2	3
64	в нашем	7	3
65	по крайней	6	3
66	что касается	2	3
67	одного из	2	3
68	на фоне	3	3
69	прежде всего	8	3
70	или иного	2	3
71	этого слова	5	3
72	что на	4	3
73	тем не	6	3
74	есть в	3	3
75	по поводу	2	3
76	было бы	15	3
77	крайней мере	6	3
78	несмотря на	5	3
79	и если	2	3
80	на себе	4	3
81	мы имеем	5	3
82	в речи	6	3
83	или в	4	3
84	что и	3	3
85	со стороны	4	3
86	в их	2	3
87	приводит к	5	3
88	если бы	12	3
89	ответ на	2	3
90	этом отношении	3	3
91	не знает	3	3
92	именно в	3	3
93	того или	2	3
94	можно было	9	3
95	а в	3	3
96	как мы	3	3
97	с ними	2	3
98	и то	5	3
99	в результате	4	3
100	тем что	3	3
101	как будто	2	3
102	сводится к	3	3
103	в конечном	2	3
104	и все	2	3
105	того что	3	2
106	речь идет	2	2
107	была бы	4	2
108	что все	5	2
109	этом смысле	5	2
110	к этому	4	2
111	вовсе не	9	2
112	в одну	2	2
113	по себе	10	2
114	на то	4	2
115	конечном счете	2	2
116	отличие от	2	2
117	по существу	5	2
118	в соответствии	3	2
119	соответствии с	2	2
120	превращается в	2	2
121	же время	3	2
122	что в	10	2
123	она не	2	2
124	еще не	5	2
125	в своей	2	2
126	в таких	3	2
127	себе не	2	2
128	один из	5	2
129	с той	2	2
130	на этой	4	2
131	в отличие	2	2
132	вместе с	5	2
133	дело не	2	2
134	всего в	3	2
135	что она	3	2
136	ли не	2	2
137	другой стороны	7	2
138	вообще и	2	2
139	языка и	8	2
140	отношения к	2	2
141	таким образом	5	2
142	той же	2	2
143	т е	22	2
144	те же	3	2
145	на этот	2	2
146	не имеет	4	2
147	речи в	6	2
148	и для	2	2
149	с точки	8	2
150	так же	4	2
151	роль в	2	2
152	и до	2	2
153	не следует	5	2
154	никак не	3	2
155	между тем	6	2
156	речи и	5	2
157	он не	3	2
158	он и	2	2
159	это только	2	2
160	в то	4	2
161	в его	5	2
162	сказать что	4	2
163	в устах	2	2
