N	2gram	Losev_Prob_1	Hudozhes
1	и в	32	28
2	том что	12	19
3	в ее	3	18
4	и не	31	18
5	в том	9	15
6	а не	15	14
7	не в	4	13
8	в этом	19	13
9	о том	11	12
10	перед нами	5	11
11	как и	3	11
12	при этом	6	11
13	в его	6	11
14	не только	17	11
15	уже не	3	10
16	но и	9	9
17	у чехова	2	9
18	в себе	15	9
19	о чем	6	8
20	в жизни	3	8
21	что он	7	8
22	может быть	14	8
23	так и	12	8
24	между тем	2	8
25	и все	7	7
26	к тому	3	7
27	об этом	10	7
28	что она	5	7
29	с ним	3	7
30	как это	6	7
31	казалось бы	4	6
32	это не	6	6
33	можно сказать	5	6
34	в котором	5	6
35	то что	42	6
36	в своей	8	6
37	если бы	4	6
38	то же	10	6
39	не было	4	6
40	а в	4	6
41	и с	2	6
42	тем что	7	6
43	для себя	3	6
44	в то	6	6
45	я и	2	6
46	с его	2	5
47	что это	3	5
48	не менее	19	5
49	в своем	5	5
50	как бы	14	5
51	как в	4	5
52	да и	3	5
53	в этой	10	5
54	что в	12	5
55	она не	2	5
56	в самом	6	5
57	никогда не	7	5
58	только на	4	5
59	и его	3	5
60	одно из	2	5
61	для него	2	5
62	ничего не	10	5
63	тому что	4	4
64	у вас	2	4
65	тем не	18	4
66	говорит о	3	4
67	то в	5	4
68	но не	9	4
69	что они	3	4
70	в качестве	2	4
71	для того	8	4
72	о своем	2	4
73	и о	8	4
74	он не	3	4
75	и уже	3	4
76	и т	11	4
77	и сама	2	4
78	как раз	13	4
79	то и	6	4
80	не может	8	4
81	того чтобы	9	4
82	подобно тому	2	4
83	как будто	3	4
84	только в	7	4
85	тому как	2	4
86	в других	5	4
87	все время	2	3
88	в них	7	3
89	с другой	3	3
90	что все	3	3
91	прежде всего	10	3
92	в нем	13	3
93	и ее	8	3
94	для нас	5	3
95	самом деле	6	3
96	есть и	3	3
97	еще не	9	3
98	было бы	8	3
99	по поводу	4	3
100	в это	2	3
101	несмотря на	3	3
102	ни о	5	3
103	по преимуществу	2	3
104	мы уже	5	3
105	в этих	3	3
106	все это	7	3
107	едва ли	2	3
108	по его	2	3
109	так же	9	3
110	или в	4	3
111	можно было	3	3
112	с другими	2	3
113	и на	8	3
114	пока еще	3	3
115	на себя	2	3
116	же самое	9	3
117	как он	4	3
118	и это	9	3
119	к нему	3	3
120	только для	3	2
121	он сам	2	2
122	прежде чем	3	2
123	только не	3	2
124	отнюдь не	10	2
125	однако в	2	2
126	именно в	4	2
127	не как	2	2
128	из этих	2	2
129	гораздо более	2	2
130	с собой	2	2
131	вовсе не	35	2
132	вишневого сада	2	2
133	или иного	2	2
134	или иной	5	2
135	о его	2	2
136	как мы	7	2
137	о которых	3	2
138	о любви	2	2
139	же как	2	2
140	он будет	2	2
141	но именно	3	2
142	что не	3	2
143	уже одно	2	2
144	того или	2	2
145	же и	3	2
146	о нем	3	2
147	а также	4	2
148	до сих	3	2
149	не является	5	2
150	один из	4	2
151	оно не	3	2
152	это было	2	2
153	не будет	2	2
154	в первом	2	2
155	как же	3	2
156	из них	3	2
157	вместе с	2	2
158	сих пор	3	2
159	данном случае	8	2
160	что же	9	2
161	но еще	2	2
162	хоть на	2	2
163	здесь не	7	2
164	т д	10	2
165	того как	3	2
166	еще и	5	2
167	именно на	3	2
168	тем самым	4	2
169	хотя бы	3	2
170	и для	4	2
171	с точки	3	2
172	себе но	3	2
173	в данном	9	2
174	и то	6	2
175	сказать что	13	2
176	потому что	16	2
177	однако и	3	2
178	в виде	15	2
179	точки зрения	3	2
180	говорить о	6	2
181	и только	4	2
182	его в	6	2
183	нет ничего	10	2
184	но в	14	2
185	тоже не	7	2
186	том как	2	2
