N	2gram	Bakhtin_Pr_3	DiskursI
1	в себе	5	19
2	при этом	3	17
3	и в	53	16
4	может быть	12	16
5	как и	11	16
6	в этом	8	16
7	и не	15	15
8	а не	11	14
9	и т.п	31	12
10	то есть	48	12
11	в мире	5	11
12	но и	7	11
13	но в	5	11
14	том что	5	10
15	не только	4	10
16	своего рода	3	10
17	так и	6	9
18	не может	2	9
19	в том	14	8
20	а также	4	8
21	как в	7	8
22	не менее	3	7
23	прежде всего	15	7
24	в нем	10	7
25	но не	5	7
26	при всей	2	7
27	с его	2	6
28	еще не	5	6
29	в своей	3	6
30	то же	6	6
31	в своих	2	6
32	по своей	9	6
33	что в	2	5
34	с другой	2	5
35	нового времени	8	5
36	же время	5	5
37	то что	9	5
38	данного жанра	5	5
39	и на	18	5
40	в то	5	5
41	к этому	4	4
42	как бы	14	4
43	по отношению	2	4
44	человека в	3	4
45	в рассказе	2	4
46	потому что	5	4
47	в основе	5	4
48	можно назвать	2	4
49	точки зрения	4	4
50	о том	2	4
51	мира и	2	4
52	перед нами	5	3
53	жизни в	3	3
54	могут быть	4	3
55	в этих	5	3
56	в них	2	3
57	это не	6	3
58	и все	10	3
59	этих жанров	2	3
60	не в	2	3
61	соответствии с	2	3
62	здесь в	10	3
63	не знают	2	3
64	можно сказать	8	3
65	например в	5	3
66	он не	3	3
67	в его	8	3
68	мире и	2	3
69	проявляется в	4	3
70	из них	4	3
71	жизни и	9	3
72	и ее	6	3
73	не было	4	3
74	все эти	9	3
75	жанровой традиции	7	3
76	и наконец	2	3
77	также и	4	3
78	и его	10	3
79	но это	3	3
80	всей своей	2	3
81	не знает	4	3
82	как будто	2	3
83	только в	4	3
84	его в	2	3
85	в творчестве	8	3
86	место в	2	2
87	никогда не	2	2
88	этого жанра	14	2
89	жанровом отношении	4	2
90	и одновременно	4	2
91	в большинстве	4	2
92	в жанровом	4	2
93	бытия и	2	2
94	в той	2	2
95	что он	4	2
96	в соответствии	2	2
97	есть в	3	2
98	времени и	2	2
99	того же	2	2
100	это еще	2	2
101	отношение к	6	2
102	с их	2	2
103	живет в	2	2
104	в ней	7	2
105	далеко не	2	2
106	исторической поэтики	2	2
107	что и	3	2
108	с точки	2	2
109	вместе с	2	2
110	с ней	3	2
111	человеческой жизни	3	2
112	и прежде	6	2
113	именно в	2	2
114	себе самому	6	2
115	в себя	6	2
116	все это	8	2
117	жизни как	4	2
118	и для	4	2
119	а в	2	2
120	той же	5	2
121	их в	2	2
122	и с	6	2
123	не о	2	2
124	говорить о	2	2
125	или по	3	2
126	и это	3	2
127	здесь не	4	2
128	но здесь	2	2
129	в области	3	2
130	между тем	2	2
131	жанров и	2	2
