N	2gram	Tiupa_Hudo_1	Psycholo
1	в том	18	37
2	и в	19	32
3	и что	3	22
4	том что	8	21
5	то что	4	21
6	таким образом	3	21
7	в искусстве	7	21
8	потому что	3	21
9	то есть	18	21
10	что в	6	20
11	так же	2	18
12	может быть	14	18
13	что и	2	17
14	не может	7	17
15	точки зрения	10	17
16	что она	2	16
17	того чтобы	2	14
18	что он	3	13
19	при этом	13	13
20	то же	10	13
21	для того	2	13
22	в этом	11	13
23	по себе	2	12
24	если мы	2	12
25	в самом	5	12
26	не только	16	12
27	заключается в	2	12
28	в основе	4	11
29	как и	2	10
30	но и	10	10
31	и не	15	10
32	с точки	3	10
33	никогда не	2	9
34	как в	2	9
35	не менее	3	8
36	не в	7	8
37	того что	4	8
38	на деле	3	8
39	к тому	4	7
40	и как	3	7
41	а не	9	7
42	говорит что	2	7
43	все эти	2	7
44	и его	12	7
45	сказать что	4	7
46	только в	5	7
47	в этой	2	6
48	он не	4	6
49	как бы	9	6
50	в художественном	4	6
51	о том	2	6
52	если бы	3	6
53	художественного произведения	3	5
54	искусства в	4	5
55	отнюдь не	2	5
56	искусства но	3	5
57	далеко не	2	5
58	все это	2	5
59	как раз	3	5
60	и на	2	5
61	в то	6	5
62	и более	2	4
63	из которого	4	4
64	в жизни	2	4
65	тем не	3	4
66	как это	5	4
67	в чем	2	4
68	а на	5	4
69	иначе говоря	4	4
70	из этого	2	4
71	произведения искусства	4	4
72	и по	2	4
73	и тем	2	4
74	в нем	5	4
75	образом и	2	4
76	а в	12	4
77	мы имеем	6	4
78	и для	2	4
79	в данном	4	4
80	тому что	2	4
81	могут быть	4	4
82	в целом	3	4
83	и это	2	4
84	в произведении	3	4
85	между тем	4	4
86	по своему	2	3
87	состоит в	16	3
88	в частности	13	3
89	конечном счете	5	3
90	искусства если	2	3
91	но он	3	3
92	с другой	7	3
93	не как	2	3
94	и к	3	3
95	а только	4	3
96	об этом	2	3
97	как говорит	3	3
98	но как	2	3
99	в свою	3	3
100	к области	3	3
101	например в	3	3
102	в своей	5	3
103	может служить	2	3
104	один из	2	3
105	с ее	5	3
106	так и	11	3
107	во всех	3	3
108	и ее	3	3
109	в их	5	3
110	в отношении	3	3
111	в конечном	5	3
112	как к	2	3
113	в каком	2	3
114	и то	4	3
115	отношении к	2	3
116	того или	3	3
117	но в	7	3
118	в виду	5	3
119	в узком	3	2
120	слова в	2	2
121	место в	4	2
122	этих двух	2	2
123	есть как	2	2
124	с его	6	2
125	к действительности	3	2
126	искусства как	3	2
127	в них	2	2
128	в какой	2	2
129	это не	2	2
130	одного и	2	2
131	с другими	4	2
132	в одном	2	2
133	была бы	3	2
134	или иного	3	2
135	том и	2	2
136	сводится к	7	2
137	ни в	5	2
138	в романе	3	2
139	же время	5	2
140	всякий раз	2	2
141	свою очередь	2	2
142	еще не	3	2
143	но не	11	2
144	в глаза	2	2
145	того же	2	2
146	для такого	2	2
147	роман и	2	2
148	вовсе не	2	2
149	к нему	3	2
150	в его	9	2
151	не вполне	2	2
152	в ее	5	2
153	в этих	3	2
154	отношение к	5	2
155	сводятся к	2	2
156	отличается от	2	2
157	так в	4	2
158	не на	3	2
159	другой стороны	5	2
160	а с	2	2
161	в самой	2	2
162	отличие от	7	2
163	художественного впечатления	3	2
164	их в	3	2
165	имеем в	3	2
166	в себе	9	2
167	может оказаться	2	2
168	эстетического объекта	4	2
169	в которой	2	2
170	к которому	4	2
171	произведения как	3	2
