N	2gram	Voloshinov_1	Formalny
1	и в	12	24
2	художественного произведения	7	23
3	в его	2	23
4	прежде всего	8	22
5	и не	10	20
6	так и	4	18
7	и пр	3	17
8	не может	16	16
9	точки зрения	14	16
10	социологической поэтики	3	15
11	в этом	4	15
12	в нем	6	14
13	может быть	14	14
14	с точки	2	13
15	таким образом	12	13
16	истории литературы	2	12
17	в своем	2	11
18	не менее	3	11
19	как и	5	11
20	социальной жизни	2	11
21	в своей	3	11
22	и ее	3	10
23	в настоящее	2	10
24	то же	5	10
25	в ней	6	10
26	а не	5	10
27	и его	13	10
28	настоящее время	2	10
29	и потому	2	9
30	в процессе	6	9
31	все это	3	9
32	в то	2	9
33	идеологического творчества	2	9
34	то что	5	8
35	как в	5	8
36	произведения и	3	8
37	и на	4	8
38	не в	4	8
39	и с	3	8
40	место в	2	7
41	должна быть	5	7
42	до конца	2	7
43	не должна	3	7
44	не только	4	7
45	жизни и	4	7
46	но и	3	7
47	на самом	4	7
48	отнюдь не	5	6
49	и все	2	6
50	и здесь	2	6
51	в том	6	6
52	самом деле	3	6
53	до сих	3	6
54	в пределах	3	6
55	она не	2	6
56	еще не	3	6
57	как бы	13	6
58	сих пор	3	6
59	художественное произведение	3	6
60	все эти	3	6
61	социального общения	4	6
62	как это	2	6
63	хотя бы	5	5
64	формы и	3	5
65	по себе	3	5
66	в литературе	4	5
67	социологический метод	2	5
68	при этом	6	5
69	только на	3	5
70	и др	5	5
71	в самом	4	5
72	искусства и	2	5
73	того что	3	5
74	с другой	4	5
75	но в	5	5
76	с его	2	4
77	независимо от	2	4
78	никогда не	5	4
79	социальной группы	3	4
80	стороны и	2	4
81	с другими	2	4
82	и к	4	4
83	одной стороны	2	4
84	если бы	9	4
85	метод в	2	4
86	конечно не	3	4
87	оно не	2	4
88	отношению к	11	4
89	быть и	3	4
90	так же	3	4
91	по отношению	11	4
92	в формах	2	4
93	что в	2	4
94	с одной	2	4
95	как на	2	4
96	с этой	2	4
97	но не	2	3
98	в отношении	2	3
99	перестает быть	2	3
100	поэтического произведения	3	3
101	материала и	4	3
102	в них	3	3
103	то ни	3	3
104	он должен	3	3
105	в жизни	5	3
106	бы то	3	3
107	на все	2	3
108	ясно что	3	3
109	с помощью	6	3
110	художественном произведении	3	3
111	его как	2	3
112	для него	3	3
113	но это	2	3
114	зависимости от	4	3
115	ни на	2	3
116	литературы с	2	3
117	теоретической поэтики	3	3
118	кругозора и	2	3
119	но для	3	3
120	он не	2	3
121	в основном	2	3
122	все же	4	3
123	отношение к	4	3
124	когда он	3	3
125	влияние на	2	3
126	в особенности	2	3
127	мы не	3	3
128	и наконец	3	3
129	между ними	2	3
130	его в	4	3
131	от всех	2	3
132	более того	2	3
133	в себе	3	3
134	как к	3	3
135	в художественном	3	3
136	здесь не	3	3
137	художественной формы	5	2
138	в душе	2	2
139	и более	3	2
140	в нашем	11	2
141	в зависимости	2	2
142	это не	2	2
143	данного коллектива	2	2
144	мы ни	5	2
145	социальной среды	2	2
146	все время	6	2
147	в содержание	3	2
148	ни было	4	2
149	ни в	3	2
150	уже не	4	2
151	но все	2	2
152	литературы и	4	2
153	только в	6	2
154	общения и	2	2
155	от того	4	2
156	несколько подробнее	2	2
157	и является	4	2
158	за пределы	4	2
159	была бы	2	2
160	точка зрения	3	2
161	что и	2	2
162	не есть	2	2
163	на него	2	2
164	вместе с	2	2
165	значения и	2	2
166	как если	4	2
167	и что	2	2
168	бы оно	2	2
169	ко всем	2	2
170	не так	2	2
171	и те	2	2
172	для других	2	2
173	между тем	3	2
174	является для	2	2
175	отношении к	3	2
176	ничего не	2	2
177	если же	2	2
178	с ним	3	2
