N	2gram	Propp_Isto_7	Psycholo
1	в том	7	37
2	и в	24	32
3	и что	10	22
4	том что	10	21
5	то что	7	21
6	таким образом	7	21
7	потому что	9	21
8	что в	13	20
9	так же	6	18
10	может быть	14	18
11	что и	8	17
12	не может	14	17
13	точки зрения	4	17
14	что она	5	16
15	что он	21	13
16	при этом	4	13
17	то же	8	13
18	в этом	12	13
19	в самом	2	12
20	не только	21	12
21	так как	8	12
22	на то	3	11
23	было бы	2	11
24	в основе	2	11
25	при помощи	3	10
26	как и	6	10
27	и т	17	10
28	когда он	3	10
29	но и	11	10
30	и не	4	10
31	никогда не	4	9
32	что при	2	9
33	как в	12	9
34	тем что	6	9
35	что это	6	8
36	не менее	5	8
37	не в	9	8
38	того что	6	8
39	мы знаем	2	7
40	а не	8	7
41	все эти	2	7
42	совершенно ясно	4	7
43	и его	3	7
44	сказать что	2	7
45	только в	6	7
46	что они	3	7
47	тот же	2	6
48	он не	6	6
49	как бы	4	6
50	о том	9	6
51	что у	4	5
52	что его	2	5
53	он говорит	2	5
54	до сих	2	5
55	сих пор	3	5
56	все это	8	5
57	только на	2	5
58	и даже	3	5
59	и на	2	5
60	в то	2	5
61	же как	4	4
62	когда она	2	4
63	с этой	6	4
64	тем не	4	4
65	как это	2	4
66	в чем	5	4
67	в действительности	2	4
68	и когда	2	4
69	и по	3	4
70	и тем	2	4
71	в нем	6	4
72	все же	9	4
73	из них	2	4
74	данном случае	3	4
75	а в	10	4
76	и все	6	4
77	мы имеем	12	4
78	мы видим	10	4
79	не имеет	4	4
80	в данном	4	4
81	тому что	2	4
82	знаем что	3	4
83	с этим	2	4
84	и это	2	4
85	ничего не	5	4
86	того как	3	4
87	не могут	2	3
88	но он	2	3
89	с другой	9	3
90	в конце	3	3
91	точно так	2	3
92	представление о	3	3
93	показывает что	8	3
94	которые не	2	3
95	видим что	3	3
96	по существу	4	3
97	об этом	6	3
98	так что	3	3
99	это значит	2	3
100	например в	3	3
101	что тот	2	3
102	один из	7	3
103	то это	5	3
104	так и	5	3
105	во всех	7	3
106	том чтобы	3	3
107	и так	2	3
108	и ее	2	3
109	в их	4	3
110	этот вопрос	2	3
111	время как	2	3
112	что не	2	3
113	должны быть	3	3
114	и он	3	3
115	приходит к	3	3
116	то время	2	3
117	он в	2	3
118	во всем	2	3
119	мы должны	4	3
120	думать что	2	3
121	та же	2	3
122	тогда когда	3	3
123	но в	5	3
124	видит в	2	3
125	мы не	4	3
126	мы можем	4	3
127	как только	2	2
128	из самых	2	2
129	на вопрос	4	2
130	с его	3	2
131	же что	2	2
132	в них	3	2
133	это не	10	2
134	и от	2	2
135	во сне	2	2
136	и говорит	4	2
137	этой точки	3	2
138	это означает	2	2
139	к которой	2	2
140	но эта	2	2
141	и здесь	12	2
142	ни в	2	2
143	говорит о	2	2
144	такое же	2	2
145	тем более	2	2
146	еще не	8	2
147	но не	6	2
148	того же	2	2
149	она не	2	2
150	и тот	2	2
151	вовсе не	4	2
152	на его	2	2
153	должен был	2	2
154	не имеют	2	2
155	к нему	7	2
156	к ним	2	2
157	не вполне	3	2
158	если в	2	2
159	в ее	2	2
160	для нее	2	2
161	в руках	2	2
162	не так	2	2
163	в состоянии	4	2
164	как он	6	2
165	из анализа	2	2
166	в этих	13	2
167	отношение к	5	2
168	для нас	6	2
169	на том	2	2
170	вместе с	7	2
171	отличается от	2	2
172	на него	2	2
173	себе и	3	2
174	вплоть до	2	2
175	так в	4	2
176	согласиться с	2	2
177	другой стороны	8	2
178	в особенности	2	2
179	показывают что	6	2
180	т д	16	2
181	после того	4	2
182	здесь мы	5	2
183	и другое	2	2
184	и у	2	2
185	на этот	2	2
186	ли он	4	2
187	в других	4	2
188	у того	2	2
189	увидим что	2	2
190	что этот	2	2
191	но это	3	2
192	он дает	3	2
193	имеем в	5	2
194	с того	4	2
195	в свете	3	2
196	ответ на	6	2
197	это происходит	3	2
198	там где	5	2
199	эта форма	3	2
200	в которой	2	2
201	что по	2	2
202	то чтобы	2	2
