N	2gram	Bakhtin_Pr_5	Formalny
1	и в	35	38
2	в этом	14	27
3	может быть	14	23
4	и его	14	21
5	таким образом	7	20
6	и не	27	20
7	в самом	6	16
8	прежде всего	12	15
9	не в	10	15
10	не может	18	14
11	в нем	16	13
12	но и	14	13
13	в пределах	11	12
14	с его	7	11
15	с тем	3	11
16	в том	5	11
17	вовсе не	7	11
18	в его	21	10
19	с другими	2	10
20	и с	12	9
21	как и	18	9
22	при этом	2	9
23	не только	10	9
24	что и	3	8
25	все же	8	8
26	так и	8	8
27	самом деле	10	8
28	тем что	4	8
29	точки зрения	7	8
30	что в	6	7
31	по себе	4	7
32	для него	14	7
33	слова и	11	7
34	в своей	4	7
35	как мы	8	7
36	лишь в	7	7
37	уже не	3	7
38	с точки	2	7
39	в первом	2	7
40	все время	4	6
41	то что	10	6
42	в ней	2	6
43	было бы	3	6
44	вместе с	2	6
45	то же	15	6
46	все эти	3	6
47	а не	4	6
48	как раз	4	6
49	он не	13	6
50	только в	6	6
51	а в	7	6
52	хотя бы	2	6
53	в общем	3	5
54	что он	24	5
55	это и	3	5
56	же время	10	5
57	в слове	6	5
58	в реальном	3	5
59	во всех	3	5
60	что же	7	5
61	с этим	3	5
62	и для	8	5
63	сводится к	3	5
64	всего этого	3	5
65	говорит он	4	5
66	говорить о	3	5
67	в то	11	5
68	бы в	4	5
69	во всяком	4	5
70	всяком случае	4	5
71	не как	3	4
72	раз и	3	4
73	к тому	6	4
74	мы видели	2	4
75	в дальнейшем	2	4
76	что они	6	4
77	в большинстве	2	4
78	в сторону	2	4
79	в сущности	14	4
80	дело идет	3	4
81	не о	4	4
82	как бы	31	4
83	и к	12	4
84	в высшей	3	4
85	из них	3	4
86	вот как	4	4
87	как в	5	4
88	другой стороны	3	4
89	что оно	2	4
90	что не	4	4
91	и наконец	7	4
92	и даже	5	4
93	даже и	3	4
94	высшей степени	3	4
95	там где	7	4
96	ничего не	3	4
97	так как	4	4
98	но в	19	4
99	всех этих	2	3
100	с другой	4	3
101	а как	2	3
102	мы знаем	2	3
103	и как	2	3
104	его нельзя	2	3
105	но все	4	3
106	но именно	2	3
107	например в	2	3
108	его с	5	3
109	и отчасти	2	3
110	в целом	3	3
111	быть и	2	3
112	только на	4	3
113	все это	14	3
114	и прежде	4	3
115	так в	2	3
116	на самом	9	3
117	большинстве случаев	2	3
118	к нему	13	3
119	материалом для	2	3
120	такой же	3	3
121	того что	3	3
122	особенно в	2	3
123	или в	2	3
124	каждый из	2	3
125	и на	6	3
126	сам по	2	3
127	хотя и	2	3
128	он и	5	3
129	как к	5	3
130	слова в	6	3
131	но ведь	2	3
132	и все	15	3
133	его в	4	3
134	что это	4	3
135	так сказать	2	3
136	это было	2	3
137	времени и	2	2
138	между двумя	2	2
139	уже в	3	2
140	самого начала	8	2
141	никогда не	4	2
142	в этих	2	2
143	тому что	2	2
144	для этого	2	2
145	столь же	2	2
146	это не	3	2
147	установкой на	3	2
148	в одной	3	2
149	до крайности	2	2
150	в такой	4	2
151	в конце	5	2
152	этих двух	2	2
153	не просто	2	2
154	и лишь	2	2
155	в ее	3	2
156	до конца	4	2
157	как его	3	2
158	с самого	8	2
159	том что	3	2
160	но это	6	2
161	то в	2	2
162	должна была	2	2
163	от него	6	2
164	но не	6	2
165	совсем не	3	2
166	но как	4	2
167	ни на	2	2
168	было в	2	2
169	что на	2	2
170	ее как	3	2
171	к другому	16	2
172	к другим	2	2
173	без исключения	2	2
174	совпадает с	2	2
175	же и	4	2
176	лишь о	2	2
177	конце концов	3	2
178	в котором	3	2
179	даже в	5	2
180	в самый	2	2
181	есть только	2	2
182	этом смысле	3	2
183	отношение к	6	2
184	ни в	2	2
185	приводит к	2	2
186	тому чтобы	2	2
187	слово и	2	2
188	на этом	2	2
189	то ни	3	2
190	в той	4	2
191	и по	2	2
192	же степени	2	2
193	должно быть	3	2
194	отличие от	2	2
195	только так	2	2
196	с ними	5	2
197	и то	5	2
198	их в	2	2
199	сказать что	3	2
200	между тем	4	2
201	он в	4	2
202	и от	3	2
203	в отличие	2	2
204	и это	5	2
205	из этого	2	2
206	этими двумя	2	2
207	в чем	4	2
208	потому что	8	2
209	в которой	2	2
210	с ним	7	2
211	та же	4	2
212	в плане	6	2
213	слово в	2	2
214	в виду	3	2
