N	2gram	Potebnia_M_3	Stilisti
1	и в	30	42
2	как бы	3	27
3	не только	21	27
4	прежде всего	3	22
5	но и	19	15
6	то же	23	15
7	и не	15	14
8	может быть	28	12
9	не может	6	12
10	точки зрения	2	11
11	как и	10	11
12	мы уже	2	11
13	и как	5	10
14	что мы	8	10
15	мы должны	4	10
16	как мы	7	10
17	в этом	10	10
18	при этом	3	9
19	в то	10	9
20	то что	18	9
21	для того	4	9
22	мы не	9	9
23	все же	2	8
24	в ней	8	8
25	слово как	5	8
26	таким образом	14	8
27	с тем	7	8
28	что же	2	8
29	тем самым	7	8
30	эти слова	2	8
31	в себе	16	8
32	и это	4	8
33	и от	4	7
34	же время	5	7
35	и тем	5	7
36	и на	3	7
37	потому что	46	7
38	так как	13	7
39	было бы	9	7
40	а не	15	7
41	того чтобы	3	7
42	и его	4	7
43	мы можем	3	7
44	только в	21	7
45	в которой	3	7
46	не в	15	6
47	в этой	2	6
48	в свою	3	6
49	на его	2	6
50	в форме	2	6
51	говорящего и	3	6
52	когда мы	2	6
53	в нем	9	6
54	так и	11	6
55	в области	2	6
56	слова в	7	5
57	уже в	5	5
58	независимо от	5	5
59	тому что	3	5
60	и той	2	5
61	и следовательно	3	5
62	мы видели	4	5
63	те же	6	5
64	а в	12	5
65	и с	2	5
66	и наконец	2	5
67	в сознании	15	5
68	что язык	2	5
69	одно и	5	5
70	в его	4	5
71	вместе с	12	5
72	той же	2	5
73	слова и	5	5
74	что это	4	4
75	и без	7	4
76	в каждом	3	4
77	что именно	4	4
78	можно сказать	3	4
79	к тому	7	4
80	но все	2	4
81	свою очередь	3	4
82	в самом	8	4
83	один из	4	4
84	в словах	3	4
85	все это	4	4
86	языка и	2	4
87	того что	18	4
88	так же	3	4
89	о том	2	4
90	его в	3	4
91	бы в	2	4
92	не существует	3	4
93	если бы	12	4
94	мы видим	2	4
95	не знаем	3	4
96	если б	5	4
97	слово не	5	4
98	на него	3	4
99	а с	2	4
100	к своему	2	4
101	уже не	6	4
102	самом деле	2	4
103	тем же	4	4
104	в слове	32	4
105	и то	8	4
106	то есть	34	4
107	на это	4	4
108	так сказать	2	4
109	в разных	2	3
110	до того	4	3
111	язык не	2	3
112	перед нами	2	3
113	слова но	2	3
114	словом и	5	3
115	для нас	20	3
116	но что	2	3
117	в котором	4	3
118	представить себе	3	3
119	в целом	3	3
120	не к	4	3
121	из них	6	3
122	жизни и	2	3
123	от того	8	3
124	заключает в	5	3
125	что оно	11	3
126	и даже	2	3
127	их в	2	3
128	сказать что	5	3
129	в начале	3	3
130	та же	2	3
131	бы мы	2	3
132	то он	2	3
133	и все	3	3
134	в одном	2	3
135	этого слова	11	3
136	об этом	2	3
137	в ее	2	3
138	том что	18	3
139	еще не	5	3
140	должно было	2	3
141	что и	13	3
142	не будет	3	3
143	только на	3	3
144	связь между	2	3
145	если не	4	3
146	деятельности и	2	3
147	и слово	6	3
148	слово и	3	3
149	что такое	2	3
150	то или	2	3
151	слов в	2	3
152	связи с	2	3
153	не знает	3	3
154	может стать	2	3
155	ответ на	3	3
156	место в	3	2
157	быть может	3	2
158	зависит от	6	2
159	в душе	10	2
160	в какой	2	2
161	человека и	5	2
162	не всегда	2	2
163	же слово	2	2
164	в том	32	2
165	развития в	2	2
166	но это	6	2
167	очевидно что	5	2
168	для него	9	2
169	несмотря на	2	2
170	из двух	3	2
171	но мы	2	2
172	отношение к	2	2
173	не говоря	3	2
174	целый ряд	2	2
175	в нас	2	2
176	и содержание	2	2
177	не было	4	2
178	этом отношении	2	2
179	должно быть	5	2
180	всю совокупность	2	2
181	в которых	2	2
182	в разговоре	2	2
183	от нашего	4	2
184	я и	3	2
185	которое не	2	2
186	смысле этого	7	2
187	это слово	4	2
188	с этим	6	2
189	языка мы	2	2
190	к этому	3	2
191	человек не	2	2
192	что он	6	2
193	членораздельный звук	3	2
194	есть не	7	2
195	один акт	2	2
196	слово это	2	2
197	только тогда	9	2
198	только потому	3	2
199	а к	3	2
200	и при	4	2
201	но не	7	2
202	по своему	2	2
203	одной из	2	2
204	и потому	4	2
205	не есть	17	2
206	слова не	2	2
207	в своей	2	2
208	природы и	2	2
209	сих пор	3	2
210	связь с	3	2
211	как в	10	2
212	формы слова	3	2
213	бы не	4	2
214	одной и	4	2
215	к нему	3	2
216	с ним	6	2
217	или в	3	2
218	в языке	7	2
219	тем что	7	2
220	в каком	5	2
221	тем и	3	2
222	и вообще	3	2
223	этих слов	2	2
224	заметить что	3	2
