N	2gram	Voloshinov_1	formyVre
1	и в	19	50
2	в романе	2	32
3	в этом	16	25
4	в нем	10	24
5	человека в	2	17
6	и его	19	16
7	в литературе	2	16
8	прежде всего	13	15
9	и не	26	14
10	как мы	13	14
11	вовсе не	5	13
12	как раз	2	13
13	в его	6	13
14	так и	11	12
15	может быть	26	11
16	таким образом	17	11
17	мы уже	2	11
18	то же	7	11
19	и как	3	10
20	но в	7	10
21	в конце	5	9
22	в том	6	9
23	же время	3	9
24	и др	2	9
25	все эти	7	9
26	в то	3	9
27	не только	8	9
28	ничего не	6	9
29	в самом	10	8
30	и их	2	8
31	но и	8	8
32	и на	4	8
33	жизни в	4	8
34	как и	12	8
35	того же	6	8
36	жизни и	2	8
37	ни в	2	8
38	не было	3	7
39	и во	2	7
40	в условиях	4	7
41	так сказать	6	7
42	все же	8	6
43	в частности	2	6
44	в дальнейшем	3	6
45	с ее	2	6
46	не может	24	6
47	лишь в	9	6
48	так же	7	6
49	в результате	9	6
50	так как	2	6
51	с этим	4	6
52	и все	5	6
53	и того	6	6
54	связи с	11	6
55	во всех	7	6
56	то что	8	6
57	в ее	7	6
58	как в	4	6
59	между двумя	3	6
60	что в	4	5
61	одного и	5	5
62	не в	5	5
63	в пределах	6	5
64	этот процесс	3	5
65	в связи	7	5
66	в основе	2	5
67	точки зрения	34	5
68	но все	3	5
69	если бы	2	5
70	отнюдь не	6	5
71	еще не	4	5
72	он не	3	5
73	в основном	6	5
74	не могло	2	5
75	отношению к	2	5
76	и речи	2	5
77	того чтобы	5	5
78	для того	4	5
79	могут быть	2	5
80	жизни но	2	5
81	том числе	2	4
82	понятно что	3	4
83	в своем	2	4
84	кроме того	6	4
85	до конца	5	4
86	и следовательно	3	4
87	в котором	3	4
88	на этой	2	4
89	все это	3	4
90	между этими	2	4
91	не имеет	3	4
92	для других	2	4
93	и с	2	4
94	в ней	4	4
95	нет ничего	3	4
96	исторического времени	2	4
97	между собой	2	4
98	конечно не	5	4
99	вполне понятно	3	4
100	в процессе	14	4
101	и т.п	10	4
102	том что	3	4
103	и для	11	4
104	только в	9	4
105	и это	3	4
106	не могут	3	3
107	в отношении	4	3
108	формы и	3	3
109	к тому	2	3
110	связаны с	2	3
111	при этом	8	3
112	не имеют	3	3
113	имеет место	2	3
114	себе и	2	3
115	в новое	2	3
116	в виду	2	3
117	по отношению	3	3
118	этом отношении	3	3
119	именно в	5	3
120	и других	2	3
121	друг друга	8	3
122	а в	4	3
123	и те	7	3
124	сказать что	4	3
125	в начале	5	3
126	его в	3	3
127	ни к	2	3
128	а как	3	3
129	для них	2	3
130	в какой-то	2	3
131	не знает	2	3
132	к этому	5	3
133	в качестве	2	3
134	одной из	3	3
135	в сущности	3	3
136	мы говорили	3	3
137	по преимуществу	5	3
138	и потому	5	3
139	иногда очень	2	3
140	что и	2	3
141	сих пор	8	3
142	только на	4	3
143	а не	7	3
144	что не	2	3
145	между ними	4	3
146	мы не	6	3
147	в таком	2	3
148	или в	2	3
149	с другими	3	3
150	более того	3	3
151	во всяком	5	3
152	и ее	3	3
153	в себе	2	3
154	входит в	5	3
155	и вне	2	3
156	этими двумя	2	3
157	до сих	8	3
158	место в	3	2
159	самого начала	4	2
160	же как	2	2
161	никогда не	2	2
162	в нашем	2	2
163	точку зрения	2	2
164	с другой	5	2
165	на материале	8	2
166	что все	2	2
167	вопрос о	4	2
168	или иной	3	2
169	как если	2	2
170	с самого	4	2
171	числе и	2	2
172	в свою	2	2
173	момент в	3	2
174	для него	9	2
175	и иные	2	2
176	но для	2	2
177	места в	3	2
178	к своему	2	2
179	те же	5	2
180	с помощью	6	2
181	во втором	2	2
182	того что	3	2
183	и даже	2	2
184	рядом с	5	2
185	же и	2	2
186	и является	2	2
187	в истории	3	2
188	необходимо чтобы	5	2
189	мы должны	3	2
190	как он	2	2
191	ее целом	3	2
192	вне его	4	2
193	для всех	2	2
194	не является	4	2
195	к другому	3	2
196	не как	2	2
197	ясно что	5	2
198	по себе	4	2
199	и к	3	2
200	в чем	2	2
201	одна из	2	2
202	во все	2	2
203	здесь в	3	2
204	было бы	4	2
205	в данной	2	2
206	на почве	6	2
207	нет и	4	2
208	нем нет	2	2
209	в своей	3	2
210	как бы	15	2
211	быть и	3	2
212	и прежде	2	2
213	совершенно не	3	2
214	в отличие	5	2
215	этой проблемы	4	2
216	если мы	11	2
217	и эта	4	2
218	с точки	20	2
219	речи в	3	2
220	хотя бы	5	2
221	в которой	3	2
222	той же	2	2
223	в данном	4	2
224	как она	2	2
225	от этого	2	2
226	тем что	2	2
227	в каком	3	2
228	выражение в	4	2
229	и вообще	2	2
230	ту же	2	2
231	далеко не	4	2
232	как оно	2	2
233	слова и	3	2
234	там где	2	2
235	отличие от	5	2
