N	3gram	Bakhtin_Pr_2	Problemy
1	к себе самому	3	13
2	в то же	5	10
3	то же время	5	10
4	в отношении к	2	7
5	с самим собой	3	7
6	с самим собою	5	7
7	по отношению к	5	6
8	о себе самом	3	5
9	в пределах одного	9	5
10	мы уже говорили	3	5
11	в творчестве достоевского	2	4
12	но в то	3	4
13	той или иной	3	4
14	в той или	3	4
15	в романах достоевского	2	4
16	слово о себе	3	4
17	друг с другом	4	4
18	во внутреннем диалоге	2	4
19	второй голос голядкина	5	4
20	в этом смысле	2	3
21	в эту минуту	3	3
22	диалогически обращен к	2	3
23	слова и мысли	2	3
24	одно и то	2	3
25	там в виде	3	3
26	в конце концов	2	3
27	с другой стороны	3	3
28	уже говорили что	2	3
29	и то же	2	3
30	к тому же	3	3
31	друг к другу	2	3
32	второго голоса голядкина	4	3
33	не может быть	4	3
34	его второй голос	2	3
35	из рассказа в	2	2
36	к самому голядкину	2	2
37	почему же не	2	2
38	в речь героя	2	2
39	тобой яков петрович	2	2
40	внутренней речи голядкина	2	2
41	достоевского как мы	2	2
42	к одному знаменателю	2	2
43	одна и та	2	2
44	а удастся крепись	2	2
45	сам виллель выжидал	2	2
46	с тобой яков	2	2
47	и сам знаю	3	2
48	совершить подвиг добродетели	2	2
49	другого в слове	2	2
50	виллель выжидал да	2	2
51	с точки зрения	8	2
52	замещающий другого голос	2	2
53	интрига голядкина с	2	2
54	друг на друга	2	2
55	в канцелярии двойник	2	2
56	в речи девушкина	2	2
57	выжидал да что	2	2
58	в большинстве случаев	8	2
59	и та же	2	2
60	пределах одного разложившегося	2	2
61	за пределы самосознания	2	2
62	реплики внутреннего диалога	2	2
63	в произведениях достоевского	3	2
64	можно было бы	3	2
65	как чужой голос	2	2
66	в отличие от	4	2
67	в каждом слове	2	2
68	он господа тоже	2	2
69	и не может	4	2
70	следует быть в	2	2
71	в слове другого	2	2
72	и сам виллель	2	2
73	не удастся держись	2	2
74	это он говорил	2	2
75	как раз и	2	2
76	да что тут	2	2
77	ничего что он	2	2
78	сам по себе	5	2
79	голосов в пределах	2	2
80	что тут виллель	2	2
81	словами самого голядкина	2	2
82	идешь совершить подвиг	2	2
83	держись а удастся	2	2
84	в пределах самосознания	2	2
85	удастся держись а	2	2
86	как и все	4	2
87	какое мы наблюдали	2	2
88	сам знаю что	3	2
89	принадлежит самому голядкину	2	2
90	стоит он теперь	2	2
91	одного разложившегося сознания	2	2
92	ты идешь совершить	2	2
93	в другом человеке	2	2
94	но все же	2	2
95	я ведь и	4	2
