N	2gram	Ircho_Kome_1	Literetu
1	и в	22	19
2	может быть	9	17
3	то же	6	12
4	и не	8	11
5	в том	11	10
6	как и	9	10
7	но и	11	10
8	же время	4	9
9	такого рода	6	9
10	не может	2	9
11	в этом	3	9
12	в то	10	9
13	с другой	5	8
14	не только	10	8
15	и даже	5	8
16	том что	12	7
17	то что	2	7
18	так и	5	7
19	с одной	3	7
20	не менее	3	6
21	однако в	3	6
22	в себе	2	6
23	одной стороны	3	6
24	при этом	5	6
25	и на	3	6
26	для всех	2	5
27	столь же	2	5
28	у нас	3	5
29	художественного мышления	2	5
30	одна из	2	5
31	но не	2	5
32	в качестве	4	5
33	он не	3	5
34	вместе с	2	5
35	так в	4	5
36	в году	3	5
37	в принципе	2	5
38	в рамках	2	4
39	что в	6	4
40	в частности	3	4
41	прежде всего	5	4
42	не в	6	4
43	того же	2	4
44	в его	5	4
45	еще в	5	4
46	даже в	3	4
47	один из	5	4
48	ли не	4	4
49	и других	7	4
50	другой стороны	5	4
51	мы не	3	4
52	по отношению	3	4
53	каждый из	3	4
54	тем что	4	4
55	точки зрения	4	4
56	едва ли	7	4
57	в области	2	4
58	в себя	2	3
59	что он	6	3
60	идет о	3	3
61	в нем	4	3
62	и как	3	3
63	но это	2	3
64	в начале	3	3
65	такой же	2	3
66	в этой	7	3
67	в сущности	2	3
68	речь идет	3	3
69	отношению к	3	3
70	со стороны	2	3
71	в их	4	3
72	то и	2	3
73	этом отношении	3	3
74	так как	4	3
75	право на	2	3
76	а в	6	3
77	и его	8	3
78	и с	3	3
79	х годов	3	3
80	в другом	4	3
81	как правило	3	3
82	ничего не	3	3
83	на этом	2	2
84	уже в	5	2
85	ни было	2	2
86	же как	3	2
87	у него	3	2
88	для этого	2	2
89	в них	3	2
90	в противоположность	2	2
91	в конце	6	2
92	в одном	8	2
93	вовсе не	2	2
94	слов но	2	2
95	а также	4	2
96	тем не	2	2
97	все что	2	2
98	и без	2	2
99	до конца	2	2
100	тот же	3	2
101	еще не	2	2
102	было бы	2	2
103	и сам	3	2
104	со своей	2	2
105	одной из	3	2
106	для себя	2	2
107	говоря уже	2	2
108	что и	4	2
109	уже о	2	2
110	все же	3	2
111	с ее	2	2
112	и т	9	2
113	же в	4	2
114	в целом	3	2
115	не к	2	2
116	из них	10	2
117	могут быть	3	2
118	в истории	5	2
119	не говоря	2	2
120	при всем	2	2
121	как раз	3	2
122	и одновременно	3	2
123	т п	5	2
124	не раз	2	2
125	путь к	2	2
126	из которых	2	2
127	а к	2	2
128	в годы	6	2
129	в своих	2	2
130	в результате	4	2
131	потому что	5	2
132	на себя	2	2
133	и еще	3	2
134	ту же	2	2
135	о том	8	2
136	как это	3	2
137	но в	4	2
138	одном из	4	2
