N	2gram	Vinokur_Ku_1	Problemy
1	и в	24	46
2	и не	12	27
3	может быть	13	23
4	как бы	7	19
5	не может	7	19
6	в нем	4	17
7	в этом	14	16
8	не только	10	14
9	но и	6	12
10	как и	2	12
11	и на	4	11
12	точки зрения	14	11
13	в одном	3	11
14	а не	8	11
15	не в	11	10
16	в пределах	4	10
17	между ними	2	10
18	прежде всего	9	9
19	в том	30	9
20	в большинстве	2	9
21	в самом	10	9
22	и все	2	9
23	вовсе не	10	9
24	в его	12	9
25	с точки	9	9
26	до сих	4	8
27	конечно не	2	8
28	сих пор	4	8
29	или в	2	8
30	свой предмет	2	7
31	и с	5	7
32	по себе	2	7
33	еще не	5	7
34	в сущности	3	7
35	как раз	8	7
36	в себе	3	7
37	слова и	4	7
38	никогда не	2	6
39	в каждом	2	6
40	ни в	2	6
41	есть в	4	6
42	хотя и	3	6
43	к себе	4	6
44	о нем	2	6
45	но в	2	6
46	что он	6	6
47	что я	2	6
48	мы увидим	3	6
49	то же	8	6
50	все это	6	6
51	и он	3	6
52	и его	5	6
53	только в	11	6
54	это не	7	5
55	же время	2	5
56	при этом	6	5
57	в котором	3	5
58	по отношению	8	5
59	в самой	4	5
60	рядом с	5	5
61	в то	2	5
62	в структуре	2	5
63	слово с	2	5
64	так как	9	5
65	с его	4	5
66	это слово	3	5
67	о том	9	5
68	отношению к	9	5
69	если мы	2	5
70	речи и	5	5
71	так сказать	5	5
72	уже в	3	4
73	что в	17	4
74	в этих	4	4
75	можно сказать	3	4
76	слова но	2	4
77	до конца	2	4
78	например в	5	4
79	в виду	5	4
80	по мере	3	4
81	в их	3	4
82	таким образом	12	4
83	еще и	5	4
84	все эти	6	4
85	должно быть	3	4
86	потому что	23	4
87	же и	2	4
88	и здесь	3	4
89	любовь к	2	4
90	превращается в	2	4
91	как в	4	4
92	том что	21	4
93	но не	5	4
94	том же	2	4
95	он не	2	4
96	все же	12	4
97	то что	9	4
98	так и	7	4
99	уже не	8	4
100	самом деле	9	4
101	на себя	3	4
102	здесь не	3	4
103	с другой	7	3
104	из этих	4	3
105	не могут	2	3
106	на то	4	3
107	к своему	2	3
108	в своем	3	3
109	более или	3	3
110	одним из	2	3
111	но если	2	3
112	себе и	2	3
113	то это	3	3
114	и для	2	3
115	другой стороны	6	3
116	так же	4	3
117	с помощью	7	3
118	устной речи	2	3
119	и даже	3	3
120	также и	2	3
121	бы в	7	3
122	мы имеем	6	3
123	если бы	9	3
124	по существу	4	3
125	и при	2	3
126	а то	2	3
127	того же	4	3
128	и что	5	3
129	было бы	15	3
130	в своей	2	3
131	никак не	2	3
132	что и	4	3
133	или менее	3	3
134	что же	6	3
135	в той	5	3
136	в речи	3	3
137	той же	3	3
138	в слове	2	3
139	слова как	3	3
140	тем что	8	3
141	в этой	3	3
142	не менее	7	2
143	должна быть	3	2
144	только и	3	2
145	для этого	3	2
146	вопрос о	2	2
147	его к	3	2
148	или иной	3	2
149	к тому	5	2
150	для нас	2	2
151	так что	4	2
152	и как	2	2
153	но все	2	2
154	лишь как	2	2
155	в общем	3	2
156	и является	4	2
157	если в	2	2
158	и тем	2	2
159	и мысли	2	2
160	на том	3	2
161	к жизни	2	2
162	целый ряд	5	2
163	языка и	8	2
164	то и	2	2
165	не было	3	2
166	они не	3	2
167	лишь в	2	2
168	в системе	3	2
169	этих случаях	2	2
170	свое время	2	2
171	а в	5	2
172	увидим что	2	2
173	в которых	6	2
174	в результате	5	2
175	языка в	12	2
176	о котором	2	2
177	здесь только	2	2
178	с ним	5	2
179	между тем	5	2
180	что так	3	2
181	с этим	4	2
182	в духе	3	2
183	этом смысле	3	2
184	из одного	3	2
185	но с	2	2
186	у нас	10	2
187	со словом	3	2
188	в свое	2	2
189	но ведь	2	2
190	этого слова	3	2
191	только к	2	2
192	и пр	15	2
193	когда он	3	2
194	вместе с	7	2
195	бы и	2	2
196	в языке	8	2
197	все равно	2	2
198	он есть	3	2
199	что такое	6	2
200	на этот	2	2
201	хотя бы	10	2
202	речь в	4	2
203	языковых стилей	2	2
204	слов в	2	2
205	можно было	6	2
206	ничего не	2	2
207	в данном	4	2
208	во всяком	5	2
209	от этого	2	2
210	там где	4	2
211	того как	4	2
