N	2gram	Medvedev_F_3	Komedia
1	и в	27	22
2	и не	30	21
3	т е	32	16
4	том что	4	13
5	в том	7	12
6	таким образом	18	12
7	со стороны	4	11
8	так как	9	11
9	ни в	8	10
10	потому что	7	10
11	в самом	11	9
12	вместе с	6	9
13	если бы	12	8
14	в своем	2	8
15	что он	6	8
16	в его	7	8
17	что и	2	8
18	в этом	18	8
19	о том	4	8
20	его в	7	8
21	при этом	8	7
22	то же	15	7
23	в конце	3	7
24	к этому	2	6
25	ясно что	3	6
26	того же	3	6
27	еще не	6	6
28	для того	4	6
29	к тому	4	6
30	может быть	25	6
31	как раз	8	6
32	самом деле	16	6
33	и что	3	6
34	того чтобы	5	6
35	и его	19	6
36	в то	7	6
37	не менее	7	5
38	связи с	5	5
39	что в	8	5
40	же время	7	5
41	прежде всего	4	5
42	как это	4	5
43	не только	9	5
44	в своей	6	5
45	из них	2	5
46	все это	7	5
47	по отношению	3	5
48	тем что	5	5
49	в которых	3	5
50	но в	6	5
51	с тем	7	4
52	отнюдь не	8	4
53	однако в	2	4
54	между собой	4	4
55	с другой	6	4
56	вовсе не	28	4
57	нет и	3	4
58	он был	4	4
59	все же	6	4
60	не в	12	4
61	до конца	4	4
62	в ней	5	4
63	и т	11	4
64	то что	8	4
65	но и	10	4
66	что она	2	4
67	и речи	2	4
68	т п	5	4
69	в отношении	2	4
70	с помощью	8	4
71	а не	17	4
72	и для	6	4
73	друг друга	5	4
74	так же	9	4
75	точки зрения	16	4
76	в себе	3	4
77	в связи	4	4
78	бы в	6	4
79	так и	21	4
80	не является	5	4
81	хотя бы	6	4
82	и с	3	4
83	что ни	2	3
84	с его	2	3
85	никогда не	5	3
86	на ее	4	3
87	в них	3	3
88	то ни	4	3
89	следует что	4	3
90	в какой	3	3
91	в нем	15	3
92	нисколько не	2	3
93	тем не	2	3
94	в ее	4	3
95	как и	14	3
96	в этой	2	3
97	было бы	6	3
98	конечно не	4	3
99	как бы	8	3
100	отношению к	3	3
101	в целом	4	3
102	дело с	3	3
103	не может	24	3
104	с точки	14	3
105	столь же	3	3
106	тем же	7	3
107	и даже	2	3
108	их в	3	3
109	одной из	2	3
110	мы можем	4	3
111	во всяком	6	3
112	не о	3	3
113	но если	2	3
114	говорить о	2	3
115	же самое	3	3
116	как он	2	3
117	ничего не	2	3
118	всяком случае	6	3
119	том как	2	3
120	в основе	3	2
121	уже в	4	2
122	сам он	2	2
123	все время	6	2
124	ни было	5	2
125	не как	2	2
126	обстоит дело	4	2
127	как в	4	2
128	это не	3	2
129	равно как	3	2
130	и все	8	2
131	человека и	2	2
132	но при	2	2
133	именно потому	2	2
134	не могут	10	2
135	нет никаких	2	2
136	стороны и	2	2
137	если мы	7	2
138	мы знаем	4	2
139	иначе обстоит	3	2
140	его от	2	2
141	отличие от	2	2
142	что они	5	2
143	она не	4	2
144	бы то	4	2
145	а на	2	2
146	в пределах	8	2
147	совершенно не	7	2
148	в сущности	2	2
149	за пределы	2	2
150	одним из	3	2
151	от того	2	2
152	известной степени	2	2
153	конце концов	2	2
154	между ними	15	2
155	в котором	2	2
156	был бы	2	2
157	если же	5	2
158	только один	2	2
159	полагать что	2	2
160	должен быть	2	2
161	и со	2	2
162	во всех	3	2
163	дело не	2	2
164	как мы	8	2
165	другой стороны	5	2
166	они будут	2	2
167	бы не	2	2
168	отношения к	2	2
169	этом отношении	3	2
170	человека в	2	2
171	мы не	4	2
172	в эпоху	3	2
173	роль в	4	2
174	в таком	2	2
175	в своих	6	2
176	и на	3	2
177	здесь и	6	2
178	в результате	5	2
179	тому что	3	2
180	между тем	7	2
181	и во	2	2
182	нуждается в	3	2
183	он и	3	2
184	и ее	6	2
185	к одной	2	2
186	и это	2	2
187	из этого	4	2
188	здесь не	2	2
189	в области	2	2
190	в виду	3	2
