N	2gram	Losev_Prob_1	Vladivir
1	и в	32	30
2	то что	42	20
3	в этом	19	20
4	в том	9	18
5	и не	31	18
6	и с	2	14
7	что он	7	13
8	в конце	6	13
9	том что	12	12
10	что в	12	12
11	не только	17	12
12	в его	6	11
13	а в	4	11
14	как мы	7	11
15	сказать что	13	11
16	а также	4	10
17	и вообще	4	10
18	и даже	11	10
19	не было	4	10
20	не в	4	9
21	для него	2	9
22	кроме того	2	9
23	было бы	8	9
24	потому что	16	9
25	не может	8	9
26	в то	6	9
27	связи с	5	8
28	в своем	5	8
29	вместе с	2	8
30	но и	9	8
31	что же	9	8
32	в связи	4	8
33	но в	14	8
34	не менее	19	7
35	никогда не	7	7
36	точки зрения	3	7
37	и все	7	7
38	ни в	7	7
39	может быть	14	7
40	между прочим	2	7
41	для нас	5	7
42	а не	15	7
43	как это	6	7
44	то есть	33	7
45	еще и	5	6
46	хотя и	6	6
47	прежде всего	10	6
48	об этом	10	6
49	тем не	18	6
50	у нас	14	6
51	только в	7	6
52	всяком случае	3	6
53	во всяком	7	6
54	в себе	15	6
55	а именно	12	6
56	и его	3	6
57	также и	11	6
58	о чем	6	6
59	и то	6	5
60	же касается	3	5
61	по себе	15	5
62	о его	2	5
63	как и	3	5
64	так что	6	5
65	в дальнейшем	4	5
66	то в	5	5
67	при этом	6	5
68	того же	3	5
69	но что	2	5
70	в своей	8	5
71	как бы	14	5
72	в котором	5	5
73	для себя	3	5
74	другими словами	3	5
75	так и	12	5
76	все это	7	5
77	с этим	3	5
78	это мы	2	5
79	необходимо сказать	2	5
80	и что	9	5
81	того что	7	5
82	в результате	2	5
83	все эти	8	5
84	так как	11	5
85	с ним	3	5
86	разного рода	6	4
87	содержит в	7	4
88	совсем не	4	4
89	с его	2	4
90	именно в	4	4
91	в это	2	4
92	эти последние	2	4
93	вовсе не	35	4
94	его в	6	4
95	можно сказать	5	4
96	что его	3	4
97	что пишет	2	4
98	в этой	10	4
99	и если	6	4
100	что это	3	4
101	на его	2	4
102	несмотря на	3	4
103	не очень	2	4
104	и о	8	4
105	он не	3	4
106	в нем	13	4
107	не есть	29	4
108	крайней мере	2	4
109	в этих	3	4
110	то же	10	4
111	на этот	3	4
112	так же	9	4
113	по поводу	4	4
114	и на	8	4
115	но это	8	4
116	мы должны	5	4
117	о том	11	4
118	здесь не	7	4
119	с которыми	4	4
120	в которой	2	4
121	по крайней	2	4
122	это было	2	4
123	учение о	3	3
124	уже в	3	3
125	всех этих	7	3
126	мы будем	2	3
127	в них	7	3
128	в отношении	3	3
129	хотя бы	3	3
130	едва ли	2	3
131	из этих	2	3
132	точно так	4	3
133	да и	3	3
134	по существу	2	3
135	и как	6	3
136	тем более	5	3
137	философии и	4	3
138	более или	3	3
139	но не	9	3
140	никак нельзя	3	3
141	нас выше	2	3
142	он и	8	3
143	в данном	9	3
144	уже на	2	3
145	и для	4	3
146	никак не	4	3
147	так или	2	3
148	и особенно	2	3
149	с точки	3	3
150	сказать о	2	3
151	во всех	7	3
152	или менее	3	3
153	как в	4	3
154	таким образом	6	3
155	само собой	2	3
156	только и	3	3
157	а это	2	3
158	уже не	3	3
159	и вполне	3	3
160	должно быть	2	3
161	в таком	9	3
162	или иначе	2	3
163	в виде	15	3
164	даже и	8	3
165	но он	3	3
166	поскольку в	2	3
167	не говоря	4	3
168	и это	9	3
169	дело в	3	3
170	нет ничего	10	3
171	конце концов	4	3
172	когда мы	8	3
173	в области	2	3
174	учения о	2	3
175	не то	2	3
176	этот раз	2	3
177	к нему	3	2
178	он сам	2	2
179	нисколько не	3	2
180	с тем	5	2
181	казалось бы	4	2
182	уже и	3	2
183	и есть	6	2
184	очень много	3	2
185	однако в	2	2
186	это не	6	2
187	если не	4	2
188	раз и	9	2
189	только после	2	2
190	здесь в	3	2
191	в настоящее	3	2
192	у вас	2	2
193	к тому	3	2
194	на первый	2	2
195	уже давно	2	2
196	увидим ниже	2	2
197	же в	4	2
198	без всякого	2	2
199	это тоже	2	2
200	петра i	2	2
201	по своему	9	2
202	есть и	3	2
203	и может	2	2
204	настоящее время	3	2
205	она не	2	2
206	и часто	2	2
207	о своем	2	2
208	есть его	2	2
209	мы уже	5	2
210	такого рода	7	2
211	в самом	6	2
212	в сущности	2	2
213	некоторого рода	5	2
214	же и	3	2
215	на то	8	2
216	и потому	2	2
217	о нем	3	2
218	для того	8	2
219	в виду	6	2
220	гораздо более	2	2
221	говоря уже	2	2
222	не имеет	2	2
223	но уже	5	2
224	и до	2	2
225	ровно ничего	4	2
226	данном случае	8	2
227	в их	4	2
228	есть нечто	11	2
229	не на	3	2
230	собственно говоря	2	2
231	того как	3	2
232	и притом	4	2
233	от нас	3	2
234	но все	3	2
235	в теории	3	2
236	мы находим	2	2
237	того чтобы	9	2
238	что не	3	2
239	и очень	2	2
240	в чем	3	2
241	то с	9	2
242	что для	2	2
243	во многих	2	2
244	можно было	3	2
245	нас в	2	2
246	их в	4	2
247	а уже	3	2
248	и при	2	2
249	сам по	7	2
250	и во	3	2
251	не о	2	2
252	к его	2	2
253	даже вообще	2	2
254	как будто	3	2
255	что если	2	2
256	как он	4	2
257	или как	3	2
258	сколько угодно	3	2
259	что вы	3	2
260	однако здесь	3	2
261	ничего не	10	2
262	я и	2	2
263	мы не	2	2
