N	3gram	Vygotskiy__4	Psycholo
1	для того чтобы	5	19
2	на то что	4	16
3	в том что	31	14
4	с одной стороны	9	12
5	о том что	3	6
6	заключается в том	14	6
7	в самом деле	6	5
8	с другой стороны	8	5
9	по сравнению с	3	4
10	не только не	5	4
11	именно то что	2	4
12	мы могли бы	9	4
13	а с другой	2	4
14	и что в	2	3
15	таким образом что	4	3
16	в этом отношении	7	3
17	мы видим что	2	3
18	и то же	6	3
19	одним и тем	3	3
20	и тем же	3	3
21	одно и то	6	3
22	вместе с тем	3	3
23	то же самое	7	3
24	и то что	4	3
25	можно было бы	5	3
26	с тем что	3	3
27	друг с другом	7	3
28	бы сказать что	3	2
29	одного и того	5	2
30	могли бы сказать	2	2
31	в данном случае	2	2
32	мы видим в	2	2
33	с таким образом	3	2
34	в отличие от	2	2
35	и того же	5	2
36	так же как	5	2
37	состоит в том	3	2
38	на первый план	4	2
39	с точки зрения	11	2
40	и той же	4	2
41	и в результате	2	2
42	в том чтобы	2	2
43	одной и той	4	2
44	в этом случае	3	2
